name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs
Tennessee Prison Outreach Ministry	http://www.tnprisonministry.org	(615) 870-1126	EIN 35-2458555	136 Rains Ave	Nashville	TN	37203	USA	Crime & Law, Half-Way Houses for Offenders & Ex-Offenders	Share love and truth of jesus by bringing freedom and hope to prisoners and their families					Providing preventive, rehabilitative and aftercare for offenders and their families through halfway house, re-entry center, education programs and childrens camps
Joy Of Music Youth Music School Corporation	http://www.joyofmusicschool.org	(865) 525-6806	EIN 31-1776315	1209 Euclid Ave Ste 1-a	Knoxville	TN	37921	USA	Arts & Culture, Arts Education, Arts Services, Music	To provide a quality music education program for financially disadvantaged, at-risk youth					Provide musical instruments and special musical opportunities through a combination of private and group lessons, ensemble participation, music enrichment classes and music experiences.
Barefoot Republic Camp	http://www.barefootrepublic.org	6155999683	EIN 62-1841336	P.O. Box 40365	Nashville	TN	37204	USA	Children & Youth, Christianity, Religion, Youth Development Programs	To facilitate christ-centered relationships between individuals from diverse racial, cultural and socioeconomic backgrounds.		Individuals from diverse racial, cultural and socioeconomic backgrounds	>1,000 campers and families.	The Southeast, mostly the Middle Tennessee & southern Kentucky region, as well as other families nationally.	Summer camp programming where we focus on artistic, athletic and team-building programs.
Students for Students, Inc.	http://studentorgs.vanderbilt.edu/vss	847-471-2300	EIN 	VU Station B #1584 2301 Vanderbilt Place	Nashville	TN	37235	USA	Education, Scholarships, Scholarships & Student Financial Aid	Students for Students strives to build a bridge connecting the university community with local, under-resourced high schools in order to expand educational opportunities and build mutual understanding.	-In the past two years, we have awarded two college scholarships totaling $5,000. The students are currently attending Tennessee State University and the University of Memphis  -We have worked with over 30 students in numerous workshops to help them develop their resumes, college applications, and college essays.  -We have provided one-on-one mentoring for over 5 students in the past year, helping them identify the career goals and acting as one source of support  -We have recently initiated college application fee vouchers, which have so far been utilized by one student	High-poverty high school students in Nashville, TN	20	Middle Tennessee	
Jackson-Madison County Sports Hall Of Fame	http://	(731) 343-0150	EIN 62-1534416	Po Box 10085	Jackson	TN	38308	USA	Community & Neighborhood Development, Economic Development	To inform the public of the history of sports in jackson and madison county.					To inform the public of the history of sports in jackson and madison  to inform the public of the history of sports in jackson and madison
Angels Among Us Animal Rescue-Htcasa	http://	(901) 233-1441	EIN 45-4579380	806 Templeton Rd	Brighton	TN	38011	USA	Animal Protection & Welfare, Animals	Animal rescue					Animal rescue and adoption
Alpha House Inc	http://www.alphahouseinc.net	865-435-3399	EIN 26-0527442	183 Joel Road	Oliver Springs	TN	37840	USA	Crime & Law, Rehabilitation Services for Offenders	The mission of the Alpha House is to break harmful cycles and habits by providing previously incarcerated women a safe, positive, transitional home with services that equip them mentally, physically, and spiritually to begin a new life.	Alpha House has served 32 women since we opened in December 2008.  17 have successfully completed the program.  4 have came to know the Lord as their personal Lord and Savior and 3 have followed in believers baptism.	Post incarcerated women		Tennessee	
WOLF RIVER CONSERVANCY INC	http://www.wolfriver.org	(901) 452-6500	EIN 62-1245975	PO Box 11031	Memphis	TN	38111	USA	Environment, Environmental Education, Land Resources Conservation, Sports, Swimming & Other Water Recreation, Water, Water Resources, Wetlands Conservation & Management	Dedicated to the protection and enhancement of the Wolf River Watershed as a sustainable natural resource through conservation, education and recreation.	Historically, the Wolf River Conservancy has focused on saving the 100 year floodplain from being developed or converted to non-natural and destructive land uses, such as sand and gravel mines. This focus has helped WRC protect approximately 14,000 acres so far.  In 2013, WRC took another step forward and adopted a comprehensive land conservation plan. This plan assesses the entire Wolf River watershed for its conservation values based upon ten scientifically accepted environmental characteristics. The plan further defines connectivity, size, and shape of protected lands to better determine conservation prioritization. This adaptive plan acts as an active/iterative plan, which changes as more land is protected.    The Wolf RIver Conservancy has also spearheaded the soon to be completed Wolf River Greenway. It is a corridor of protected green space along the Wolf River which includes a paved pathway for walking and biking. Built in sections, this 10-foot wide pathway will eventually extend over 22 miles to connect neighborhoods all the way from downtown Memphis through the cities of Germantown and Collierville, Tennessee.	Preserve the Wonder of the Wolf		We work to protect the Wolf River as a sustainable and natural resource that contains the source to our local watershed through land conservation, water education, recreation and the spearheading the soon to be over 22 mile long walking  and biking path, the Wolf River Greenway.	volunteer oriented service clean up projects and fundraising events, water educational programs and events, and recreational paddling programs.
Emmaus Of The Cumberlands	http://		EIN 94-3474206	104 Roberts St	Livingston	TN	38570	USA	Protestant, Religion						
Emerald Youth Foundation	http://www.emeraldyouth.org	865-637-3227	EIN 62-1474791	1718 N Central St	Knoxville	TN	37917	USA	Children & Youth, Christianity, Economic Development, Religion, Urban & Community Economic Development, Youth Development - Religious Leadership	Mission:  "To raise up a large number of urban youth who love Jesus Christ and become effective leaders who help renew their communities."		Inner city youth, elementary through high school	1225		Emerald youth foundation serves urban youth, elementary through young adult up to approximately 25 years old, through a comprehensive and christian ministry of faith, education and sports programs implemented through a network of neighborhood churches and community-based organizations.
Wolf Paws Inc	http://www.wolfpaws.org	865-397-7656	EIN 46-3490514	2525 Edgewater Ln	Dandridge	TN	37725	USA	Animal Protection & Welfare, Animal-Related, Animal Training, Animals, Wildlife Sanctuaries	Wolf PAWS Inc. was formed in 2013 for the purpose of rescuing abandoned and abused wolf-dogs, providing a permanent sanctuary for them, providing an environment where these animals can be studied by individuals and educational institutions to further understand the wolf-dog, and educating the public about responsible and humane care of wolf-dogs as pet animals.		Rescue Wolf-dogs from euthanasia	Rescued 3 Wolf-dogs, 1 Wolf-dog was re-homed	Wolf-dog rescue & sanctuary in east Tennessee	providing a permanent loving home for wolf-dogs who have been abandoned, abused and surrendered.
Straight Ahead Outreach (Taking Back Your Life) Inc.	http://www.mobilecrisis.org	865-272-9771 	EIN 27-1534584	1817 Whittle Springs Rd Clearwater Florida Location = 727-288-1545	Knoxville	TN	37917	USA	Centers to Support the Independence of Specific Populations, Homeless & Housing, Homeless Centers, Hot Lines & Crisis Intervention, Mental Health	MISSION STATEMENT    To provide a relaxing atmosphere promoting room for change. Our Mission and Purpose is to provide relief to the poor, underprivileged, distressed and depressed with a focus on the homeless. To ease neighborhood tensions along with combating community deterioration, over all community delinquency, with a focus on the business community by removing our friends in need from the community as a tension force and setting them free as a viable, positive contributing force as a changed, new person via their own strengths, their peers assistance and our assistance.    To be creative in our approach to the issues.    Having the ultimate goal of assisting our friends in need out of the Chronic Assistance Cycle and self reliant.	We have spent a great deal of time, energies and money helping homeless, formerly homeless and preventing single mother families of more the 4 to stay off the steets this year.  We continue to work hard to keep our Friends In Need moving Straight Ahead in order to get off the streets and to prevent from going to the streets.	Homeless or anyone in need and in a crisis	Many in need as we take calls from all over the United States- As of 9-30-2013 we have touched many lives of those in need through our Mobile Crisis Unit in both Knoxville TN and St. Petersburg FL/Clearwater Fl areas along with taking calls for assistance for all across the United States.	Clearwater, FL and Knoxville TN	1) Mobile Crisis/Intervention Unit  and 2) Gammy's Kidz! Where we launder childrens clothing and bedding and feed them too! See Gammy's Kidz at www.gammys.org
Knoxville Zoological Gardens Inc	http://www.knoxville-zoo.org	(865) 637-5331	EIN 62-1034633	3500 Knoxville Zoo Dr	Knoxville	TN	37914	USA	Animals, Arts & Culture, Museums, Protection of Endangered Species, Zoos & Aquariums	The mission of knoxville zoological gardens is to celebrate the wonders of the natural world. Through education, conservation, exhibition, research and recreation, the zoo will tell the stories of the animals, the plants and the people who make up the communities of the earth. The zoo will develop positive attitudes and actions about nature and about conservation as a local and global issue.					Zoological park operated for the enjoyment and education of the general public. Approximately 416,673 people were admitted to the zoo in 2014. The zoo also conducts endangered species research in conjunction with officeal species survival plans.
The Spine Health Foundation, Inc.	http://www.spinehealthfoundation.org	423-467-2087	EIN 61-1625964	P.O. Box 5352	Johnson City	TN	37602	USA		The mission of the Spine Health Foundation (SHF) is to provide encouragement, education and healing solutions to disadvantaged individuals suffering from chronic pain related to spinal disorders or injuries.	Since February 25, 2011, SHF has provided access to over 850 medically related resources including 35 spine surgeries.     Our goal is to help the "working poor" who suffer with pain due to untreated spinal injuries, gain access to specialized spine care so they can get back to life and become contributing members of society, once again.	the working wounded who suffer with chronic pain related to spinal injuries	40+	Greater Tri Cities region of Northeast Tennessee and Southwest Virginia	medically related resources i.e. access to diagnostics, consults, epidurals, chiropractic care, physical therapy, and surgery when needed
Tennessee Childrens Home Inc	http://www.tennesseechildrenshome.org	(931) 486-2274	EIN 62-0482363	804 Branham Hughes Cir	Spring Hill	TN	37174	USA	Human Services, Residential Care & Adult Day Programs	Tennessee children's home, inc. Is a not-for-profit organization that provides a home for neglected and pre-delinquent children who have an unstable family situation and who are beginning to develop problems which cannot be solved in their present home conditions but are not incorrigible.					Care of homeless and neglected children in the form of group home, foster care, shelters, sexual abuse treatment and counseling
NORTHWEST TENNESSEE DISASTER SERVICES	http://www.togetherforall.org	(731) 592-3947	EIN 45-2796514	PO Box 1458	Union City	TN	38281	USA	Disaster Aid, Disaster Preparedness & Relief Services	Northwest Tennessee Disaster Services, a humanitarian organization led by volunteers, provides relief to victims of disaster and helps people prevent, prepare for, and respond to emergencies.  It makes no discrimination as to nationality, race, religious beliefs, class or political opinions. It is guided solely by their needs, and to give priority to the most urgent cases of distress.		victims of disaster	927 families during emergencies (including house fires)	Tennessee	Grief counseling, toiletry items, shelter, replacement for medication and eyeglasses and financial assistance to hundreds of Northwest Tennesseans affected by flooding or fires each year.  Adult/Infant and Child CPR/First Aid/AED to thousands of Northwest Tennesseans  Deploy volunteers to major disasters locally and across the country to provide relief to those affected by floods, tornadoes, hurricanes, winter storms and other disasters.  Help thousands of military families in our region transfer emergency messages to their loved one deployed, helping them stay connected to family members during a difficult separation.  Your generous contributions help victims of hundreds of local disasters like residential fires, across Northwest Tennessee, each year by providing:  Food Clothing Shelter Counseling & Health needs
Mercy Multiplied	http://www.mercymultiplied.com	615-831-6987	EIN 72-0973419	P O Box 111060	Nashville	TN	37222	USA	Adoption, Children & Youth, Family Services, Mental Health, Protestant, Religion, Residential Mental Health Treatment	Mercy Multiplied is a nonprofit Christian organization that helps young women break free from life-controlling behaviors and situations, including eating disorders, self-harm, drug and alcohol addictions, unplanned pregnancy, depression, sexual abuse, and sex trafficking. Our residential program is voluntary, biblically based, and completely free of charge to young women ages 13-28. Our goal is to help residents permanently stop destructive cycles, discover purpose for their lives, and become productive and thriving individuals.  Our outreach programs and resources are based on the same biblically based, life-transforming principles used by Mercy homes.		young women struggling with life-controlling issues		Nashville, Tennessee; Monroe, Louisiana; St. Louis, Missouri; Sacramento, California	We serve young women ages 13-28 from all over the country struggling with life-controlling issues such as eating disorders, self-harm, abuse and neglect, drug and alcohol abuse, depression, and unplanned pregnancy.  We have four U.S. homes located in Monroe, LA (20-bed facility), Nashville, TN (40-bed facility), St. Louis, MO (30-bed facility), and Lincoln, CA (40-bed facility).  Our residential program is based on Christian principles and teachings and incorporates proven methods and counseling to serve a diverse population of young women from across the United States. Our program is completely free of charge to the young women we serve. Many of the young women who come to Mercy for help are facing a combination of debilitating circumstances and have been in various treatment facilities with unsuccessful long-term results. We are committed to providing our residents with excellent program services that allow them to recognize their self-worth and prepare them to reach their full potential. Through the application of Gods unconditional love, our approach to healing allows young women to permanently stop destructive cycles and prepares them to take hope out into their communities.
Rise Up Inc	http://www.riseupforkids.com	(423) 610-1242	EIN 62-1641099	1500 E Millard St	Johnson City	TN	37601	USA	Children & Youth, Youth Development Programs	Mentoring at-risk youth					Mentoring at-risk youth to develop mentally, spiritually, emotionally physically, and to abstain form sexual activity until marriage.
Mastering Life Ministries, Inc.	http://www.MasteringLife.org	615-507-4166	EIN 62-1542382	PO Box 770	Franklin	TN	37065	USA	Addictive Disorders, Christianity, Mental Health, Religion, Religious Television	MLM was founded in 1987 to develop ways to more effectively communicate Christian principles for the healing of brokenness to both leader and laity in the Church as well as to those seeking help from outside the Church.  Dr. David Kyle Foster uses his past struggle with severe brokenness to teach pastors, counselors, seminary students and lay people the many ways that God heals broken people.  MLM uses the media, Internet, publications, seminars and conferences to achieve its goals. For 10 years, our primary means of media ministry has been through a television program entitled "Pure Passion". This program is designed to equip people to redemptively minister to sexually bound and broken people. We are also producing documentaries on very specific issues of sexual brokenness. Our first (www.SuchWereSomeOfYou.org) has won 5 film festival and professional organization awards. Our second (www.HowDoYouLikeMeNow.org) is scheduled for release June 24, 2016 and is available for pre-ordering.	Countless thousands reached with vital information for finding freedom from sex addiction, child sexual abuse, sex trafficking, homosexuality, transgender confusion and much more.	sexually bound or broken people	A worldwide variety of people who saw our videos in 13 languages on 10 TV networks	National & International	TV program, documentaries, DVDs, books and other teaching materials
Knoxville Dance Project	http://		EIN 45-3469645	1822 Hidden Deer Ln	Knoxville	TN	37922	USA	Arts & Culture, Dance						
McKamey Animal Center	http://	423-305-6500	EIN 01-0824858	4500 N Access Rd	Chattanooga	TN	37415	USA	Animal Protection & Welfare, Animals	To enhance the lives of companion animals and people by encouraging a culture of responsibility and compassion.					
Living Water Project	http://		EIN 46-2470373	409 Franklin Rd	Brentwood	TN	37027	USA	International, International Relief						
Teen Action Program	http://www.teenactionprogram.webs.com	(731)-612-5002	EIN 47-1104131	430 Maple Hill Circle	Ripley	TN	38063	USA	Arts & Culture, Arts, Culture & Humanities, Children & Youth, Youth Development - Citizenship	Our mission is to inspire teensto be the change. Our mission is to motivate teensto be better people and citizens. Our mission is to have teenscreate a world they wishto live in.		youth		Ripley, TN	Fine Arts program,  Leadership Class
A Step Ahead Foundation Inc.	http://www.astepaheadfoundation.org	901-320-7837	EIN 45-1828684	P.O. Box 41601	Memphis	TN	38174	USA		A Step Ahead Foundation offers women of Memphis and Shelby County free long-acting reversible contraception (LARC) the most effective reversible methods of birth control,  thus preventing unplanned pregnancies.				Shelby County, Tennessee	Community education and financial assistance to women seeking information and/or assistance with long-term reversible birth control methods.
Mountain T.O.P.	http://www.mountain-top.org	931.692.3999	EIN 62-0988352	2704 12th Ave S	Coalmont	TN	37301	USA	Children & Youth, Christianity, Homeless & Housing, Housing Rehabilitation, Religion, Youth Development - Religious Leadership	Minor and Major Home Repair Children's Ministries		low-income families in rural Appalachia			Youth Summer Ministry (1600 youth and adults, June-August - Minor Home repair and children's programs) Adults In Ministry (3 weeks & 1 weekend in the summer, 6 weekends in the fall - Major Home Repair and children's programs) Spring Breakout (Alternative spring break option for youth, college and adult groups - Camp and Home repair) Family Weekend - Home repair Friends Weekend - Camp renovation Baker Work Weekend - Camp preparation
Madison Inglewood Serenity House	http://		EIN 58-1838962	102 Harris St	Madison	TN	37115	USA							
SUNSHINE AMBASSADORS INC	http://www.sunshineambassadors-dance.org	865-621-8273	EIN 26-4548824	P.O. Box 18094	Knoxville	TN	37928	USA	Education, Special Education	"Enriching Lives of Individuals with Disabilities Through Dance!"		Individuals with disabilities		East Tennessee	Weekly Dance classes in 7 locations in 5 counties.  Community performances and outreach.
Cherokee Forest Voices Inc	http://		EIN 31-1667212	1101 Antioch Rd	Johnson City	TN	37604	USA	Environment, Natural Resources Conservation & Protection						
Narrow Gate Foundation	http://www.narrowgate.org	931-583-0633	EIN 20-1748295	242 Dry Prong Rd	Williamsport	TN	38487	USA	Personal Social Services	Narrow Gate Foundation holds to a single core purpose: to invest our resources for the Glory of God by making disciples of Jesus. As a nonprofit organization dedicated to educating, inspiring, and empowering Christian discipleship, we equip and train young men, develop business discipleship platforms, and serve local church communities.	We've served over 300 young men and their families in the past 12 years.  On top of the 24/7 disicipleship experience offered through Narrow Gate Lodge (for young men ages 18-25), we've also launched Narrow Gate Artisans (www.ngartisans.com).  Narrow Gate Artisans exists to glorify God by discipling Narrow Gate graduates in Kingdom business and craftsmanship, and by providing a sustainable source of support to our parent organization, the Narrow Gate Foundation. Our products made of wood, leather, and metal represent raw materials which have been transformed into vessels of usefulness and beauty - just like the young men who participate in the Narrow Gate Lodge experience.  Most recently, we launched our Servants Table initiative which is a unique disciple-making model, run in partnership with local churches, that creates transformative communities for the purpose of equipping individuals to come together and serve one another as they grow in maturity in Christ.  Learn more at www.servantstable.org	young men, their families and churches	young men on our property, hundreds in local congregations and many more through speaking engagements and social media	Discipleship Ministry	personal discipleship, models for the local church and businesses that help young men get employment and learn how to allow their Christian worldview to impact the business world
MORNING SONG INC	http://www.morningsong.org	404-806-7479	EIN 75-2245949	PO Box 1001	Collegedale	TN	37315	USA	Arts & Culture, Christianity, Performing Arts, Religion, Religion-Related, Unknown	Morning Song is a non-profit coorporation founded by Steve Darmody as his concert, speaking and recording ministry organizations name.  His ministry began in 1979 and involves several ministry companies and endeavors.   Date of Incorporation November 16, 1987 - Texas	Morning Song's ministry of music through recordings and tours have reached from coast to coast, 28 nations, and via satellite television it could be said it has reached most of the world.	All Nations, kindred, tongue and people.	Nearly 90 concerts, sponsored over 700 World Vision Children	World-wide	Gospel Concerts. CDs and DVDs
Sean Karl Foundation	http://SeanKarlFoundation.org		EIN 81-3665645	2217 Breakwater Dr	Knoxville	TN	37922	USA	Cancer, Cancer Research, Health	Our mission is to end Ewing's Sarcoma, an aggressive form of bone cancer that typically affects children and adolescents. It is a brutal disease that we have seen first hand, and are committed to fighting. We will carry on the fight that Sean fought.				We are based in Knoxville, TN and host most of our events in the state of Tennessee	We are raising money to fund promising research into Ewing's Sarcoma through grants and other forms of aid in the hopes of helping end this disease and help those currently battling
Community Child Care Inc	http://		EIN 62-0852972	Po Box 681205	Franklin	TN	37068	USA	Child Day Care, Children & Youth	The primary purpose of community child care, inc. Is to provide nurturing and safe care to children by staff who offer: a stable and sound environment, development stimulation, academic enrichment, individual attention, and special needs assessments.					The organization provides child care services to low income and poverty level families.
Compassion Coalition	http://www.compassioncoalition.org		EIN 62-0011300	107 Westfield Road	Knoxville	TN	37919	USA	Judaism, Religion	To inform, equip, and connect churches to transform lives and communities through the love of Christ.  We strive to walk alongside Knoxville-area churches who earnestly desire to slow down and respond to the cry of the suffering, the broken, and the abandoned within their congregations and out in the community. We believe that transformation begins to occur when churches prayerfully go out to serve existing ministries of compassion and justice already in the community, while also initiating and sustaining non-existing ministries both within and outside their membership.		build communities and combat poverty		Knoxville, TN	Clearinghouse, Frontline training, Bridges Out of Poverty training and "Getting Ahead in a Just Gettin' By World" classes as part of the Future Story Project.
Shriners International	http://	(901) 377-7336	EIN 51-0150086	5770 Shelby Oaks Dr	Memphis	TN	38134	USA		Operation of a philantropic fraternal organization.					Operation of a philantropic fraternal organization.
Family Mission	http://		EIN 62-1571211	PO Box 1195	Jamestown	TN	38556	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing						
FRIENDS OF SUZANNE INC	http://www.friendsofsuzanne.com	423.967.2814	EIN 20-3535203	PO Box 2479	Church Hill	TN	37642	USA	Health, Patient & Family Support	Mission Statement:     It is our goal to support those facing a cancer diagnosis today, while bringing increased awareness to the community on the challenges, struggles and hardships that come with that diagnosis.   We will provide financial support, when necessary.   We will assist not only the patient, but their family, friends and care givers in handling daily routine actions, that are becoming a burden, due to treatment and the effects of treatment.      We will provide ongoing support, and will assist those families who are facing the loss of a loved one.   One of our missions is to create support groups so that both patients, and their caregivers, have a place to go and share their feelings, discuss what challenges they are facing, and be with others who understand where they are coming from.  It's natural for people who have learned they have cancer to feel many emotions. Anger, fear, sadness, and anxiety are common reactions to having a serious illness.  Unless you are dealing with this disease firsthand, it is difficult to understand these emotions, or help the patient deal with them.	Since our start in 2005 we have assisted over 583 patients financially by either working directly with the patient and their family or via our Pay their Way copayment assistance program.	patients by offsetting medical expenses	60 patients with copayment assistance	conjunction with local cancer centers	"Walking with Friends" annual walk-a-thon, Pay Their Way copayment assistance programs, general donations from the public and individualized family fundraisers based on patient needs.
Loaves And Fishes	http://www.loavesandfishestn.org	(931) 645-9020	EIN 62-1692703	Po Box 3241	Clarksville	TN	37043	USA	Congregate Meals, Food	Soup kitchen and food dist for the hungry					Provided distribution center and operated soup kitchen
Mi Techo Inc	http://		EIN 20-4612317	1953 Lonhill Dr	Collierville	TN	38017	USA	Financial Counseling						
Proverbs 12 10 Animal Rescue & Adoption	http://proverbs1210rescue.org	(615) 446-8373	EIN 06-1792932	Po Box 279	Burns	TN	37029	USA	Animal Protection & Welfare, Animals	Animal rescue					Prevent acts of cruelty to animals and house animals until a new home is found
Sweet Sleep Inc	http://		EIN 20-5757551	Po Box 157	Brentwood	TN	37024	USA	Gift Distribution						
Friends Of Tennessees Babies With Special Needs	http://fotbabies.org	(865) 984-4326	EIN 62-1637324	Po Box 544	Alcoa	TN	37701	USA	Education, Primary & Elementary Schools	Provide support to families of infants with disabilities					Family & community education - public awareness campaigns, parent lending libraries, family learning activities, and training for early intervention teachers  family support services - adaptive equipment & toys, bereavement support, parent support, family emergencies, scholarships, loaner hearing aids and respite care  professional staff support - parent advisor awards, staff support for attending professional conferences and professional development workshop production
McNeilly Center for Children	http://www.mcneillycenter.org	(615) 255-2549	EIN 62-0479366	400 Meridian St.	Nashville	TN	37207	USA	Child Day Care, Children & Youth, Education, Elementary & Secondary Schools, Literacy, Youth Development Programs	McNeilly Center for Children provides quality, affordable child care for children ages 6 weeks - 12 years whose parents are working, in school, or in job training, and further provides parenting education and social services for the families of enrolled children.    For more information about McNeilly Center for Children, please visit our website at www.mcneillycenter.org or email shellie.fossick@mcneillycenter.org.					McNeilly provides an Infant and Toddler program for children ages 6 weeks to 30 months, to preschool programs for children ages 2-5, and a school age program offering before and aftercare as well as all day care in the summer and whenever school is not in session at Caldwell Enhanced Option School.
Basenji Rescue And Transport Inc	http://www.basenjirescue.org		EIN 75-2804588	7255 Jermyn Cv	Germantown	TN	38138	USA	Animal Protection & Welfare, Animal-Related, Animal Services, Animals	Founded in 1999, BRAT grew out of the need to find adoptive homes for the ever-increasing number of unwanted or improperly placed basenjis.  BRAT is comprised entirely of volunteers that assist in the rescue and placement of basenjis throughout the United States and Canada. BRAT participates in the placement of rescued basenjis, shipping them to homes in other parts of North America. Additionally, a great deal of BRAT's efforts are directed towards educating the public about the breed and the difficulties of living with a hunting dog like the basenji. BRAT's ultimate goal is to avoid Basenjis ever ending up in rescue by educating people that are considering the acquisition of one of these dogs.					
Tennessee Christian Academy Inc	http://		EIN 62-1715514	4995 N Lee Hwy	Cleveland	TN	37312	USA	Education, Elementary & Secondary Schools, Literacy	Educate children in a christ like manner					To educate children in a comprehensive course of instruction with an emphasis to further their spiritual, personal, and vocational development
Tennessee Foster Care Association Inc	http://		EIN 62-1649147	PO Box 368	Charleston	TN	37310	USA							
Sumner Spay Neuter Alliance	http://sumnerspayneuteralliance.org		EIN 26-4175450	Po Box 1834	Gallatin	TN	37066	USA	Animal Protection & Welfare, Animals	To reduce shelter intake and eliminate the euthanasia of dogs and cats by offering a high quality, low cost spay nueter clinic.					In 2014, ssna performed 7,983 spay neuter surgeries. Over one-third, or 2,711 of these surgeries, were done for a very small co-pay or for free for persons of low income, who could not afford these services. In keeping with our mission, which is to reduce shelter intake and euthanasia by providing high volume, high quality, low cost spay neuter services to all residents of our community (regardless of the ability to pay), we stay on task with this program. We recognize that in order to reduce shelter intake and euthanasia, we must reach all pets with spay neuter services, not just those belonging to people who can pay. In addition, ssna promotes education on the importance of spay neuter through outreach and participation in community events, collaboration with other community organizations, word of mouth advertising, and the use of both electronic and print media.
CROSS Inc. Food Ministry	http://crossfoodministry.org	865.579.6192	EIN 31-1535685	PO Box 186	Seymour	TN	37865	USA	Food, Food Banks & Pantries	C.R.O.S.S., Inc. is a non-profit organization established by local churches in the Seymour area. C.R.O.S.S. is operated by volunteers who serve every aspect of the food ministry, serving the tri-county Seymour community.   C.R.O.S.S. meets real needs regardless of religious beliefs by providing help with: food boxes, utilities, gas vouchers for doctors appointments/job interviews		Those is need	Over 300 families	Seymour TN and the Tri-County Area (Blount, Knox, and Sevier)	Food boxes and grocery assistance, utility relief, and educational opportunities
Hands And Feet Project Inc	http://www.handsandfeetproject.org	(615) 364-4506	EIN 20-1368997	Po Box 682105	Franklin	TN	37068	USA	Christianity, Religion, Residential Care & Adult Day Programs	Provide food, clothing, and shelter to orphaned and abandoned children in haiti.					Support for orphanage in haiti to feed and care for local orphans and to work with local government in order to improve child care in institutions and advocate for families first.
Restore Life Usa Inc	http://restorelifeusa.org	(423) 631-0067	EIN 26-3319264	311 Cherokee Park Dr	Elizabethton	TN	37643	USA	Health, Organ & Tissue Banks	Restore life usa restores life through tissue research					Restore life usa provides an option for body donation within a 300 mile radius of johnson city, tn. When someone donates their body, restore life covers all the costs related to transportation, cremation, and death certificate filings. Anatomical specimens are recovered and placed with multiple educators and researchers across the country. These specimens aid in physician training and in a large number of research projects. Restore life usa restores life through tissue research.
Elephant Sanctuary	http://www.elephants.com	931-796-6500	EIN 62-1587327	P. O. Box 393 27 East Main Street	Hohenwald	TN	38462	USA	Animals, Protection of Endangered Species	The Elephant Sanctuary exists to provide captive elephants with individualized care, the companionship of a herd, and the opportunity to live out their lives in a safe haven dedicated to their well-being; and to raise public awareness of the complex needs of elephants in captivity, and the crisis facing elephants in the wild.	The Elephant Sanctuary in Tennessee is the nation's largest natural habitat refuge developed specifically for endangered African and Asian elephants. The Sanctuary operates on 2,700 acres in Hohenwald, Tennessee85 miles southwest of Nashville. Since 1995, The Sanctuary has  given safe haven to a total of 27 elephants retired from entertainment and exhibition, providing them with herd, home, rest, refuge and individualized care for life. As an accredited sanctuary, the habitat where the elephants live is not open to the public. Instead, nearly 3 million viewers annually observe these elephants just being elephants via live-streaming Elecams on our website at www.elephants.com.	older, sick and/or needy elephants	13 elephants. Educational outreach on elephants was made available via Distance Learning to nearly 2,153 K-12 students in seventeen states and one foreign country. Seventy-one new EleAmbassadors were trained as volunteer representatives for The Sanctuary in 29 U.S. states and 2 Canadian provinces. Nearly 1,400 visitors attended educational programs held at The Sanctuary's Welcome Center in downtown Hohenwald, TN. And 2.9 million individuals experienced The Elephant Sanctuary online.	Hohenwald, Tennessee	habitat care, nutritional care, health care and educational programs.
New Beginnings Fellowship Church	http://		EIN 62-0855564	3266 E Stone Dr	Kingsport	TN	37660	USA	Protestant, Religion						
Mental Health Association Of Middle Tennessee	http://www.ichope.com		EIN 62-0637710	446 Metroplex Dr Ste A-224	Nashville	TN	37211	USA	Mental Health, Mental Health Associations	The Mental Health Association of Middle Tennessee promotes mental health for all people through education, advocacy, and service.					The MHAC serves a critical role in referring individuals to service providers and other relevant resources. The center helps over 1,200 clients with mental health concerns each year. Callers speak with a mental health professional; the MHAC is then able to connect the caller with the most appropriate resources. This reduces the number of calls the person has to make to find the right services. Brochures relevant to the callers' needs are sent if needed. Callers are informed about prescription assistance programs in the community which are designed to provide free or low cost medications. The MHAC also provides mental health training to interpreters and health care providers across the state. Interpreters are trained on mental health diagnoses, treatments, systems and ethics. In turn, mental health providers are trained on how to conduct a session in which an interpreter is being utilized.These complementary trainings help to reduce language barriers for non-English speaking persons.
Random Acts of Flowers	http://RandomActsOfFlowers.org	(865) 248-3045	EIN 26-3006360	3500 Workman Road, Suite 101A	Knoxville	TN	37921	USA	Health, Patient & Family Support	Random Acts of Flowers improves the emotional health and wellbeing of individuals in healthcare facilities by delivering recycled flowers, encouragement, and personal moments of kindness.	Random Acts of Flowers have delivered over 150,000 bouquets to individuals in five different cities across the United States.	improve the emotional health and wellbeing of individuals in healthcare facilities	over 150,000 deliveries to date	Knoxville, TN; Tampa Bay, FL; Chicago, IL; Silicon Valley, CA; and Indianapolis, IN	by delivering recycled flowers, encouragement, and personal moments of kindness
Greater Knoxville Chamber Of Commerce	http://www.knoxvillechamber.com	(865) 246-2634	EIN 62-0262640	17 Market Sq Ste 201	Knoxville	TN	37902	USA		Driving regional economic prosperity.					The knoxville area chamber partnership is organized to advance the general welfare and prosperity of the knoxville area, so that its citizens and its business community will flourish.
Manna House Ministries	http://		EIN 20-3428489	Po Box 962	Jamestown	TN	38556	USA	Health, Rehabilitative Care						
