name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Variety Freedom Program	Variety Future Kids Program	Chatter Matters! Communication Camp
TEENS FOR CHRIST	http://www.teens4christ.com	(715) 386-2549	EIN 39-1781809	PO Box 920	Hudson	WI	54016	USA	Christianity, Religion	Evangelize and diaciple youth.					Bible club meetings with outreach to area schools. Area rallies to bring clubs together.   bible quizzing - memorizing and competing on books of the bible.   bible camps/mission trips - evangelize, train and develop young people.   other events.			
Innovative Schools Network	http://www.innovativeschoolsnetwork.com/	6085098387	EIN 45-4593876	200 N. Blount St	Madison	WI	53703	USA		A grassroots network of educators creating and nurturing innovative schools by supporting each other in developing high quality, research based resources and strategies for both educators and students.	We have assisted over 160 schools and over 3,000 educators in working to implement innovative, sustainable educational opportunities for students.	public schools transform into sustainable, innovative learning opportunities for students	160 schools and approximately 3000 teachers	education	professional development in innovative areas. We focus on teaching and learning in the "Innovation Zone" to assist in the transformation of our schools today so that tomorrow they will be viable and exactly what each student needs.			
Gentle Hands Animal Rescue & Rehabilitation Inc	http://		EIN 20-2546305	W7347 County Hwy V	Cascade	WI	53011	USA	Animal Protection & Welfare, Animals									
Green Bay And Western Historical Society Inc	http://		EIN 20-4945400	Po Box 940	Plover	WI	54467	USA										
Land O Lakes Historical Society Inc	http://	(715) 547-6176	EIN 39-1791531	Po Box 541	Land O Lakes	WI	54540	USA	Arts & Culture, Historical Organizations	Operate an historic museum to promote and preserve the local history, provide educational programs and inform visitors of all ages.					Exhibit on past & present area fishing,hunting guides, trappers and taxidermist viewed by over 2500 people  an open house-dinner program "walk on the wild side"was held promoting responsible hunting & fishing to maintain the future of this type of life  historic film festival & fish fry with members dressed in early era costumes serving as wait staff.			
Eagles Nest Center Inc	http://www.eaglesnestcenter.org	715-252-4477	EIN 05-0533084	N8968 Deerborn Ave	Westfield	WI	53964	USA	Human Services	The Eagle's Nest Center is a not-for-profit organization created to help people of all races and nations co-exist in a peaceful manner by focusing on issues like fear, anger, guilt and shame associated with social problems such as drug and alcohol abuse, family  violence and depression. Our goal is to provide services that address these issues through Native American based spiritual perspective.       We plan to accomplish these goals by providing a safe environment where people can come and receive services that will help them create a healthy way of living in today's world for themselves as well as continued support to maintain a healthy co-existence in this world among all people.	We have spent much of our past year developing an outdoors education program for at-risk youth, as well as replicating a holistic recovery program. We have donated beds, a mini-van and wood stove to families that could provide for themselves and fundraising to continue our work. We have also spent one day a week each month involved with local state prisons to help the Native American inmates with prayer ceremonies.	Eagle's Nest Center, Inc is commited to helping at-risk youth and young adults no matter where they come from.	50		Wellbriety Program (AODA program), Strengtheing Families (parenting program), Couple's Communication, Empathy Programming for juveniles, Restorative Justice Circles, Support Circles, Circle Training, Transitional Living, Cultural Education.			
Cream City Association Foundation Inc	http://www.creamcityfoundation.org	414.225.0244	EIN 39-1416063	759 N. Milwaukee Street Suite 212	Milwaukee	WI	53202	USA	Civil Rights, Community Foundations, Lesbian & Gay Rights, LGBTQ, Philanthropy					southeastern Wisconsin	Analyzesthe needsof theLGBT communities, includes convening of leaders and stakeholders. Grant committee determines and solicits applications to addressneed and that appropriate programs are funded.			
Volunteer Connection Inc	http://www.volunteerwalworth.org/		EIN 27-3015837	Po Box 1001	Elkhorn	WI	53121	USA	Philanthropy, Voluntarism Promotion	Our mission is to enrich lives by actively participating in the community through volunteer service.  Volunteer Connection Inc. is a 501 (c) non profit charitable organization that helps other nonprofit organizations in Walworth County find volunteers to help meet critical community needs. Over 400 volunteers provide essential services to 50,000 residents at no charge.								
Raptor Education Group Inc	http://raptoreducationgroup.org	(715) 627-7408	EIN 39-1772318	N2160 W Rollwood Rd	Antigo	WI	54409	USA	Animals, Wildlife Preservation & Protection	Promote awareness & respect for native bird species, behaviors, and habitats. Develope & promote understanding of the natural history of avian species in both public & scientific communities. Develope nutritional protocol, rehabilitation methods, & husbandry based on the species' natural history to assure a successful transition into the wild.					See schedule o for description of activities.			
Sharon Lynne Wilson Center for the Arts	http://www.wilson-center.com/	262-781-9470	EIN 39-1787648	19805 W. Capitol Drive	Brookfield	WI	53045	USA	Arts & Culture, Performing Arts Centers	The Sharon Lynne Wilson Center for the Arts is a non-profit, multi-disciplinary cultural arts center that presents performances by world-renowned artists and ensembles, offers arts education opportunities, and curates the Ploch Art Gallery, which features both national and Wisconsin-based fine artists.  It is our mission to be the catalyst for lifelong discovery and exploration of the arts.	As an integral part of its mission, the Wilson Center promotes lifelong learning in the arts, offering innovative programs and classes for children, teens, and adults of all abilities in state-of-the-art studios and classrooms, and onstage. These dynamic programs include: Beyond the Classroom (daytime school series), Arts Camp: The Art of Nature, and visual arts classes. To ensure opportunities for all children, the Wilson Center offers scholarships and tuition-assistance to partner schools in the Waukesha and Milwaukee communities.  As one of the regions most important cultural anchors, the Wilson Center has achieved widespread recognition for its eclectic programming featuring internationally acclaimed artists and ensembles. Audra McDonald, Pilobolus, Mandy Patinkin & Patti LuPone, The Kings Singers, Rosanne Cash, Parsons Dance, and many more artists have graced the Wilson Centers stage as part of the annual Performing Arts, Matinee, Club, Classical Progressions, and Starry Nights series.  In addition, the visual arts are a significant part of the Wilson Centers diverse programming, featuring the work of artists who spark conversation, engage imagination and connect us to our humanity. Our acclaimed Ploch Art Gallery presents five rotating exhibitions each year, showcasing Wisconsin fine artists that have achieved national acclaim. The Wilson Center also presents one of the regions most distinguished art festivals, the Hidden River Art Festival, which features 100 of the Midwests finest artists.	lifelong discovery and exploration of the arts.		Brookfield	arts education, performing arts and visual arts.			
Outstretched Hands Of Romania Inc	http://www.handsofromania.org		EIN 04-3754437	Po Box 510052	New Berlin	WI	53151	USA	International	Together with you we will raise an army of children and poor to bring the gospel to the unreached parts of romania					To raise an army of children and poor to bring the gospel to the unreached parts of romania			
Hk Systems Inc	http://		EIN 39-6609180	2855 S James Dr	New Berlin	WI	53151	USA	Labor Unions									
Autism Society of Southeastern Wisconsin Inc	http://www.assew.org	414-988-1260	EIN 39-1708201	3720 N 124th St Suite O	Wauwatosa	WI	53222	USA	Autism, Civil Rights, Developmentally Disabled Centers, Disabilities, Disabled Persons Rights, Health	Families of newly diagnosed children need advice and support. The Autism Society is there with education, a lending library, and support groups. We link parents to other parents who have older children and can help them cope with this challenging disorder.		We serve individuals with autism spectrum disorders, their families, and professionals who support them in Southeastern Wisconsin	5000	We serve 9 counties: Milwaukee, Waukesha, Ozaukee, Racine, Kenosha, Washington, Dodge, Walworth, and Jefferson	Monthly educational parent workshops; Conferences for Educators; Summer bike program; support groups; social and networking activities			
Echo Valley Hope Inc	http://		EIN 20-5244034	E14604 County Road F	Ontario	WI	54651	USA	Philanthropy, Philanthropy, Voluntarism & Grantmaking Foundations									
La Casa De Esperanza	http://lacasadeesperanza.org	(262) 446-9900	EIN 39-1144446	410 Arcadian Ave	Waukesha	WI	53186	USA		To provide oppportunities for low-income individuals to achieve full social and economic participation in society, with emphasis on the hispanic population					Weatherization - identifies energy wastes and provides cost effective energy saving measures and education to low income residential households in waukesha, jefferson and milwaukee counties.   family and children- allows families with minor children to become socially and economically independent through coordination of educational, economic and supportive services. Also provides bilingual child care and education and recreational activities for youth.   early head start - provides early childhood education programs and daycare services to infants, toddlers, and pregnant women.   other miscellaneous programs: la clinica - provides culturally sensitive services in the areas of alcohol and other drug abuse treatment, anger management/ domestic violence and hiv/aids prevention education expenses 49,179 grants 0 revenue 27,768 food managment training - provides training for employment in the private sector. Expenses 23,626 grants 0 revenue 0 workforce development - provides assistance to individuals in securing adequate employment to maintain their families. Includes career and financial stability counseling, remedial education, skills assessment, interviewing and application assistance, and job shadowing. Provides free federal and state income tax preparation and filing for low to moderate income families and individuals. Expenses 390,931 grants 0 revenue 0			
Woodland Pattern Book Center	http://www.woodlandpattern.org	414.263.5001	EIN 39-1332252	720 E. Locust Street	Milwaukee	WI	53212	USA	Arts & Culture, Arts Services, Printing & Publishing	Woodland Pattern Book Center is dedicated to the discovery, cultivation, and presentation of contemporary literature and the arts. Our goals are to promote a lifetime practice of reading and writing, to provide a forum and resource center for writers/artists in our region, and to increase and diversify the audience for contemporary literature through innovative approaches to multi-arts programming. Woodland Pattern is the only arts organization in Milwaukee, Wisconsin presenting contemporary literature to the general public on a continuous basis.				City of Milwaukee, Milwaukee County, Waukesha County, Riverwest Neighborhood (Milwaukee)	Urban Youth Literary Arts Program, providing free after-school arts programming to students in Milwaukee Public Schools and free summer arts camps that include field trips that expose students to the cultural and artistic breadth of their city.  Native Arts Series, celebrating tradition and innovation among Native American writers.  Visiting Writers Series, which brings in the brightest minds in contemporary poetry to give readings and/or presentations and teach masters classes for all ages.  Small Press Focus, which allows the Milwaukee community to engage with cutting edge contemporary publishers in an intimate setting.  Alternative Currents Live, in conjunction with WMSE (91.7 FM, Milwaukee), features avant-garde musicians from across the U.S. and the world; events are recorded and played in their entirety on WMSE the following week.  Annual Poetry Marathon, last Saturday of January, 14 consecutive hours of readings by local and regional writers on the last Saturday of January.  Annual Music Marathon, nine consecutive hours of music from local and regional musical talents.  Annual Edible Books Show, community members turn their unique sense of the literary into something edible to share with the audience; awards are given in several categories.  Experimental Film & Video Series, presented with the University of Wisconsin-Milwaukee Department of Film Studies.  Redletter Reading Series, providing a spotlight for burgeoning regional writers and an open mic for dedicated local writers.  An art gallery that features the work of artists from across the world, with a special focus on book artists.  A book store that features one of the largest inventories of small presses, contemporary poetry, and Native American literature in the world.			
Martell's Landing Education Center	http://www.martellslanding.org/	715-247-6070	EIN 	384 208th Avenue	Somerset	WI	54025	USA		Martell's Landing Education Center is dedicated to preserving the natural and human history of the St. Croix Riverway and is committed to promoting stewardship of the land and waterways through collaborative community programs.				St. Croix Valley				
Family Advocates Inc	http://familyadv.org/	(608) 348-5995	EIN 39-1403784	Po Box 705	Platteville	WI	53818	USA		Family advocates provides services for victims of sexual assault and family/partner abuse. Services include a 24-hour help line, counseling, advocacy, crisis intervention, support groups, emergency shelter and more.					Provide service under chapter 111 of the wisconsin statutes for victims of domestic abuse, shelter, sexual assault, etc.			
House Rabbit Society Wisconsin Chapter	http://		EIN 39-1904296	1618 Susan Ln	Deerfield	WI	53531	USA	Animal Protection & Welfare, Animals									
Stout University Foundation Inc	http://www.uwstout.edu/foundation	(715) 232-1151	EIN 39-6088094	320 Broadway St S	Menomonie	WI	54751	USA	Education	The stout university foundation, inc. Cultivates relationships between uw-stout and its various constituencies for their mutual benefit. It supports the mission and goals of uw-stout through the acquistion and stewarship of resources.					Scholarships were awarded to 389 university of wisconsin-stout students  funds provided to uw-stout to fund a chair, the nakatani center, ethics center, discovery center, and various other projects for programs and departments at uw-stout.   funds provided to the stout alumni association which hosted many alumni gatherings and reunions to advance the interest and effectiveness of the university of wisconsin-stout and strengthen the ties between alumni and the university of wisconsin-stout.   various other activities in support of university of wisconsin-stout.			
Newfoundland Club Of America Inc	http://	(608) 437-4553	EIN 22-2858819	1004 Highway 78	Mount Horeb	WI	53572	USA	Animal Services, Animals	Education/breed rescue/dog shows					Held annual dog event. Educated the public about the breed(newfoundlands). Gave grants and held health and longetivity classes.			
Seven Rivers Figure Skating Clubinc	http://		EIN 20-8539463	105 Dawnee St	Tomah	WI	54660	USA	Amateur Sports, Sports	PROMOTE YOUTH ACTIVITIES								
Saint Croix Animal Friends Inc	http://www.stcroixanimalfriends.org	(715) 749-3763	EIN 56-2561338	Po Box 1169	Hudson	WI	54016	USA	Animal Protection & Welfare, Animals	Protection and humane treatment of animals.					Spay and neuter expenses, outreach food program and emergency medical program expenses.   newsletters and website maintenance with adoption information.			
Shelter From The Storm Animal Rescue Inc	http://www.sftsrescue.org	(608) 244-1400	EIN 20-3627106	1602 Blossom Ln	Madison	WI	53716	USA		Shelter from the storm animal rescue is a madison, wisconsin, based non-profit, all breed dog and cat rescue that functions to reduce the euthanasia rate of healthy and treatable animals in the nation's overcrowded humane societies and shelters, aid communities that do not have access to humane organization, educate the public on animal health care matters and animal overpopulation issues and provide affordable veterinary care to all animals.					Shelter from the storm animal rescue operates a low cost spay/neuter and wellness clinic that provides affordable spay/neuter and veterinary care to those who need it. In 2014, approximately 11,000 spays and neuters were performed. The clinic also provides wellness services, dental and specialty surgical procedures to clients that are financially in need, rescues, and shelters.   our organization works to rescue and rehome dogs and cats in danger of euthanization in overcrowded county shelters and other rescues in foster homes, and ultimately find each dog and cat a forever home. In 2014, approximately 350 animals were taken in and approximately 100 cats and 230 dogs were adopted.			
Middleton Outreach Ministry, Inc.	http://www.momhelps.org	608-836-7338	EIN 39-1484945	3502 Parmenter St.	Middleton	WI	53562	USA	Food, Food Banks & Pantries, Homeless & Housing, Housing Expense Reduction Support			Prevent homelessness and end hunger	Over 1,400 households received groceries in the food pantry, 900 households received free clothing,  and case workers met with 642 individuals.	The Middleton Cross Plains School District and the westside of Madison, Wisconsin	Services and programs supported or conducted by MOM include free food distribution; free clothing, and household items; financial assistance for emergency housing and rent; Good Samaritan aid for transportation, prescriptions, automobile repair, etc.; pastoral and spiritual care; seasonal programs like School Supplies, Thanksgiving Baskets and Sharing Christmas gift giving; and referrals and advociacy to other resources within our network.			
Living Hope International Inc	http://www.lovehopemercy.org	(262) 381-0121	EIN 39-2000544	Po Box 116	West Bend	WI	53095	USA	Children & Youth, Christianity, Education, Elementary & Secondary Schools, Homeless & Housing, Housing Support, Literacy, Religion, Youth Development - Religious Leadership	Living hope international (lhi) is a faith-based organization with a three-fold mission. Our goals are to: provide for underprivileged children and families by establishing orphanages, schools, and outreach programs throughout the world. Train, support, and send missionaries to the nations. Support missions in other parts of the world.					Esperanza viva youth home - a full time residence for children at risk providing a safe environment, medical clinic, emotional support, and academic and vocational training in its on site k-12 school. They serve resident children and help thousands of children and youth at risk in the community.   support of ministries working with children at risk in various areas of mexico to help them become more effective in outreach to children and families thus reducing the number of street children.			
Washington County Humane Society Inc	http://www.wchspets.org	262-677-4388	EIN 23-7009054	3650 State Road 60	Slinger	WI	53086	USA	Animal Protection & Welfare, Animals	The mission of The Washington County Humane Society is to protect animals from suffering and cruelty, to provide care for animals afflicted by neglect and abandonment, and to enhance the lives of animals and people through education, adoption and compassion.		homeless animals of Washington County		Slinger, WI	TNR (Trap Neuter and Return), ROMP (Summer Camp Program for Children), Barn Buddies (low cost spay/neuter program for barn cats) and educational outreach to children in schools and our community.  We offer many services from dog training to euthanasia and crematory services.  WCHS strives to help all the homeless animals that walk through their doors ... it is a place where second chances happen every day.			
ORGANISATION MODIALE DE GASTROENTEROLOGIE	http://www.worldgastroenterology.org	(414) 918-9798	EIN 38-2887598	5525 Green Bay Rd	Kenosha	WI	53144	USA	Health, Health (General & Financing)	To promote to the general public and health care professionals alike, an awareness of the worldwide prevalence and optimal care of digestive disorders through the provision of high quality, accessible and independent education and training.					Wgo's other primary programs are the train the trainer workshops held around the globe, smaller meetings & events, and content production for wgo publications and the wgo website.   training centers - to establish and nurture core training centers for primary and advanced gi training in locations of need, thereby improving the standard of training at the grass roots level while ensuring a focus on regionally-relevant diseases.   wgo global guidelines - the wgo guidelines library contains practice guidelines written from a viewpoint of global applicability. Wgo guidelines go through a rigorous process of authoring, editing, and peer review and are as evidence-based as possible.			
MidWest SSTRC, Inc	http://www.midwestsstrc.org/		EIN 76-0796317	4309 Monona Drive	Monona	WI	53716	USA		The MidWest Severe Storm Tracking Response Center (MidWest SSTRC, Inc.) is comprised of members whose primary purpose is to assist in providing early detection of severe weather. We communicate this critical information to government officials, other recognized agencies and organizations including the National Weather Service allowing for timely public severe weather warnings and providing emergency responses as appropriate. MidWest SSTRC Inc. endeavors to assist in any way it can in the protection of life and property from any threat, be it natural or man made.  MidWest SSTRC Inc. - A 501(c)(3) Non-profit Corporation	Jefferson Award - June, 2012,  Public Service Award National Weather Service, National Oceanographic Atmospheric  Administration - July, 2011,  Letter of Recognition Senator  Herb Kohl, State of Wisconsin July, 2011,  Certificate of Recognition National Weather Service, National Oceanographic Atmospheric  Administration - May, 2010,  State of Wisconsin Emergency Management Training - February, 2010,  Letter of Recognition  Letter of Thanks, Senator Russ Feingold, State of Wisconsin January,  2005,	communities stay informed and safe from severe weather threats	seven counties where severe storm spotter classes were held which encompass several hundred thousand residents.	promoting severe weather awareness	annual severe storm spotter classes. Teaching people to be aware of threats, having a plan of action to take should disaster strike and being prepared save lives. Turn around don't drown, beat the heat, check the back seat, and when thunder roars go indoors are just some of the points we talk about. We also dispel common tornado myths, instruct people on how to identify and report storm attributes and offer monthly training to keep spotter skills sharp. In addition MidWest SSTRC has a Disaster Assessment Team that goes out and assists the National Weather Service do damage assessments after a severe storm or tornado affects an area when called upon.			
Rainbird Foundation Inc	http://www.rainbirdfoundation.org	(608) 237-7220	EIN 26-4573320	Po Box 5482	Madison	WI	53705	USA	Child Abuse Prevention, Crime & Law, Domestic Violence	Our mission is to build a global conversation for the end of child abuse and fulfill four areas of need: 1) build a major fundraising entity that educates, motivates, and provides enormous visibility for child abuse, and funds people working for the end of child abuse; 2) develop powerful relationships with the media to generate an ongoing dialogue for the end of child abuse; 3) create viable partnerships with people and organizations around the world committed to the end of child abuse; and 4) empower leaders around the world in projects that contribute to the end of child abuse.					The rainbird foundation expanded its community organizing and fundraising platform into five countries around the world. Volunteers are working to educate the public, generate awareness, and promote the end of child abuse in these communities.			
The Fix Is In Inc	http://		EIN 26-4628692	5218 River Rd	Rhinelander	WI	54501	USA	Animal Protection & Welfare, Animals									
Service League Of Green Bay Inc	http://www.serviceleaguegb.com	(920) 431-3601	EIN 39-6076935	Po Box 372	Green Bay	WI	54305	USA		Service league of green bay is a charitable organization whose purpose is to meet physical, educational and emotional needs of the children of brown county by providing volunteer hours and financial support. The organization provided over 22,000 volunteer hours for the children of brown county.					Back to school store - low income elementary age children are provided with new clothes, sneakers, socks, underwear, a backpack filled with the required school supplies, a grooming kit and a story book to start the new school year. The students are also provided with a dental screening and voucher for a haircut. Number of elementary children served: 1331. Number of middle school children served: 1500.   encompass early education and childcare - service league provided encompass early education and childcare with $5,000 to support the day care services for underage and underprivileged children.   basic for babies - provided 80 clothing kits (which included: 1 onsies, 1 blanket, 1 burping cloth, 1 hat, 1 pair of socks, 10 diapers - all in a clear sack) to at-risk newborns in need.			
HeartLove Place	http://www.heartloveplace.org	(414) 372-1550	EIN 39-1896815	3229 N. Martin Luther King Drive	Milwaukee	WI	53212	USA	Unknown	Through the influence and knowledge of Jesus Christ, assist Milwaukees central city families by teaching, encouraging and mentoring individuals to accept responsibility, incorporate good judgment and fairness in their work ethic, and build positive character.	*Provided more than 70,000 meals to Milwaukee children during summer 2015; *100% of ProStart Culinary & Job Readiness Program participants passed ServSafe food safety certification in 2015; *Distributed 700 bookbags of school supplies in 15th Annual Back to School Family Rally; *Provided quality catering and banquet services for more than 1,000 guests throughout 2015	children and families.	1,200+ children participated in activities, programs, or had a healthy meal in Family Resource Center, 434 needy families received clothing, coats, hats, or food, and 90,726 healthy meals served to children this summer by banquet & meal services.	Milwaukee	child development center, ProStart culinary training, family resource center, Camp HeartLove, food services, school lunch, banquet and catering, hall rental, READ program, and more.			
WWW NEXT CC INC	http://www.NEXT.cc	414 534 0311	EIN 42-1728671	4200 N Lake Dr Linda Keane	Milwaukee	WI	53211	USA	Arts & Culture, Education, Engineering, Environment, Environmental Education, Primary & Elementary Schools, Technology, Visual Arts	People are born to learn. Learning is as much a journey as it is a treasure. To learn is to be alive and the purpose of life is to live a life with purpose.   NEXT.cc is an eco web that develops ethical imagination and environmental stewardship. NEXT.cc introduces what design is, what design does, and why design is important. It offers activities across nine connected scales  nano, pattern, object, space, architecture, neighborhood, urban, region, and world. NEXT.ccs journeys introduce activities online, in the classroom, in the community and globally. NEXT.cc journeys and activities are supported with links to museums, institutions and contemporary practices. The eco web network of journeys provides a solid foundation for newly established NAAEE North American Association of Environmental Education standards with place based design activities that address the five goals of environmental education: Awareness, Knowledge, Attitudes and Environmental Ethic, Citizen Action Skills, and Citizen Action Experiences. NEXT.cc is based on Wisconsin Art and Design Standards and Common Core State Standards. Now set to NEXT Generation Science Standards for K-2, 3-5 and 6-8, NEXT.cc delivers NGSS Cross Cutting Concepts through transdisciplinary activities. NEXT.cc plans to reach young people, their teachers and their families with meaningful learning experiences that create positive influence on lives and outcomes.      NURTURE creativity     PROMOTE stewardship of the environment     INSPIRE wonder of the built and natural world     CONNECT an eco-web community     ENABLE teachers as collaborators empowering youth-led projects     CRITIQUE and impact consumption     PROPOSE humanitarian solutions to social problems     ADVOCATE conscientious alternative living strategies  NEXT.cc (the cc stands for curiosity and compassion) blurs learning with work, play and fun casting a wide net to engage imagination. Participants move fluidly between researching and modeling on the computer to being active investigators and makers in their communities. Learning to think critically, act compassionately and work creatively, NEXT.cc participants topically research ideas, learn new languages and skills, discover relationships and propose improvements to local conditions.	NEXT.cc is a collaborative effort by principals, teachers, architects, artists and college art, art education, design and architecture students (MIT, Harvard, NYIT, CCAC, Parsons, SAIC, UWM) . Founded as an educational non-profit in 2007, NEXT.cc  staff and advisory boards research and create trans disciplinary journeys that engage local ideas with global practices. The neuroscience of learning tells us that early years are formative years in connecting to place. Participants move from the computer into the community and learn about themselves, their neighbors, and their friends as they engage history and culture of place and explore sustainable design possibilities. NEXT.cc delivers eco literacy and digital fluency expanding STEM teaching to  21st century STEAM (Science, Technology, Environment, Engineering, Art and Math). Working to reach at risk student populations and underserved teachers, NEXT.cc connects multi generational expertise in delivering best practices and cutting edge research to young imaginations through everyday technology on cell phones, IPADs, laptops and computers. The K12 years are formidable in that they are a very short time in which to instill the desire to learn and the need to know to find one's place in the world to contribute. The iterative, experimental, explorative nature of design needs to be part of every young person's schooling to allow for failure, reflection, evaluation and rethinking. NEXT.cc is an outstanding example of a social network that locally and globally introduces and supports systemic change in teaching and learning.   Recognized as a National Environmental Education Green STEM Innovator (2012), for outstanding Media Education in the Built Environment by the Union of International Architects (2011), Wisconsin Arts Board Creative Communities (2010), United States Green Building Council Excellence in Green Building Education (2009) and a Design Education Innovator, National Endowment for the Arts (2007), NEXT.cc is charging education and students to connect to their informal interests through self selected exploration of the world.    NEXT.cc workshops have reached over 5500 teachers and 25,000 students and its eLearning act, explore and relate activities are being accessed in 50 states and over 150 countries.  The current Connected Ed site has over 250 journeys, 1500 activities and 10000 links supporting classroom activities and is free to users 24/7  365 days a year!	green imaginations with the wonder and possibilities of contributing to a betterrelationships between people and the natural and built world.	2500+ students and over 500 teachers	virtually in 50 US States and over 150 countries	student workshops; teacher professional development; school inservices; creativity curriculum consultation; place based project learning specific to school communities.			
Hike Fund	http://www.thehikefund.org		EIN 36-3406438	906 Noridge Trl	Prt Washingtn	WI	53074	USA		To provide funding for hearing devices to hearing impaired children between the ages of newborn and 20 years. This is done on a worldwide basis.					Hearing devices were funded by the organization to grant recipients. All other expenses were the cost to provide the program services and small promotional merchandise provided to contributors.			
Wisconsin Big Cat Rescue and Educational Center	http://	(608) 524-5466	EIN 26-0359726	305 Pine Street	Rock Springs	WI	53961	USA	Animal Protection & Welfare, Animals	"Is to provide a safe place and a comfortable home for abused,neglected, and unwanted big cats and also to educate the public about these extraordinary animals and the  actions that necessitate theneed for Wisconsin Big Cat Rescue & Educational Center."		Big Cats		Rock Springs, Wi	Good diet and health care as well as wonderful  habitats for the animals to live out there life in peace..			
Milwaukee Ballet Company Inc	http://www.milwaukeeballet.org	(414) 643-7677	EIN 39-1134735	504 W National Ave	Milwaukee	WI	53204	USA	Arts & Culture, Ballet, Performing Arts, Performing Arts Schools	Milwaukee ballet company creates a rich and diverse community through its inspiring dance performance, education, and outreach.					Milwaukee ballet company, founded in 1970, has brought superb presentations of the art form to its audiences. Milwaukee ballet company's long-term goals include producing inspiring ballet productions for the greater milwaukee community and maintaining a focus on family programming in tandem with a commitment to the creation of new works.   milwaukee ballet school offers children and adults of all ages a complete education in classical dance. It was accredited by the national association of schools of dance in september 2008, making it the only professional studio school in the midwest and one of thirteen nationally to receive such recognition. The accreditation has allowed the school to greatly expand opportunities and benefits provided to its students. The specific benefits include academic credit for classes, expanded health care options for student families, and student work visas for international students. Approximately 1,000 students attend milwaukee ballet school.   the nancy einhorn milwaukee ballet ii program provides students with the training needed to bridge the gap between student and professional through performance opportunities in addition to serving as the vital force driving milwaukee ballet company's community outreach programming. As the main arm of milwaukee ballet company's community outreach efforts, milwaukee ballet ii dancers performed for and participated in workshops with almost 32,000 children and adults during the 2013-14 season. Milwaukee ballet company has one of the most respected professional training programs and one of the largest outreach programs in the country.			
Wisconsin Family Action Inc	http://www.wifamiyaction.org	(608) 268-5074	EIN 83-0448717	Po Box 74	Madison	WI	53701	USA	Citizen Participation	Educates wisconsin citizens on issues that impact traditional families, wisconsins most valuable natural resource.					Educating wisconsin citizens on cultural and legislative issues that affect marriage, family, life and liberty through newsletters, radio, and email alerts.			
Public Allies Inc	http://www.publicallies.org	(414) 273-0533	EIN 52-1759564	735 N Water St Ste 550	Milwaukee	WI	53202	USA	Children & Youth, Community & Neighborhood Development, Economic Development, Human Service Organizations, Job Training, Youth Development Programs	Public allies' mission is to advance new leadership to strengthen communities, nonprofits and civic participation across the country.					Public allies employs three integrated strategies to change the face and practice of leadership across the country: 1. Our americorps program identifies talented and diverse young adults and prepares them for leadership through a ten month program of paid full-time nonprofit apprenticeships and rigorous leadership training. 2. Our alumni programs connect and engage the growing public allies network of over 5,000 diverse leaders and invests in those positioned to make the greatest impact. 3. Through field leadership and consulting work, we help organizations better develop and engage diverse leadership and better engage and strengthen the communities they serve.			
REVIVAL FIRES EVANGELISTIC ASSO CORP FOOD BANK	http://		EIN 39-1496045	816 N Jackson St	Green Bay	WI	54302	USA										
National Dairy Shrine	http://dairyshrine.org	(920) 863-6333	EIN 36-6088656	Po Box 725	Denmark	WI	54208	USA		The national dairy shrine operates as a non-profit organization to promote the dairy industry and preserve the dairy heritage.					None  scholarships, awards, and museum operations			
Fellow Mortals Wild Life Hospital Foundation Inc	http://www.fellowmortals.org	(262) 962-7691	EIN 80-0076688	6925 N Wildwood Point Road	Hartland	WI	53029	USA	Animals	Organized to solicit, collect and receive gifts for the solebenefit of fellow mortals, inc. A wisconsin non profit corporationwith 501c3 status.					Provide support for injured and orphaned wild creatures			
Als Worldwide	http://		EIN 26-3632267	5808 Dawley Dr	Fitchburg	WI	53711	USA	Health, Nerve, Muscle & Bone Diseases									
Winds Of The Spirit Ministries Inc	http://		EIN 39-1819728	Po Box 707	Fond Du Lac	WI	54936	USA	Protestant, Religion									
NORTHWOODS HUMANE SOCIETY	http://northwoodshs.org/	715-634-5394	EIN 39-1634807	PO Box 82	Hayward	WI	54843	USA	Animal Protection & Welfare, Animals									
