name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Geographic areas served	Programs	Results	Target demographics	Direct beneficiaries per year
Works Of Mercy	http://www.worksofmercycenter.com/	(765) 547-1400	EIN 46-4224802	273 Main St	Brookville	IN	47012	USA	Public & Societal Benefit	The works of mercy center inc. Is a non-profit agency that began to help fulfill each of the works of mercy, which include but are not limited to: feed the hungry; give drink to the thirsty; clothe the naked; visit and ransom the captives; shelter the homeless; visit the sick; and bury the dead.		The works of mercy center, inc. Has rooms available to provide short-term housing for those without shelter; serve a hot meal nightly for the community free of charge for anyone who wishes to come; accept donations of clothing and other supplies that will be distributed to those in need; be the source for ministries visiting those in the local jail, nursing home, senior communities, homebound, hospitals, and outreach to service men and women; will reach out to people's spiritual needs at times of mourning and other important life events			
Touch Inc	http://	(812) 477-2550	EIN 26-3989768	2401 E Chandler Ave	Evansville	IN	47714	USA	Emergency Assistance	Our mission is to "touch" the lives of cancer patients through non-medical financial assistance. We help provide for basic living needs such as rent and utilites.		Non-medical patient expenses paid			
Jesus In Haiti Ministries Inc	http://www.jesusinhaiti.org		EIN 20-1076540	6066 E State Blvd	Fort Wayne	IN	46815	USA	Religion, Religion-Related	The organization provided religious and non religious education and training to numurous haitian nationals. Their work also includes feeding the hungry and delivering needed supplies to the people of haiti		The organization provided religious and non religious education and training to numorous haitian nationals. Their work also included feeding the hungry and delivering needed supplies to the people of haiti they have a school, orphanage, and church			
Pulaski County Human Services Inc	http://		EIN 35-1829856	Po Box 32	Winamac	IN	46996	USA		ELDERLY SERVICES, CHILD CARE DEVELOPMENT FUND VOUCHER PROGRAM, ENERGY & COMMUNITY SERVICES, PUBLIC & SPECIALIZED TRANSPORTATION.					
Global Indiana Incorporated	http://www.globalindianainc.org	(317) 513-8184	EIN 30-0519490	2902 N Meridian St	Indianapolis	IN	46208	USA	Adult Education, Education	Global indiana promotes cooperation between schools from foreign countries and schools in indiana.		Promotion of teacher exchange program primarily with the countries of spain and china			
Word Of Life Tabernacle	http://		EIN 35-1836696	R 1 Box 151	Spencer	IN	47460	USA							
Indiana Congress Of Parents And Teachers Inc	http://		EIN 35-1834416	4501 Vance Ave	Fort Wayne	IN	46815	USA							
Robins Nest Of Indy Inc	http://		EIN 27-2441316	8938 Spider Bay Ct	Indianapolis	IN	46236	USA	Animal Protection & Welfare, Animals						
Feingold Association Of The United States Inc	http://feingold.org	(631) 369-9340	EIN 11-2478952	11849 Suncatcher Dr	Fishers	IN	46037	USA	Asthma, Consumer Protection, Counseling, Food, Health, Mental Health, Nutrition	Educate the public on the potential adverse effects of food additives and sensitivities in relation to health and behavior.		Educate the public on the potential adverse effects of food additives and sensitivities in relation to health and behavior.			
Exotic Feline Rescue Center Inc	http://		EIN 35-1952727	2221 E Ashboro Rd	Centerpoint	IN	47840	USA	Animal Protection & Welfare, Animals						
Autism Advocates of Indiana, Inc. dba Answers for Autism	http://www.answersautism.org		EIN 35-2153923	6525 East 82nd Street, Suite 210-L	Indianapolis	IN	46250	USA	Autism, Disabilities, Health	Answers for Autism funds programs that allow individuals with autism to participate in activities that promote the skills needed to be a valued member of their community	Answers for Autism provides grants to non-profit programs in Indiana.	Answers for Autism has provided grants to: Social Skills programs for children with autism Job Skills training at equine facility for teenagers on the autism spectrum Sensory Rooms in schools IPads for schools and ABA centers Summer camps for children on the autism spectrum Conferences for parents and or professionals to learn about autism	Since 2001, Answers for Autism has funded 207 grants totaling $523,123	Individuals with autism, their families and professionals that work with them.	
Angels For Kids	http://		EIN 20-1447261	Po Box 1285	Kokomo	IN	46903	USA	Philanthropy, Public Foundations						
American Legion Auxiliary- Nationwide	http://www.legion-aux.org	317-569-4500	EIN 	8945 N. Meridian St., Suite 200	Indianapolis	IN	46260	USA		To enhance the lives of veterans, military and their communities.	nationwide				
Food Finders Food Bank Inc	http://www.food-finders.org	(765) 471-0062	EIN 31-1020198	1204 Greenbush Street	LAFAYETTE	IN	47905	USA	Arts & Culture, Humanities	Food Finders Food Bank works to eliminate hunger in North Central Indiana by locating food and other nonfood items that might otherwise be wasted and redirecting them to nonprofit agencies that serve low-income Hoosiers.	North Central Indiana	Agency Partner, BackPack,  Summer Food Service, Senior Grocery and the Mobile Pantry programs.		alleviate hunger	distribute more than seven million pounds of food
Switzerland Public Library	http://		EIN 35-6003012	205 Ferry St	Vevay	IN	47043	USA	Education, Libraries						
Community Foundation Partnership Inc	http://cfpartner.org	(812) 279-2215	EIN 35-1889139	Po Box 1235	Bedford	IN	47421	USA	Community Foundations, Philanthropy	Mission of community foundation partnership, inc. Provide administrative services and streamlined governance to its members, in order to efficiently further their charitable missions for their local communities. Current members of the partnership are lawrence and martin county community foundations. Mission statement of lawrence county community foundation the lawrence county community foundation's mission is to be proactive in creating and growing an enduring source of charitable assets that will enable us to identify and respond to the emerging and changing needs of our community. We accomplish this through our leadership and grantmaking in areas such as: education; economic development; health and human services; civic and historical affairs; arts and culture; and recreational activities. Mission of the martin county community foundation the core mission of the martin county community foundation is to build permanent funds and to distribute income from those funds to projects, organ		The central purpose of cfp is to serve the needs and philanthropic aims of donors who wish to better their community, now and in the future. We do this by providing donors with flexible, efficient, and tax-effective ways to ensure charitable giving achieves the greatest possible impact. The foundation provides scholarships for students and grants various 501(c)3 entities contributions for projects.   the foundation in conjunction with the lilly endowment community scholarship program promotes the scholarship within lawrence and martin counties. The foundation receives funds annually from lilly endowment inc. For the promotion. The promotion consists of advertising, performing the selection process, recommending, and then awarding the lilly scholarship program within lawrence and martin counties.   the foundation conducts educational programs and events for the community, and advisors. The foundation through printed newspaper advertisements, website and publications provides printable resources to the general public.			
Living Lukes Legacy	http://		EIN 26-3485644	3705 S Anthony Blvd	Fort Wayne	IN	46806	USA	Community Clinics, Health						
Clean Socks Hope Inc.	http://www.cleansockshope.org	812.542.4081	EIN 27-1883658	1423 E Oak Street	New Albany	IN	47150	USA	Civil Rights, Congregate Meals, Food, Food Banks & Pantries, Homeless & Housing, Homeless Centers, Human Services	Clean Socks Hope is a 501(3) nonprofit dedicated to faithfully empower our neighbors toward health and wholeness.  We are a community that radiates hope for all residents through empowering relationships.	Louisville (KY) Metro, (New Albany) Southern Indiana	OUR JOURNEY STARTS HERE: The Christmas StoreHope for Parents Program positions potential candidates to the store itself and to the Midtown Neighborhood Network. The Christmas Store: December 201258 Families Impacted213 of that number (143) are children. 94% of parents were women. Hope Bucks Spent$3,366.24 (269 Work Hours) each family worked an approximate 7.5 hours toward Christmas benefits. Total Retail Inventory Value$19,526.97 Hard Work = Hope.  And Then  Midtown Neighborhood Network: To date, nine families that total 26 family members in partnership with Dare to Care and Hope Southern Indiana offers between $75 to $125 of groceries every other week offering dignity and hope! 66% of the participating families came from the Christmas Store the others from Midtown Commons! 100% of the relationships came from Midtown Commons!	Clean Socks Hope, is a faith-based 501 (c)(3) tax-exempt, publicly supported nonprofit that helps under-served communities with programming that includes a low income food cooperative called the Midtown Neighborhood Network. Without viable transportation, many families face a 1 to 2 hour round trip trying to find healthy food options. This phenomenon is referred to as a food desert. Meaning, the Midtown community of New Albany, Indiana has no local grocery or department store and its lack of transportation issues causes our neighbors to walk or ride their bike past acres of alcohol, lottery tickets and processed food options. This is an open invitation to crime, drugs and sex trafficking.   We partner with the under-served neighborhoods beginning with its residents, then its churches, nonprofits and businesses and finally local government to provide innovative and holistic development that produces flourishing communities where God's peace is present. We refer to this as Spiritual Gentrification. Our goal is to designate a 10-year master plan and when that community is up and thriving, move to the adjacent or to the next neighborhood in need and replicate the process. Weve been offering our Christmas Store and Food Cooperative to the Midtown community for over 3 years with one caveat. The families must have skin in the game equal to the benefits they receive.	Our passion, purpose and focus as a group has evolved and since 2010 has focused on impoverished children (the average age for the homeless in America is 9 years old) and their parents (almost always a single mother with an average of 2 children to care for). We work in partnership with Northside Christian Church on Oak St. and Hope Southern Indiana (formerly Interfaith Community Council) and area "like thinking" missions and organizations, churches and grass root organizations.	720
Chances Spot	http://www.chancesspot.org		EIN 26-0082803	Po Box 3311	Clarksville	IN	47131	USA	Animal Services, Animals, Counseling, Mental Health	Chance's Spot is a 501(c)(3) nonprofit organization dedicated to supporting individuals who have suffered the loss of a dearly loved pet.At Chance's Spot, we believe that pets are an important and engaging member of the family whose loss results in the same grieving process as would losing anyone close to us. And, that the feelings generated are real and deserve the same respect as if it were any other family member.					
Indiana Trails Fund Inc	http://www.indianatrails.org		EIN 35-1921772	Po Box 1688	Indianapolis	IN	46206	USA	Environment, Parks & Playgrounds, Physical Fitness & Community Recreational Facilities, Sports	The Indiana Trails Fund seeks to improve the quality of life in Indiana by protecting, preserving, building, managing and enhancing trails and greenways; by raising and retaining resources for trail building until they are ready for disbursal, and by advocating for trails as peaceful and beautiful public places for walking, bicycling, rollerblading, horseback riding, exercising and enjoying nature. The ITF promotes trails as a means of transportation, health, recreation, economic development and historic preservation.					
DRUM CORPS INTERNATIONAL INC	http://www.dci.org	(317) 275-1212	EIN 36-2754480	110 W Washington Street Room/suite C	Indianapolis	IN	46204	USA	Arts & Culture, Bands & Ensembles	Drum corps international is a nonprofit youth organization serving junior drum & bugle corps around the world. Dci provides leadership & guidance to these corps, as well as organizing & unifying this activity.		Drum corp shows to provide drum corps competition for a number of major shows and various sanctioned shows.   video projects,audio recordings,programs/yearbooks and souvenirs sold to promote drum corps activities.   congress/seminar education division, judges training to provide educational clinics and workshops for drum corp judges			
Horse-Angels Inc	http://www.horse-angels.org	(812) 876-4232	EIN 14-1927122	8262 Switchboard Rd	Spencer	IN	47460	USA	Animal Protection & Welfare, Animal Training, Animals, Veterinary Services	Receive unwanted horses	Midwest and east	Rehab and adopt unwanted horses to new families			
Therapeion Therapeutic Riding Center	http://		EIN 20-8224748	11030 S 200 W	Brookston	IN	47923	USA	Human Service Organizations						
Indiana Government Finance Officers Association, Inc.	http://		EIN 31-1168284	2221 City-County Bldg	Indianapolis	IN	46204	USA							
Tippecanoe Ancient Fife & Drum Corps Inc	http://	(765) 588-4335	EIN 31-1159920	1901 Kossuth St	Lafayette	IN	47905	USA		Presentation of 18th century french music		Presentation of 18th century french music and the early colonial french marine presence in north american to thousands of spectators throughout the united states			
Community Theatre Of Terre Haute Inc	http://		EIN 35-1090548	1431 S 25th St	Terre Haute	IN	47803	USA	Arts & Culture, Theater						
Circus City Festival Inc	http://	(765) 472-3918	EIN 35-6044128	154 N Broadway	Peru	IN	46970	USA	Arts & Culture, Performing Arts	Provide scholarships for performers		Scholarships for circus performers and other active persons in program  management and general operating expenses			
Forafriend Inc.	http://www.forafriend.com		EIN 27-4131314		Muncue	IN	47305	USA		Our mission is to build up the Body of Christ; encourage obedience to Gods call in Romans 12: to give freely; encourage relational ministry; and bear witness to the God who can take our giftshowever smalland use them for His purposes beyond what we can imagine. Finally, we seek to silence the lies of the enemy when he says, you cant afford it, your gift wont make a difference, and someone else will pick up the slack.					
Literacy Center Inc	http://www.litcenter.org	812.429.1222	EIN 35-2088005	3411 a  N First Ave	Evansville	IN	47710	USA	Adult Education, Education	The Literacy Center is dedicated to improving Basic Adult Literacy in our community.	Vanderburgh, Warrick and Posey Counties	Our program consists of private assessment, tutor-student pairing, computer based reading instruction in our Literacy Lab, and one-to-one instruction at various locations throughout the community. Students joining the program are first assessed to determine their reading level and specific learning needs. Following the initial assessment, students are given 12 hours of computer-based instruction, and are then paired with a trained volunteer tutor who works with them individually. Reading instruction is custom designed to fit the learner's needs, whether it be phonemic awareness, comprehension, word recognition, or spelling. Learning materials, which are provided by our agency free of charge, serve as our primary educational resource, but supplemental materials such as newspapers, books, magazines, manuals, and other items are incorporated in the learning process.		Adults 18 + that read below an 8th grade level	
Best Buddies Pet Pantry	http://		EIN 27-5208505	Po Box 695	Chesterton	IN	46304	USA	Animal Protection & Welfare, Animals						
Elkhart Urban Enterprise Association Inc	http://		EIN 31-1138884	121 W Franklin St Ste 400	Elkhart	IN	46516	USA	Economic Development, Urban & Community Economic Development						
Prevail, Inc.	http://www.prevailinc.com	317-776-6942	EIN 35-1681864	1100 S 9TH Street Suite 100	Noblesville	IN	46060	USA	Human Services, Victims Services	Prevail educates and engages the community to prevent crime and abuse while helping restore the lives of those who have been affected.  Advocating for victims of crime and abuse since 1986.	Hamilton and surrounding counties				
Boys & Girls Clubs of Indianapolis, Inc.	http://www.bgca.org	(317) 920-4700	EIN 35-0888754	300 E Fall Creek Pkwy N Dr	Indianapolis	IN	46205	USA	Boys & Girls Clubs, Children & Youth	The mission of Boys & Girls Clubs of America is to inspire and enable all young people, especially those from disadvantaged circumstances, to realize their full potential as productive, responsible citizens.		Boys & girls clubs of indianapolis (bgci) is a not-for-profit youth guidance organization dedicated to assisting indianapolis-area youth in reaching their full potential through programming in five core program areas: character and leadership development; education and career development; health and life skills; the arts; sports, fitness, and recreation. Bgci owns and operates four stand-alone facilities throughout metropolitian indianapolis. Bgci also operates after-school programs onsite at a public school in the greater-indinanapolis area. In 2014, over 8,004 youth were served through bgci's programs.			
GATEWAY ASSOCIATION INC	http://www.gateway-assoc.org	765-649-1900	EIN 35-1133131	PO Box 1182 1215 Jackson Street	Anderson	IN	46015	USA	Health, Rehabilitative Care	The mission of Gateway Association, Inc. is to help young children of all abilities reach their highest potential through education, therapies, and other support systems.		FULL DAY DEVELOPMENTAL CLASSROOMS  Licensed by the state of Indiana  Serves children ages 1-12 with and without special needs  Operates Monday-Friday 6:30 am - 5:30 pm  Full and part-time hours/days are available  Accepts CCDF child care vouchers and private pay  RESPITE CARE SERVICES  Respite Care is a family support program designed to provide short term, temporary care for the purpose of providing relief and time to the parent or primary caregiver of an individual with special needs.  Types of Respite Care:  DDRS RESPITE CARE - for children and adults with special needs. Eligibility is determined by the state through the Division of Disabilities, Rehabilities Services.  WAIVER RESPITE CARE - for those who have qualified for Support, Autism, Developmental Disability, or other waiver services.  PRIVATE RESPITE CARE - for individuals or agencies in need of child care while group meetings occur. Call for hourly rates.  Funding sources for Gateway Respite Care services include: Family and Social Services Administration, Division of Disabilities, Rehabilitative Services, Medicaid and private pay.			
AD-IN INC,  Adoptions of Indiana	http://adoptionsofindiana.org/	3175748950	EIN 35-1956277	1980 E. 116th St Ste 325	Carmel	IN	46032	USA	Adoption, Children & Youth, Children & Youth Services, Family Counseling, Family Services	Adoptions of Indiana is a licensed, not for profit, child-placing agency, dedicated to giving hope to children, birth parents, and adoptive families. Adoption is one of the most profound events in the lives of children, and birth and adoptive parents.  We exist to empower, equip, and support children and families by providing compassionate, respectful and professional services through the entire process and throughout the adoptive lifecycle.	throughout the State of Indiana.	*Adoption Options Counseling *Adoption Preparation (Home Studies) *Adoption Education *Matching *Placement *Post-Placement Services *Post-Adoption Support Services for Birth and Adoptive Families *Search & Reconnection for Adult Adoptees *Humanitarian Aide--South Africa	Check us out at www.AdoptionsofIndiana.org or on Facebook at www.facebook.com/AdoptionsofIndiana.   Meg Sterchi, Executive Director of Adoptions of Indiana was recognized as a 2013 Angel in Adoption by the Congressional Coalition on Adoption.	expectant parents and birth and adoptive families.	More than 125 birth and adoptive families.
Outdoor Ministries - South Indiana Conference, United Methodist Church	http://www.sicumc.org/index.htm		EIN 35-6001642	1520 S. Liberty Dr	Bloomington	IN	47403	USA	Camps, Christianity, Protestant, Religion, Sports	We serve the spiritual needs of the members of our churches, and support our churches' ministries.					
INDIANAPOLIS SENIOR CENTER, INC	http://www.yourcenter.org	317-263-6272	EIN 35-1071436	708 East Michigan Street	Indianapolis	IN	46202	USA	Human Services, Public & Societal Benefit, Senior Centers, Seniors	The Indianapolis Senior Center enhances the lives of older adults, by providing activities, access, and opportunities for education, service, and healthy lifestyles.  These are provided for and with older adults to support their independence.		Education, recreation and community service opportunities to provide older adults with mentally & physically stimulating activities, fostering a sense of selfworth through continued involvement and lessening the effects of social isolation by establishing opportunities for socialization with peers.   information and referral services, health appointments and counseling services, legal, tax insurance services and assistance; health screenings, fitness training and information. These programs provide individuals with the knowledge and means to enable them to overcome barriers to a healthy lifestyle.   volunteer medical transportation, taxi/wheelchair discount vouchers, shopping shuttle, and wheelchair transportation to meet basic survival needs.	Completed a total facility renovation and expansion in 2007.	adults age 55+	average 6,000 older adults annually
Spoiled Acres Rescue Inc	http://www.spoiledacres.com		EIN 20-8001994	Po Box 553	Aurora	IN	47001	USA	Animal Protection & Welfare, Animals	1.	Spoiled Acres Rescue Inc. will be devoted to assisting animals in need.  No profit will come from these animals.  All animals will be assisted to a healthy condition that will allow adoption into a proper home.					
Cota Childrens Organ Transplant Association Inc	http://www.cota.org	800.366.2682	EIN 35-1674365	2501 West COTA Drive	Bloomington	IN	47403	USA	Health, Health (General & Financing), Human Service Organizations, Human Services, Organ & Tissue Banks, Philanthropy, Philanthropy, Charity & Voluntarism Promotion		Nationwide	The Children's Organ Transplant Association's priority is to ensure that no child or young adult is excluded from a transplant, or from a transplant waiting list, due to lack of funds. The Children's Organ Transplant Association does not charge a fee for services so 100% of the money raised for patients goes for transplant-related expenses.	COTA was founded in 1986.  Since then, COTA has raised more than $63,000,000 and helped more than 1700 families.  100% of funds raised in honor of COTA patients are used for transplant-related expenses.	COTA works with children and young adults who need or have had a life-saving transplant and are under the age of 22.  COTA can work with transplant patients needing a transplant due to Cystic Fibrosis or other single cell genetic disorders at any age.	COTA families come from every area of the country and represent every ethnic, social and racial background.  COTA has worked with more than 1700 families.
Animal Welfare League Of Kosciusko County Inc	http://www.awl-warsaw.org/	(574) 267-3008	EIN 35-1782336	Po Box 1906	Warsaw	IN	46581	USA		Prevention of cruelty to animals		Provide humane care & treatment for all animals needing protection in the area served by the organization, sought to return lost animals to their owners, & sought suitable homes for animals without owners			
Badd Boyz Boxing Inc	http://		EIN 26-0079611	4202 Majestic Ln Apt A	Indianapolis	IN	46254	USA	Amateur Sports, Sports						
Wishing Well Fund Inc	http://www.wishingwellfund.org	(317) 696-4241	EIN 35-1785201	946 Gazebo Way	Greenwood	IN	46142	USA	Philanthropy, Public Foundations	Provide assistance to the needy with food & gifts.		Provide christmas baskets, food, toys, to approximately 150 families. Provide funds to help other needy families & individuals.			
Healing, Health, & Hope Inc	http://www.healinghealthandhope.org	773-669-HOPE	EIN 20-1195716	8053 Cleveland Pl	Merrillville	IN	46410	USA	International, International Development	The Corporation will provide plastic surgery, pediatric surgical services, and other medical services to persons in need and persons for whom such services are not otherwise generally available, principally in countries outside the United States in which there is a need. The Corporation is organized and will be operated at all times exclusively for charitable purposes.	Central & South America	pediatric clinics, dental clinics, and surgeries to developing areas which do not have these provided, and families who cannot afford it.		children & families	over 200 patients
Alcohol Abuse Deterrent Program Inc	http://		EIN 35-1780132	2725 Maumee Ave	Fort Wayne	IN	46803	USA	Crime & Law, Drunk Driving-Related						
Community Health Network Inc	http://www.ecommunity.com	(317) 621-0395	EIN 35-0983617	7330 Shadeland Sta Ste 200	Indianapolis	IN	46256	USA	Health, Hospitals	Community health network, inc. ("chnw") is a 501(c)(3) corporation serving the health related needs of the citizens of the indianapolis metropolitan area and central indiana. Chnw operates two general acute care hospitals and provides inpatient, outpatient, emergency and ambulatory health care services to all patients regardless of their ability to pay. Chnw's mission is to: a) promote the health of the residents of central indiana by promoting, supporting and furthering the charitable purposes of: community hospital south, inc. , community hospital of anderson and madison county, inc. , community ltc, inc. , community home health services, inc. , and indiana heart hospital, llc (collectively, the "supported organizations"), and their respective subsidiaries and affiliates, to consider, coordinate, and facilitate the alignment of initiatives within the community health network ("network"). B) serve as the parent of the network, an integrated delivery system, and exercise common supervision		Community health network, inc. Operates two acute care full service hospitals in indianapolis, indiana with 1,029 licensed beds. In 2014, the hospitals served 29,759 inpatients for a total of 132,638 inpatient days of service. The two hospitals also provided 1,133,122 outpatient visits, which included 138,444 emergency visits and 638,639 mental health visits. The hospitals offer many patient focused healthcare services that include women and children services, pediatrics, oncology, mental health services, neurosciences, orthopedics, joint replacement, breast care services, surgery services, rehabilitation services, health promotion services, emergency services, and training and education for health care professionals. On 10/01/14, indiana heart hospital, llc ("ihh"), merged with community health network, inc. Ihh operates a heart hospital in indianapolis, indiana with 56 licensed beds. Ihh provides complete cardiovascular care including non-invasive diagnostic testing, interventional cardiology, electrophysiology, vascular surgery, open heart surgery and diagnostic catheterization. In the fourth quarter of 2014, ihh served 699 inpatients for a total of 2,778 inpatient days of service. Ihh also provided 10,523 outpatient visits which included 1,228 emergency visits.   community health network, inc. Provides shared services to the organizations collectively referred to as the community health network. These services include finance and accounting, materials management, patient accounting, transcription services, medical records, legal, human resources, information technology, and business development.			
Indiana State Symphony Society Inc	http://www.indianapolissymphony.org	(317) 262-1100	EIN 35-0998627	32 E Washington St Ste 600	Indianapolis	IN	46204	USA	Arts & Culture, Symphony Orchestras	To inspire, entertain, educate and challenge through innovative programs and symphonic music performed at the highest artistic level.		The indianapolis symphony orchestra is the largest performing arts organization in the state of indiana, performing a year-round schedule of over 150 concerts and education programs. Each season, the indianapolis symphony orchestra presents a wide repertoire of orchestral music, including commissions of new music, both classical and pops. Concerts include programs of classical music, symphonic pops performances, family oriented programs, holiday programs, happy hour at the symphony, the outdoor summer series and many more. The indianapolis symphony orchestra's annual attendance is in excess of 250,000 patrons each year. The indianapolis symphony orchestra is dedicated to leading the field in music education. Symphony musicians and staff create pioneering learning opportunities for approximately 90,000 participants throughout the state through a variety of projects which impact students and adults in the indianapolis symphony orchestra's learning community. The metropolitan youth orchestra which is a youth and family development program of the learning community uses the life skills learned in music instruction to engage youth in activities that discourage at-risk behaviors and keep them committed to staying in school. The historic hilbert circle theatre on monument circle in downtown indianapolis is home to the indianapolis symphony orchestra and is owned by the organization's foundation. Outside the theatre, the indianapolis symphony can be heard live in several indiana communities and around the world through www. Instantencore. Com, a site that offers concert recordings for download on computers and mp3 devices. As a leading member of the arts community in indianapolis, the indianapolis symphony orchestra collaborates on a regular basis with other arts companies including dance kaleidoscope, the international violin competition of indianapolis, and the american pianists association.			
Earps Inc	http://		EIN 20-5906264	Po Box 736	Brownsburg	IN	46112	USA	Animal Protection & Welfare, Animals						
Hollys House Inc	http://www.hollyshouse.org	(812) 437-7233	EIN 20-4475135	750 North Park Drive	Evansville	IN	47710	USA	Crime & Law, Domestic Violence, Family Violence Shelters, Homeless & Housing, Human Services	The mission of Holly's House is to provide a safe reporting location for victims of intimate crime, their families, and communities while providing support, promoting justice, and preventing violence.	Southwest Indiana, including the following counties:  Gibson, Knox, Pike, Perry, Posey, Spencer, Vanderburgh and Warrick	Forensic Interviewing, Multidisciplinary Collaboration and Child Abuse Prevention.  Victim Advocacy and Mental Healht Services are also available in our facility through partnership with other community agencies.	Over 1500 victims of intimate crimes have been interviewed at Holly's House. After the interview clients are connected with additional services available in the community to support thier healing journey.  In addition, over 5900 elementary school children in southwest Indiana have participated in our school based prevention program, "Think First & Stay Safe".	Soutwest Indiana residents who have been victims of sexual assault, domestic violence or child abuse.	Approximately 1500
NATIONAL CHRISTIAN OUTREACH INCORPORATED	http://	317-641-7820	EIN 35-1894021	PO Box 33032	Indianapolis	IN	46203	USA	Christianity, Religion	Feeding the hungry bothe physically and spiritually.	Indianapolis, IN	Feeding the needy			
Floyd County Animal Rescue League	http://		EIN 31-1051392	Po Box 285	New Albany	IN	47151	USA	Animal Protection & Welfare, Animals						
Aunties Angels Inc	http://		EIN 45-1830787	Po Box 532294	Indianapolis	IN	46253	USA	Education						
CMF International	http://cmfi.org	317-578-2700	EIN 36-2406657	5525 E 82ND St	Indianapolis	IN	46250	USA		CMF International transforms lives and communities through cross-cultural ministries in 19 countries. We minister by planting churches, empowering the urban poor, providing community development, creating real and relevant campus ministries, meeting medical needs, and using business as mission.		Global opportunities are available for internships, apprenticeships, and career service. We seek dynamic church partnerships toward transformational ministry worldwide.			
Tri-State Alliance Incorporated	http://		EIN 35-1636272	Po Box 2901	Evansville	IN	47728	USA							
Ecumenical Free Church In But Not Of Indianapolis Inc	http://		EIN 23-7122125	Po Box 44365	Indianapolis	IN	46244	USA							
Girl Riders Organization Inc	http://GirlsRiders.Org	(812) 322-5254	EIN 20-4897240	3235 N Hartstrait Rd	Bloomington	IN	47404	USA	Amateur Sports Competitions, Sports	Inspire, educate and support girls through action sports.  Building active lifestyles and positive expression for females of all ages.	United States	Skatepark time,mentoring, equipment and safety gear provided for over 2,000 girls throughout the country in an effort to expose the sport to more girls as skateboarding is becoming more accessable.			
Ronald Mcdonald House Charities of the Ohio Valley Inc	http://www.rmhevansville.org	8124027642	EIN 35-1748468	3540 Washington Avenue	Evansville	IN	47714	USA	Health, Patient & Family Support	The mission of Ronald McDonald House Charities is to create, find and support programs that directly improve the health and well being of children.	Southeastern Illinois, Southwestern Indiana and Western Kentucky	Ronald McDonald House Scholarships Grants	Since 1989, the Charity has given over $1M in grant dollars to causes and projects that support children. Since 2010, the Ronald McDonald House has served over 1,000 parents, children and extended families each year by providing care, comfort and support to parents during their child's time of greatest need.	Parents of critically ill children	1000
Little Friendship Association Of United Baptist Inc	http://		EIN 31-1220328	R R No 2	Austin	IN	47102	USA							
Northwest Haiti Christian Mission Inc	http://www.nwhcm.org	(317) 733-8770	EIN 31-1057251	7301 Georgetown Rd Ste 190	Indianapolis	IN	46268	USA	Religion, Religion-Related	Dedicated to establishing and partnering with indigenous churches to help bring people in nw haiti out of spiritual, physical and social poverty to demonstrate god's love for all.		Planning and organizing mission trips to increase awareness of poverty in haiti and demonstrate god's love for all.   organizing and running orphanage programs in northwest haiti.   organizing and running medical care programs in northwest haiti.			
Americans For African Adoptions Inc	http://www.africanadoptions.org	(317) 271-4567	EIN 31-1189365	8910 Timberwood Dr	Indianapolis	IN	46234	USA	Adoption, Children & Youth, International, International Relief	Statement being sent with form 8453		Statement being sent with form 8453			
Springs Inc	http://		EIN 35-2082821	8173 Davison Rd	Oldenburg	IN	47036	USA	Philanthropy, Private Grantmaking Foundations						
The Crossing National Inc	http://www.crossingeducation.com	(574) 226-0671	EIN 26-0588186	2930 S Nappanee St	Elkhart	IN	46517	USA	Education, Secondary & High Schools	Empowering struggling students to become contributing members of their communities through academics, job training, and faith-based mentoring.		The crossing educational center provides struggling students with an opportunity to earn credits toward a diploma utilizing a self-paced, online curriculum. We employ licensed, certified teachers who provide assistance to students to keep them engaged and focused. We maintain a 10:1 student/teacher ratio. In addition, we provide students the opportunity to enhance both technical and soft skills through our job training program. Our goal is that when students graduate they will possess skills which make them attractive candidates to the workforce at large in their communities. The job training program includes individual internships; work teams; and student lead micro-businesses. We engage our students through faith-based mentoring, which we believe provides students with the outlet to discuss the issues they are dealing with in life through a safe and confidential setting. We introduce and cultivate the idea of a relationship with god and his son jesus christ. We encourage volunteers to become mentors to our students to help facilitate this program. Our teachers and staff are expected to engage with students through mentoring outside of the classroom setting.			
Kokomo Rescue Mission	http://www.kokomorescuemission.org	(765) 456-3838	EIN 35-1104430	PO Box 476	Kokomo	IN	46903	USA	Emergency Assistance, Homeless & Housing, Homeless Centers, Human Services, Mental Health, Substance Abuse Treatment, Thrift Shops	To meet the physical, emotional, and spiritual needs of homeless men, women and children.		Shelter programs- the lives of over 650 homeless men, women, and children were changed, moving them toward a stable, sustainable lifestyle through bible-based programs which address the underlying causes of homelessness. Six residential guests participated in training for food service certification and passed the "servsafe" test for commercial kitchen food safety.   outreach programs- weary souls found hope that someone cares through two free hot meals served daily; 124,493 meals served in fye 2015. At christmas, 922 families with 2,760 people had a joyful celebration with the food and gifts provided through the mission's red ribbon christmas outreach. During fye 2015, 1,101 families were helped with groceries.   resale shop- extremely reasonable prices on mechandise gave working families a way to purchase their clothing and household needs. For those without resources, clothing valued at 84,721 was given out free of charge. Cost of sales of 274,661 is included on the statement of revenue, line 10b.   this represents a collaborative community effort with another 501c3 (kokomo urban outreach) and the ministerial association to assist with food insecurity (food to you) and help with utility costs (muff).			
