name	url	telephone	tax_num	street	locality	region	postcode	country	Mission	Geographic areas served	Causes	Results	Target demographics	Direct beneficiaries per year	Programs
Hogar De Ninos El Ave Maria	http://		EIN 66-0530257	Po Box 607071	Bayamon	PR	00960	USA	PROVIDE TO ABUSED CHILDREN, VICTIMS OF CRIME OR DOMESTIC VIOLENCE: CONFORT, SECURITY AND LOVING CARE, IN OUR TEMPORARY SHELTER, WITHOUT EXCEPTION OR RESTRICTIONS, DUE TO RACE, CREED, COLOR OR SOCIAL STATUS.		Human Service Organizations, Human Services				
Centro De Ensenanza Para La Familia Inc	http://		EIN 66-0551278	Po Box 8052	Humacao	PR	00792	USA			Human Service Organizations, Human Services				
Cuarzo Blanco Inc	http://www.cuarzoblanco.org	(787) 754-0420	EIN 66-0454756	Po Box 190851	San Juan	PR	00919	USA	Art and education		Arts & Culture, Theater				Theatre play "gatagarata"- a very serious comedy play dealing with the abandonment of the elderly citizens and, also, the animals. Held at performing arts center, san juan, for general public. Accessible to the deaf, thanks to the insertion of sign language interpreters. Benefited persons: 1,200 aproximated.   radio and cyber arts' program "artefusion"-an hour long, weekly radio and internet program about the arts that includes a sign languange interpreter as part of the concept. The first and only program that brings access to the deaf, via internet. Aproximated benefited persons (per week) 1,000  "leamos todos juntos" - free charge, children's interactive book readings, with sign language interpreter. Benefited persons (per each reading): 100 aproximated  theatre play "los justos" - historic psychological realistic play dealing with the consequences of genetic manipulation of food and people. Held at teatro ramon frade, upr cayey; and at carlos marichal experimental hall, performing arts center in san juan, pr. Presented to general public and students. Accessible to the deaf, thanks to the insertion of sign language interpreters. Benefited persons (global): 1,600 apox.
Ponce Medical School Foundation Inc	http://	(787) 840-2575	EIN 66-0379122	Po Box 7004	Ponce	PR	00732	USA	Medical education and scientific research		Education, Graduate & Professional Schools				The institution prepare students to obtain degrees in medicine, psychology, public health. Also it offers doctoral and master degree which include among others, medicine, biomedical sciences, psychology and public health. The institution also performs basic science research funded by nih grants. The research is focused on hiv and cancer with a special emphasis on the incidence of those diseases in the caribbean and underserved communities.   the organization provides grants to low-income students, based on eligibility and grants for students with academic excellence.
Iglesia Carismatica De Ponce Inc	http://		EIN 66-0422002	Po Box 8061	Ponce	PR	00732	USA							
Puerto Rico Community Foundation Inc	http://		EIN 66-0413230	Po Box 70362	San Juan	PR	00936	USA	To develop the capabilities of poor communities in Puerto Rico to they are able to socially transform themselves and achieve economic suffiency		Community Foundations, Philanthropy				
Iniciativa Comunitaria De Arecibo Ica Inc	http://www.ymca.net		EIN 66-0543204	Po Box 2830	Arecibo	PR	00613	USA	Founded in 1883, YMCAs collectively make up the largest nonprofit community service organization in America. YMCAs are at the heart of community life in neighborhoods and towns across the nation. They work to meet the health and social service needs of 16.9 million men, women and children.		Human Services, Physical Fitness & Community Recreational Facilities, Sports, Young Mens or Womens Associations				
Remanso De Esperanza Inc	http://		EIN 66-0539927	Po Box 6300	Caguas	PR	00726	USA			Centers to Support the Independence of Specific Populations, Human Services				
Puerto Rico Manufacturing Extension Primex Inc	http://		EIN 66-0522632	268 Ave Munoz Rivera	San Juan	PR	00918	USA			Microfinance, Small Business Development				
Habitat For Humanity International	http://www.habitatpr.org	(787) 948-7659	EIN 66-0515156	1357 Ashford Avenue Pmb 135	San Juan	PR	00907	USA	An ecumenical christian housing ministry that works in partnership with donors, volunteers and homeowners, to built, remodel, and rehabilitate decent and affordable housing for those in need.		Christianity, Homeless & Housing, Housing Development, Construction & Management, Religion				Professional services paid during the year as follows: 1) $5,095 for managerial function of project management, coordination of family support, mortgage servicing and other related administrtive activities. Construction costs in the amount of $104. Bank charges in the amount of $217
Humane Society Of Puerto Rico Inc	http://www.hspr.org	(787) 720-6038	EIN 66-0329776	Po Box 2387	Guaynabo	PR	00970	USA	To promote health and welfare of animals and to pursue a policy of public education providing low cost program of sterilizations and adoption of animals.		Animal Protection & Welfare, Animals				Statistics: during the year 2014, 5,115 sterilizations were performed.   statistics: during the year 2014, 25,025 vaccinations were provided.   statistics: during the year 2014, 3,255 services were provided in a basic clinical.   during 2014, 700 dogs and cats were placed in homes. All animals left the shelter sterilized and vaccinated in order to reduce the overpopulation. Our shelter is open six days a week for adoptions. Also we performed 5,115 spays and neuters and 25,025 vaccinations.
Fundacion Pro-Ninos Impedidos De Oriente Inc	http://		EIN 66-0446594	Urb Villa Humacao A-18 14 St	Humacao	PR	00791	USA			Human Services, Residential Care & Adult Day Programs				
Esperanza Para La Vejez Inc	http://www.esperanzaparalavejez.com	(787) 955-0090	EIN 66-0268234	Urb Villa Contessa Dd16 Ave	Los Millones Bayamon	PR	00956	USA	The organization's mission is to provide services to the elderly through direct services and special projects such as nutrition, health and social services.		Human Service Organizations, Human Services				Day-care services for elders. The organization provides nutrition, transportation, education, health and social services to the participants of congregate and home delivered services support with donations.   volunteer programs for the elders, the organization provides stipends, transportation, education, health and social services to the participants.
Casa De Restauracion La Nueva Jerusalen	http://		EIN 31-1425199	Hc 2 Box 22651	Aguadilla	PR	00603	USA							
Service Corps Of Retired Executives Association	http://www.score.org		EIN 66-0457508	PO Box 12383-96 Sba Resource Ctr, Sacred Heart University	San Juan		00914		The SCORE Association (Service Corps of Retired Executives) is a nonprofit association comprised of 11,400 volunteer business counselors throughout the U.S. and its territories. There are 389 SCORE chapters in urban, suburban and rural communities. SCORE members are trained to serve as counselors, advisors and mentors to aspiring entrepreneurs and business owners. These services are offered at no fee, as a community service. SCORE was formed in 1964 and nearly 4 million Americans have utilized SCORE services.		Business & Industry, Microfinance, Small Business Development				
Brisas De Ceiba Corp	http://		EIN 66-0585252	8 Street San Jorge 42	Ceiba	PR	00735	USA			Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors				
Fundacion Facultad De Derecho Eugenio Maria De Hostos	http://www.hostos.edu	(787) 265-2900	EIN 66-0496239	Mayaguez Puerto Rico 00681	Mayaguez	PR	00681	USA	The eugenio maria de hostos school of law was created with a particular social and ethical commintment. It aspires to offer the public, in general, and the western region, in particular, an educational institution of a new type: actively committed toward a critical vision of the law; with a clear conscience of the social funtion that should inspire legal practice; and with the goal with of forming the future integral and humanistic generations of jurists.						Operate law school in puerto rico, which lack of near law school for the residents of these area.
Primera Inglesia Del Nazareno	http://		EIN 66-0265919	Po Box 823	Ponce	PR	00780	USA							
Society Of American Military Engineers	http://		EIN 66-0395177	PO Box 867	Bayamon		00960								
United States Power Squadrons	http://		EIN 66-0272715	Po Box 191842	San Juan	PR	00919	USA							
Defensa Animal De Rincon	http://DefensaRincon.org		EIN 66-0811657	Hc 1 Box 4749	Rincon	PR	00677	USA	Defensa Animal de Rincon is a Puerto Rico based non profit working to increase sterilization rates among cats and dogs on the island while improving all animal lives through educational programs, awareness and offering assistance to animal rescuers.	animal welfare and rescue for un-owned animals of Puerto Rico. Our animals are FREE to GREAT homes.  They are vaccinated and sterilized, because money is something we can come up with - great homes is something harder to find!	Animal Protection & Welfare, Animals	Hundreds of dogs and cats sterilized and many horses helped.  We share our exact numbers at the beginning of each month.   On our blog DefensaRincon.org/OurNumbers and on our Facebook/DefensaRincon page	anyone in Puerto Rico rescue/help a dog, cat or horse	helped hundreds of dogs and cats living on the streets, via spay/neuter and adoptions.  We helped injured or neglected horses.	Open Rescue, Free Horse Class, Trap & Release
Centros Sor Isolina Ferre Inc	http://	(787) 842-0000	EIN 66-0277396	Po Box 7313	Ponce	PR	00732	USA	Our mission consists of promoting the integral development of the person with justice, dignity , respect, and love, using the intercession, trainning, technology, and community self development as institutional strategies to reach our goals.		Ethnic &  Immigrant Centers, Human Services, Immigration				Prevention programs: these programs provide assistance to young people facing the following situations: delinquency, school dropout, unplanned pregnancy, substance abuse and violence. The assistance is provided in the form of orientations and counseling. The centers has various programs under this category. Some of the programs are: love giving program, love and life programs, and abstinance and education program.   education programs: these programs provide assistance to young people in the following educational areas: alternative education, vocational education, post-secundary education, and special education. The centers has various programs under this category. Some of the programs are: trinity college of puerto rico, phycosocial alternative academic center program, and abc alternative program.   human development programs: these programs provide assistance to the commnity in the following areas: self suficiency, emergency assistance, elderly, child care, and self development. The company has various programs under this category. Some of the programs are: temporary assistance for needy families, oasis of love program and child care development program.   community development service programs: these programs provide assistance to the community in the following areas: family strenghtening, community self develop, and leaders development. The centers has various programs under this category. One of the programs is lighthouse of hope.
Union Church Of San Juan	http://		EIN 66-0223136	2310 Calle Laurel Punta Las Marias	San Juan	PR	00913	USA							
Hospital San Carlos Incorporado	http://	(787) 877-8000	EIN 66-0371418	Po Box 68	Moca	PR	00676	USA	The organization will provide health services with excellence through developing its own resources in a efficient manner to contribute to the well being and improvement of the community.						The organization is a non-for-profit hospital organized under the laws of the government of pr which provides inpatient and outpatient services, including emergency services. The services are provided primarily to the population under the medicare program, pr health reform program and commercial insurance carriers.
Puerto Rico Youth At Risk Inc	http://		EIN 66-0491142	Edif Medina 112 Calle Arzuaga Ste 1	San Juan	PR	00925	USA			Education, Educational Services				
Amigos De Los Animales Inc	http://		EIN 66-0673931	Hc 2 Box 7622	Loiza	PR	00772	USA			Animal Protection & Welfare, Animals				
Corporacion De Apoyo A Programas Educativos Y Comunitarios	http://		EIN 66-0503574	Po Box 4956	Caguas	PR	00726	USA	TO PROVIDE SUPPORT TO DIFFERENT ORGANIZATIONS TO HELP IMPROVE LOW INCOME COMMUNITIES.		International, International Development				
Puerto Rico Deaf Ministries Inc	http://www.prdm.org	(787) 843-1532	EIN 66-0423328	Po Box 7423	Ponce	PR	00732	USA	The puerto rico deaf ministries, inc conducts church planting activities to establish churches, missions and house churches to bring individuals into relationships with jesus christ. It conducts leadership training, evangelism and deaf education for individuals to better work with deaf people.		Christianity, Religion				Church planting activity - the puerto rico deaf ministries, inc. Has been lead by david and marsha mitchell for 28 years in planting deaf congregations, assisting previously-started deaf groups and training deaf leaders for serving congregations. Deaf persons are leading classes and worship services in the majority of these locations of outreach. These planting groups have started deaf churches to involve individuals in leadership development, growth and meeting independently in donated facilities of a hearing church in the metropolitan areas of the capital rio piedras. Five deaf missions, functioning under the auspices of mother churches. These deaf classes and services generally meet separately from hearing congregations. A florida mission presents a weekly opportunity for the deaf to attend an additional hearing service. Other missions share services about once a month. A house church is meeting in the home of a deaf couple in a mountain town. In this home the mitchells, in coordinations with their field supervisor, are giving bible training and discipling to deaf people. The people of this home church are reaching deaf individuals and their hearing families, who have never heard the name of jesus, reaching out to three mountain towns. In order to reach any indigenous group, missionaries must primarily function in the heart language of the people, rather than translating the language and concepts of a different cultural identity, than that of target group. The leaders and volunteers of the ministry are striving toward more deaf people having the opportunity to learn and function in the primary language of the deaf culture. All of the revenue and expenses are shown in this activity, because the outreach and leadership development are so intertwined, the expenses can not be separated.   leadership development - a leadership team develops and continually trains deaf and hearing persons in bible knowledge and methods that can successfully reach into the heart language (visual)of those people whom god is calling. This outreach extends to children whose parents are deaf, recognized by the deaf culture by the acronym "coda". The bible is now partially available in dvd format, as well as on a deaf missions website. The entire new testament and portions of the old testament are being used. A puerto rico deaf lay preacher said, "it is because of the bible in my language that i have a life-chaging experience. " he is greatly excited about his salvation and his calling from god. When he depends on the written bible alone, most of the word is vague. Fifty bibles have been distributed to the deaf thus far. In 2014 in teaching the bible, leaders use drama, visuals, short segments of bible verses instead of long verses. The new testament on dvd cost $45. Funds were collected in 2014 to assist a high school graduate to be able to enroll for university classes. She has expressed her desire to return to puerto rica to serve after completing her degree. In 2014 the leadership team consisted of eight deaf people, one of whom is an ordained pastor. There were eight hearing leaders, one of whom is a lay preacher. The theme of the bible studies was "old testament people as examples for christians today. " the new testament is now available in american sign language (asl)on silent dvd's, provided by deaf missions in iowa. Original languages are studied and interpreted directly into as, not based on any spoken language other than biblical. 35 dvd's have been given to leaders. The testimony of one recipient, who had struggled with written and oral languages said, "finally i have the bible in my own language that is understandable. My life has been transformed. "  evangelism - puerto rico deaf ministries, inc. Utilizes cultural/holiday emphasis endemic to puerto rico. Drama is highly effective tool in these times. Each mission point has their personal classes and services during easter week. All groups come together for a holy friday crusade. Thanksgiving dinners and christmas celebrations are used as tools to reach new people. Children of deaf adults group conducts activities coordinated with some missions and especially in holy friday services. The goal is to adapt deaf cultural identity within the communities where the deaf can become a viable ethnic group. The overall emphasis is spiritual renewal, focusing on jesus' sacrifice and victory, inviting the deaf to salvation in jesus christ and a life devoted to biblical study and discipleship to god's will.   deaf education - puerto rico deaf ministries, inc. Is working on a project toward opening of an educational program for deaf and hard of hearing children. A separate board is over-seeing these goals. The ministry is the caretaker organization of funds until all of the certifications for an educational organization are completed. Goals are being set to restart an early intervention program. Two new workers are striving to develop opening of classes. Search for funds is in process so that staff can be hired. The puerto rico community is becoming aware of educational needs of their audiologically handicapped children. In 2014 one child received early intervention services in her home setting. The organizer of this outreach has filed forms with the puerto rica government applying for certification to begin. This is usually a lengthy procedure, a cpa within puerto rica has been hired. He is guiding this complex process,
Advanced Community Health Services, Inc.	http://		EIN 66-0440071	Call Box 13964	San Juan		00908								
Primera Asamblea De Dios Barceloneta	http://		EIN 66-0443068	3293 Carr 664	Barceloneta	PR	00617	USA							
Voluntarios En Accion Contra El Sida Inc	http://		EIN 66-0472750	PO Box 656	Caguas		00726				Human Service Organizations, Human Services				
Universidad Central Del Caribe Inc	http://www.uccaribe.edu	(787) 740-4282	EIN 66-0349669	Po Box 60327	Bayamon	PR	00960	USA	To prepare high-quality and committed health professionals to meet the health needs of the community in its biological, physical, and social context with a humanistic focus and a high sense of moral obligation. It is characterized by its emphasis on the excellence of its educational programs, research activities, and services of health maintenance, prevention, and early detection of illness. It is committed to improving the quality of life of the puerto rican community through its services, as well as to developing health care professionals.		Education, Graduate & Professional Schools				Educational programs - to provide graduate studies and professional certifications in health science  affiliated hospital administration - to provide clinical teaching and primary health care services within the region. The hospital is organized to operate a school of medicine which is accredited by the council of graduate medical education (acgme).   auxiliary enterprise sales and services  other program services - expenses incurred by the university in order to perform activities to complement its educational exempt purpose. Each program activities reported contributed importantly to the accomplishment of the ucc exempt purpose.
Concilio Menonita De Puerto Rico Inc	http://		EIN 66-0500777	Hc 3 Box 3321	Florida	PR	00650	USA			Education, Elementary & Secondary Schools, Literacy				
Sociedad Economica De Amigos Del Pais Inc	http://	(212) 947-1944	EIN 13-3779420	208 Ave Ponce De Leon Ste 1020	San Juan	PR	00918	USA	Education concerning legal rights		Civil Rights, Voter Education & Registration, Voting Rights				Educate and provide information to persons of hispanic tradition which will broaden awareness concerning their legal rights and obligations.   audubon partnership for economic development -mission to increase opportunities for local residents and small businesses in the communities of washington heights and inwood in new york city  exposition of "footprints of a democracy" by dr. Jose francisco pena gomez  meals for 295 children involved in a 4-h program--casa de arbol
Consejo Vecinal Pro-Desarrollo De Cantera Inc	http://		EIN 66-0516349	Calle S Elena 2423 Secton Center	San Juan	PR	00915	USA			Economic Development, Urban & Community Economic Development				
Vieques Humane Society & Animal Rescue Inc	http://		EIN 66-0463223	Po Box 1399	Vieques	PR	00765	USA			Animal Protection & Welfare, Animals				
Hispanic Educational Technology Services Inc	http://		EIN 52-1860470	Po Box 21345	San Juan	PR	00927	USA			Education				
Ja Worldwide Inc	http://		EIN 66-0273258	356 Ensenada Ste 201	San Juan	PR	00920	USA	We are the passionate people behind a movement that seeks to educate and inspire young people to value free enterprise, business and economics to improve the quality of their lives.		Education, Scholarships, Scholarships & Student Financial Aid				
Ballet Concierto De Puerto Rico Inc	http://		EIN 66-0390749	Po Box 41265	San Juan	PR	00940	USA			Arts & Culture, Ballet				
Colegio Santisima Trinidad Inc	http://		EIN 66-0521701	Po Box 548	Bayamon	PR	00960	USA			Education				
Asociacion Cristiana Ministerial Eben-Ezer Inc	http://		EIN 66-0483110	Ave Campo Rico Gk-50 Country Club	Carolina	PR	00982	USA							
Morovis Community Health Center Inc	http://	(787) 860-3000	EIN 66-0480948	Po Box 518	Morovis	PR	00687	USA	Public health services to provide primary ambulatory supplemental and enviromental health services to medically underserve in the municipality of morovis, puerto rico.		Ambulatory & Primary Health Care, Health				Public health services to provide primary ambulatory supplemental and enviromental health services to medically underserve in the municipality of morovis, puerto rico.
Centro Cristiano Fruto De La Vid	http://		EIN 31-1624704	Call Box 4961 Ste 134	Caguas		00726								
American Society Of Agricultural Engineers	http://		EIN 31-1178910	Po Box 86	Rincon	PR	00677	USA							
Centro Pediatrico De Lactancia	http://		EIN 66-0522602	Po Box 16554	San Juan	PR	00908	USA			Health, Health Care				
Iglesia La Trompeta Final Inc	http://		EIN 66-0442843	Hc 2 Box 16574	Arecibo	PR	00612	USA							
Iglesia Carismatica Cristiana	http://		EIN 66-0518784	Po Box 503	Hatillo	PR	00659	USA							
Centro De Servicios Ferran Inc	http://		EIN 66-0479776	58 Calle A Final Bda Ferran	Ponce	PR	00730	USA							
Asociacion De Intercambio Cultural Inc	http://		EIN 66-0323248	Po Box 10430	San Juan	PR	00922	USA			Human Service Organizations, Human Services				
Iglesia Carismatica De Corozal Inc	http://		EIN 66-0441600	Carr 618 Bo Cuchillas Km 7 3	Corozal	PR	00783	USA							
Communion Foundation, Inc.	http://		EIN 66-0525991	Metro Mail Sta Ste 6 Box 70158	San Juan		00936								
Hospital Auxilio Mutuo Inc	http://	(787) 758-2000	EIN 66-0486907	Po Box 191227	San Juan	PR	00919	USA	The hospital,s primary mission is to meet the health care needs in its market area through a broad range of general and specialized health care services, including in patient acute care, outpatient services, and other health care services. Activities directly associated with the furtherance of this purpose are considered to be operating activities. The hospital is a non-for-profit corporation incorporated under the laws of the commonwealth of puertio rico on april 29, 1992.		General Hospitals, Health				For the year ended september 30, 2014, hospital inpatient admissions were 19,076. Patient days amounted to 126,259.
Sistema Universitario Ana G Mendez	http://www.suagm.edu	(787) 751-0178	EIN 66-0201206	Po Box 21345	San Juan	PR	00928	USA	Our mission is to provide our students with an atmosphere of academic freedom and intellectual challenge, the necessary resources to help them develop high cultural and ethical values, critical thinking, and intellectual curiosity, linguistic and technological skills as well as personal and professional skills required for success in their professions and their daily lives. Also we promote the integral development of a diverse student population through research, critical-creative thinking, the construction of knowledge and its application. At last, we promote the development of ethical principles and values that will allow them to contribute to the wellbeing of the community through their knowledge of social systems and their role as responsible citizens.		Education, Universities				Instruction - these are the expenditures incurred to provide a complete instruction program, allowing the students to obtain a higher education of quality. It also includes academic administration expenses which primary function is instructional. Some examples of expenses included in this category are: faculty salaries, expenses incurred by schools, deans, departments and other academic units.   operating and maitenance - these are the expenditures incurred for activities to provide services and maintenance of campus grounds and facilities that are used for educational and general purposes. These include: energy, water and any other utilities necessary for the operation of plant. It also includes custodial and janitorial services for buildings, maintenance of grounds, disaster preparedness, hazardous waste disposal, and logistical services such as central receiving.   scholarship - these are expenditures for scholarships and fellowships from restricted and unrestricted funds in the form of grants to students, resulting from selection by the institutions or from an entitlement program. It also includes trainee stipends. The recipients of grants are not required to perform services for the institutions as consideration for the grants, nor are they expected to repay the amount of the grant to the funding source
Fundacion Infantil Ronald Mcdonald Inc	http://		EIN 66-0468226	9615 Ave Los Romeros Ste 307	San Juan	PR	00926	USA			Human Services, Victims Services				
Industria Y Comercio Pro Reciclaje Inc	http://		EIN 66-0521350	PO Box 9005	San Juan		00908				Environment, Natural Resources Conservation & Protection				
Casa Del Peregrino	http://		EIN 66-0541904	27 Calle Mercedes Moreno	Aguadilla	PR	00603	USA			Homeless & Housing, Homeless Centers, Human Services				
Iglesia Carismatica Jehova Justicia Nuestra Inc	http://		EIN 66-0442768	Bo Higuillar	Dorado	PR	00961	USA							
Hogar Infantil Jesus Nazareno Inc	http://		EIN 66-0440089	Avenidas Noel Estrada 384	Isabela	PR	00662	USA							
Mision De Los Christianos Carismatic Una Puetra Abierta Inc	http://		EIN 66-0527087	Hc 2 Box 16378	Arecibo	PR	00612	USA							
Integral De Loiza Conciliode Salud	http://		EIN 23-7259899	Po Box 509	Loiza	PR	00772	USA							
Foundation For The University Of Puerto Rico	http://		EIN 66-0481770	PO Box 364984	San Juan		00936				Education, Universities				
St Lukes Episcopal Church Home Care Program	http://	(787) 843-4185	EIN 66-0289157	Po Box 7064	Ponce	PR	00732	USA	Provide and develop quality and efficient health care services in the home of the patients to people who needs them to obtain and maintain their physical, mental, social and functional independency, and therefore avoid and prevent or reduce hospitalizations.						Home care services-provide intermittent and comprehensive health care services of the highest quality to patients at their home or place of residence in order to assist them to obtain and maintain their physical, mental, social and functional independency, and therefore, avoid, prevent or reduce hospitalizations.   hospice services- provide hospice services to terminally ill patients and their family focused on palliative and supporting care.   supplier of dme and enteral nutritional services- provide high quality home health services, efficient and safe to individuals in need of them, through a competent, commited and compassionate staff utilizing innovative products.
Hospital General De Castaner Inc	http://	(787) 829-5010	EIN 66-0352014	Po Box 1003	Castaner	PR	00631	USA	To provide and promote integrated primary health care services with a community focus that supports the physical, mental and social well being of the individual with the commitment to improve their lifes,						In-patient health care services  out-patient health care services
Iglesia Cristiana Carismatica De Caguana Inc	http://		EIN 66-0508597	Hc 3 Box 13863	Utuado	PR	00641	USA							
The Jane Stern Dorado Community Library Endowment	http://		EIN 66-0492641	Centro Gobierno Calle Mendez Vigo	Dorado	PR	00646	USA							
Asociacion Pro Albergue De Animales Inc	http://www.villamichelle.net	(787) 834-4510	EIN 66-0413650	Po Box 3537	Mayaguez	PR	00681	USA	Significant activities of the organization consists of the acceptance of dogs and cats homeless, the organization is in charge of putting them up for adoption once they are sterilized or neutered.		Unknown				Significant activities of the organization consists of the acceptance of dogs and cats homeless, the organization is in charge of putting them up for adoption once they are sterilized or neutered.
Iniciativa Comunitaria De Investigacion Inc	http://www.iniciativacomunitaria.org	(787) 250-8629	EIN 66-0483960	Po Box 366535	San Juan	PR	00936	USA	Develope services programs that may promote to the patients the self control over health care and handle contagious illness.						Case management and outpatient intervention - provide medical professional services, medicines, laboratories, and other services to patients.   education and prevention program - provide educational matter to reach within the patient self control over health care and handling of contagious illness.   housing, treatment, and rehabilitation
Salud Integral En La Montana Inc	http://www.simpr.com	(787) 869-5900	EIN 66-0329532	Po Box 515	Naranjito	PR	00719	USA	To provide excellent ambulatory and home healthcare services in a safe environment, to procure the physical, mental and social wellbeing of the residents of our communities.		Community Clinics, Health				Community health center - a comprehensive primary health care program which provides services to low income families, agricultural migrants and seasonal farm workers as well as to their dependents in six municipalities located at the central and northern areas of puerto rico - naranjito, comerio, corozal, orocovis, barranquitas and toa alta.   hospice - to provide support services to patients with terminal diseases.   home care - to provide nursing, therapeutic and other complimentary services to elderly patients at their homes.
General Council Of The Assemblies Of God	http://		EIN 66-0522781	Po Box 2121	Yauco	PR	00698	USA							
Font Martello Home Care Program Inc	http://		EIN 66-0382603	Po Box 3856	Guaynabo	PR	00970	USA			Health, Health Care				
Coordinadora Paz Para La Mujer Inc	http://www.pazparalamujer.org	(787) 281-7579	EIN 66-0550935	Po Box 193008	San Juan	PR	00919	USA	A coalition of organizations and individuals who work for the eradication of violence against women in any of its manifestations.		Human Service Organizations, Human Services				Provide education and technical assistance services to organizations, government and general public on the topic of violence against women.
Colegio Evangelico Capitan Correa Inc	http://		EIN 66-0265804	Po Box 142247	Arecibo	PR	00614	USA							
Accion Social De Puerto Rico Inc	http://	(787) 273-1878	EIN 66-0393364	Po Box 3930	Guaynabo	PR	00970	USA	Our mission es to provide the most comprehensive services to low income families to help them achieve self sufficiency and reduce the incidence of poverty in puerto rico. Our programs includes elderly centers, educations, music and arts, tutorials and community involvement.		Employment Preparation & Procurement, Job Training				Self sufficiency. The purpose of the elderly centers programs is to offers comprehensive services in the day care centers to low income persons who are 55 years or older. The program is intended to provide favorable conditions and capable personnel so they may improve their physical and mental conditions by enabling them to reach a high lever of self sufficiency and improve their lifestyles. The center offers services as nutrition, social services, health services, transportation, recreational activities, among others. Also there is a program that combines hydroponics techniques with the traditional agricultural landscaping. The program will train the elderly and youth of low income resources in the creation of self employment micro enterprises. The goal is to provide low income communities with the alternatives and inexpensive ways to develop self employment.   employment program: offer employment opportunities to people who have low resource and are unemployed and displaced because of their educational level, by allowing them to redeem in productive functions that at the same time permits them to reach a higher independence which helps those people to reach a higher self esteem and to have security in themselves.   the education program is to provide students who are economically disadvantage and have academic deficiencies, educational activities that promote excellence academic improvement and the integral formation as an individual.   see schedule o, statement 2
Iglesia De Pentecostal De Renovacion Christiana Inc	http://		EIN 66-0552384	Po Box 1712	Lares	PR	00669	USA			Christianity, Religion				
Pro Viviendas Iii Inc	http://		EIN 66-0519280	Po Box 10563	San Juan	PR	00922	USA	To preserve affordable rental housing for moderate and low income families.		Homeless & Housing, Temporary Housing				
Iglesia Cristiana El Sendero De La Cruz Inc	http://		EIN 66-0450087	Po Box 361444	San Juan	PR	00936	USA							
Wesleyan Academy	http://		EIN 66-0219759	Po Box 1489	Guaynabo	PR	00970	USA							
Calvary Chapel Of Puerto Rico Inc	http://		EIN 66-0567097	405 Ave Esmeralda Ste 2	Guaynabo	PR	00969	USA			Protestant, Religion				
Kappa Omicron Nu Inc	http://		EIN 31-1271857	PO Box 23347	Rio Piedras		00931								
Sociedad Espanola De Auxilio Mutuo Y Beneficencia De Puerto Rico	http://	(787) 758-2000	EIN 66-0178704	Po Box 191227	San Juan	PR	00919	USA	Form 990- organization's mission or most significant activities sociedad espaola de auxilio mutuo y beneficencia de puerto rico ( the compnay) had been previously filing as a 501 (c) (3) organization. On april 29, 1992 a new nonprofit organization was created to continue providing the hospital and health care services previously provided under the legal name of the company. On august 20, 1992 this change was reported to the exempt organizations branch of the internal revenue service. The irs was informed that the company would become a controlling affiliate that would owned the real property and would transfer its funds (income less expenses) for use in a manner consistent with the exemption. On september 30, 1992 the irs informed that the company is not required to file a new application for the tax exemption as a title holding corporation. The company also administers a health plan under which individuals in the community (without exceptions) may become members with the right to rece		General Hospitals, Health				Plan members covered by the company's health plan 22,073.
Iglesia Carismatica Liberados Por Cristo Inc	http://		EIN 66-0444051	Hc 2 Box 8030	Camuy	PR	00627	USA							
Iglesia Fe Es La Victoria Inc	http://		EIN 66-0402945	Po Box 9101	Santurce	PR	00908	USA							
American Cancer Society Inc	http://www.cancer.org	(787) 764-2295	EIN 66-0321594	566 Cabo Alverio Street	Hato Rey	PR	00918	USA	To eliminate cancer as a major health problem by preventing cancer, saving lives, and diminishing suffering from the disease, through research, education, advocacy, and service.						Patient support programs assist cancer patients and their families in an effort to ease the burden of the disease.   prevention programs, derived in part from our cancer research, provide the public and health professionals with information and education to prevent cancer occurrrence and to reduce the risk of developing cancer.   detection and treatment programs seek to find cancer before it is clinically apparent and provide information and education about options for treatment, a cure, recurrence, symptom management, and pain control.
Universidad Central De Bayamon Inc	http://www.ucb.edu.pr	(787) 786-3030	EIN 66-0259904	Po Box 1725	Bayamon	PR	00960	USA	Ucb offers master and bachelor degrees and postsecondary programs to enrolled students (aprox 2,500). Master and bachelors degree includes sciences, business administration and education. Postsecondary programs include computer sciences, business administration and educational technology.						Ucb offers master and bachelor degrees and postsecondary programs to enrolled students(aprox 2,500). Master and bachelors degree includes science, business administration and education. Postsecondary programs include computer sciences, business administration and educational technology. The institution encourage the integral development of the human being,spiritual comunitary and professional.
Ryder Village Inc	http://	(787) 852-2798	EIN 66-0537554	Po Box 859	Humacao	PR	00792	USA	The entity operates a 35-unit apartment project for rent for the elderly.		Human Services, Seniors, Supportive Housing for Older Adults				The program operates a 35-unit apartment project for the elderly located in humacao, puerto rico. The company is operated under section 202 of the national housing act of 1959 and regulated by the u. S. Department of housing and urban development (hud) with respect to rental charges and operating methods. During the year the average percentage of occupancy was 94. 33%.
Mision Cristiana John 3 16 Ad	http://		EIN 66-0517336	Po Box 9628	Caguas	PR	00726	USA							
Luis A Ferre Foundation Inc	http://		EIN 66-0235625	Po Box 9027	Ponce	PR	00732	USA			Art Museums, Arts & Culture				
