name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Geographic areas served	Programs	Direct beneficiaries per year
F E A T Of Southern Nevada	http://		EIN 88-0363321	7055 Windy St Ste B	Las Vegas	NV	89119	USA	Education, Elementary & Secondary Schools, Literacy						
The Rock	http://		EIN 88-0227076	610 N Center St	Reno	NV	89501	USA							
The United States Pony Clubs Inc	http://		EIN 86-0866398	507 Balsam Dr	Spring Creek	NV	89815	USA	Amateur Sports Competitions, Sports						
Consolidated Agencies Of Human Services	http://cahsnv.org	(775) 945-2471	EIN 88-0151270	Po Box 331	Hawthorne	NV	89415	USA	Emergency Assistance, Human Services	Administer wic program, family resources program, commodities distribution, emergency shelter program				Women, infant, children (wic) program. Provides proper nutrition assistance thru baby formula, food, and dairy products to approximately 1085 women, infant, and children.   domestic violence program. Assists victims of domestic violence with support, relocation and rehabilitation.   family resource program- one on one case management to approximatly 300 individuals. Assistance includes child mentoring, baby formula, diapers, parenting classes.   emergency shelter, other community services	
Las Vegas P C Users Group	http://		EIN 94-3117981	Po Box 363772	N Las Vegas	NV	89036	USA							
Empowering Parents Inc	http://www.handsofhope.us		EIN 20-2815559	295 Gentry Way, Unit 14	Reno	NV	89502	USA	Family Services, Food, Food Banks & Pantries, Food Programs, Military & Veterans Organizations, Veterans			meet the food needs of the working impoverished	Northern Nevada		
Pacific Regional Synod The Association Of Evangelical Luthera	http://		EIN 88-0152386	505 Pat Ln	Carson City	NV	89701	USA							
Sn Over-The-Line Players	http://		EIN 88-0207286	7185 Del Rey Ave	Las Vegas	NV	89117	USA	Arts & Culture, Theater						
Citizens Police Academy Alumni North	http://		EIN 88-0344147	Po Box 336222	N Las Vegas	NV	89033	USA	Alumni Associations, Education						
Shiloh Charitable Trust	http://		EIN 20-5665871	777 E Quartz Ste 9005	Sandy Valley	NV	89019	USA	Animal Protection & Welfare, Animals						
Partners In Christ Inc	http://		EIN 94-2957245	3855 Amy Rd	Reno	NV	89510	USA	Human Services						
Lend-A-Hand Ind	http://		EIN 06-1063836	955 Kuenzli St	Reno	NV	89502	USA							
The Headway Foundation	http://		EIN 88-0199047	Po Box 19314	Reno	NV	89511	USA							
Shane Victorino Foundation	http://www.shanevictorinofoundation.org	(702) 214-5581	EIN 27-1892740	3595 S. Town Center Drive, Suite 101	Las Vegas	NV	89135	USA	Children & Youth	The Shane Victorino Foundation is dedicated to promoting opportunities for underserved youth. The Foundation engages in projects which provide children in need with educational, recreational and wellness programs.		underserved, at-risk children	Hawaii, Las Vegas, Boston, and Philadelphia	Youth Baseball Clinic on Maui (a free, half-day event for 175 youth), Flyin' Hawaiian All-Stars program in Boston (providing a memorable day at the ballpark for local children's groups), and the Shane Victorino Nicetown Boys & Girls Club in Philadelphia, among others.	
Little Hornets Day Care & Learning Center, Inc.	http://		EIN 86-0874126	P.O. Box 118	Beatty	NV	89003	USA	Child Day Care, Children & Youth						
VALLEY BIBLE FELLOWSHIP OF LAS VEGAS	http://		EIN 27-0286845	3965 S Durango Dr Ste 105	Las Vegas	NV	89147	USA	Protestant, Religion						
Las Vegas Black Gospel Theatre Inc	http://		EIN 94-3171874	2424 Desert Sparrow Ave	N Las Vegas	NV	89084	USA	Arts & Culture, Theater						
Smoky Valley Community Church	http://		EIN 94-2674930	Po Box 29	Round Mountain	NV	89045	USA							
Healing Veterans Through Backyard Agriculture - HVTBA	http://www.hvtba.org	7023779171	EIN 47-5224429		Las Vegas	NV	89107	USA	Animal-Related, Animals, Education, Food, Food, Agriculture & Nutrition, Military & Veterans Organizations, Veterans	Become part of the team!  What our organization is formed to do is provide veterans the setups to start a therapeutic agriculture based hobby in the safety and security of their own backyard. This could be having a bee hive, garden, pond, or a flock of chickens. We will provide the startup kits and provide the education and guidance to help make them successful. This can also lead them into a small business of their own by removing unwanted bees, or selling eggs, flowers, fruit, vegetables, and honey at the local farmers markets. All efforts will be made to modify everything to a veterans physical disability that is unique to that veteran. Keeping chickens and and having a productive garden is not just for rural living anymore. The movement on urban agriculture is growing fast and is incredibly rewarding, fun, and educational for youth and adults alike.	We are a fairly new organization with a solid foundation poised for great success with the help of people like you!	US Military Veterans & Family	Las Vegas, NV we will be expanding our support services as funds become available.	We provide backyard agricultural based startups to promote physical and therapeutic healing.	
HORSE POWER	http://nvhorsepower.org	775-849-3879	EIN 42-1713805	3235 Eastlake Bvld #26	Washoe Valley	NV	89704	USA	Animals, Wildlife Preservation & Protection	One of our missions is to financially aid those  groups, organizations and individuals  that care for wild, estray, 2nd chance,  horses, burros or mules.  Horse power works to address their needs  as they provide food, medical, training  transportation,education, humane habitation  and treatment improving quality of life  for these equines  On a National level, our goal is to help develop  healthy ranges for Wild Horses and Burros.  Allowing them to remain or return to be  Wild and Free !			Nevada/US	Supplied humane habitat, training , feed , hoof and dvm care for wild horses burros  we educated and enabled film industry ,the media, and interested individualsout on the range. Allowing them to see first hand, the excellent condition of wild horses and burros on the range and in holding facilities.   gave grants to organizations for improving the quality of life for equines	
Hawiyati	http://www.hawiyati.net	702-900-7738	EIN 81-2896197	2510 E Sunset Rd Unit 5-255	Las Vegas	NV	89120	USA	Arts & Culture, Children & Youth, Education, Fund Raising & Fund Distribution, Scholarships, Scholarships & Student Financial Aid, Youth Development	Hawiyati is a 501(c)(3) non-profit organization dedicated to educating our youth about their culture and the culture of others. In an increasingly globalized world, we believe in the importance of cultural education at a young age. Therefore, we provide world language programs, interactive cultural workshops, Leadership conferences and more. Our goal is to become international leaders in bringing arts, culture and creative approaches into our youth's everyday lives.		unite, empower, and educate the future generation		Arabic learning language program, Spanish language program, cultural workshops, leadership conferences, social development workshops, academic scholarships and more	
ARTOWN	http://www.renoisartown.com	775-322-1538	EIN 88-0412311	300 E 2ND St Ste 1000	Reno	NV	89501	USA	Arts & Culture, Arts, Culture & Humanities	Artown's mission is to strengthen Reno's arts industry, enhance our civic identity and national image, thereby creating a climate for the cultural and economic rebirth of our region.			Serving northern Nevada centering on Reno, Nev.	Artown's programs include Discover the Arts, Family Series, World Music Series, Monday Night Music Series and Movies in the Park, just to name a few.	Each year more than 300,000 attendees get to experience the arts at more than 400 events, 60 percent free.
Hidden Valley Wild Horse Protection Fund	http://hiddenvalleyhorses.com/	(775) 223-7629	EIN 80-0208865	Po Box 20052	Reno	NV	89515	USA	Animals, Wildlife Preservation & Protection	To protect and preserve the wild horses that settle in the foothills surrounding hidden valley during the winter months.				"to protect, preserve, and rescue the historic wild horses of the virginia range, nevada, by creating a safe and healthy environment where they can flourish and be embraced by an appreciative public for generations to come. "	
Adopt-A-Rescue-Pet	http://www.adoptarescuepet.org	702-798-8663	EIN 88-0487028	Admin Office 1500 E Tropicana, Ste 105	Las Vegas	NV	89119	USA	Animal Protection & Welfare, Animal-Related, Animals	ARP's mission is to stop the senseless euthanization of homeless pets. We strive to provide for animals from uncertainty, by rescuing them from "kill" shelters, abandonment, economic turmoil, or simply - from people who "don't want them anymore."   By providing love, medical care, sterilization and adoption of "recycled" pets we impact the pet over population by decreasing the deaths of unwanted pets by spaying & neutering all dogs before adoption, even foster if health permits.	Since our inception as a group of private citizens trying to change the animal shelter "timed out" practice, through our weekly weekend adoption events, we have rehabilitated 15,000 animals into new homes. We have grown to be one of southern Nevadas largest animal rescue organizations with a housing facility and a no kill sanctuary ranch for retiring or "impressionable" dogs. Annually we now average 1,000 adoptions.  We are one of the largest second chance options for dogs hitting death row in neighboring California's "high desert region" and locally owner relinquishment.	Dogs facing uncertainty is who we help.	Animal Welfare for dogs & animals in need of Rescue	Adopt A Rescue Pet is passionate about animal welfare, all dogs, all ages, all breeds are welcome in our programs.  We provide medical care, sterilization, safe housing, nutrition and the opportunity for a new home to be found - with no expiration on how long it takes.  We have an active boarding facility and a private no kill sanctuary ranch setting.	annually we strive to assist over 1,000 homeless pets.  Since inception we have helped over 15,000 animals!
Bridge To Hope	http://		EIN 93-0819827	Non Profit Accounting Services	Las Vegas	NV	89107	USA							
Torino Foundation	http://www.torinofoundation.org	(702) 258-4474	EIN 26-2255050	4455 Wagon Trail Ave	Las Vegas	NV	89118	USA	Philanthropy, Private Independent Foundations	Our mission is to offer camping programs free of charge for children, as their families are affected by life altering conditions or circumstances already incur incredible financial burden.				Create camps for children that have been affected by life changing events  create camps for children that have been affected by life changing events	
Little League Baseball, Inc.	http://www.littleleague.org/		EIN 88-0158124	PO Box 842	Lovelock	NV	89419	USA	Amateur Sports Competitions, Baseball & Softball, Recreation & Sports, Sports	To provide healthy activity for children using the ball field as a classroom to instill discipline, team work, sportsmanship and fair play, and to establish a set of values to guide them into adulthood.					
Josh Stevens Foundation	http://joshstevensfoundation.org	702-269-5463	EIN 26-4492621	2340 West Horizon Ridge Parkway 110	Henderson	NV	89052	USA	Education, Scholarships, Scholarships & Student Financial Aid	To recognize and reward a child's heartfelt kind acts, and to inspire more children to be more kind, more often.	Since 2009, the Josh Stevens Foundation has enlisted more than 350 schools in 9 states reaching thousands of children, teachers, school administrators and other members of the community in our Be Kind like Josh initiative. The purpose of The Josh Stevens Foundation and the Kindness card is to remind people that there is a whole wide world in need of more acts of Kindness. We want children and adults to know that people really do appreciate their kind actions, even though most times they go unnoticed. People involved in The Josh Stevens Foundation have reported liking the ease of our program. Its simple, just catch people being Kind!	recognize and celebrate a child's heartfelt kind act	Southern Nevada	packages provided to schools as well as businesses with custom Be Kind...like Josh shirts, banners and Kindness cards.	over 350 schools across the nation
St Judes Ranch For Children-Nevada Region Inc	http://www.stjudesranch.org	(702) 294-7134	EIN 20-2917263	200 Wilson Cir	Boulder City	NV	89005	USA	Child Abuse Prevention, Children & Youth, Crime & Law, Domestic Violence, Foster Care	The organization offers residential services to care for abused, abandoned and homeless children ages infancy to 24. The facility provides homes where these children receive residential therapeutic foster care services in a home-like environment. This facility is licensed for basic, moderate, and specialized levels of care.				The organization offers residential services to care for abused, abandoned and homeless children ages infancy to 24. The facility provides homes where these children receive residential therapeutic foster care services in a home-like environment. This facility is licensed for basic, moderate, and specialized levels of care.	
Las Vegas 2 Foursquare Church	http://		EIN 94-2871766	2323 S Nellis Blvd	Las Vegas	NV	89104	USA							
National Brittany Rescue And Adoption Network Inc	http://www.nbran.org		EIN 06-1624968	1550 Monte Vista Dr	Reno	NV	89511	USA	Animal Protection & Welfare, Animals	National Brittany Rescue & Adoption Network (NBRAN) is an alliance of dedicated Brittany rescue volunteers who share a deep love for the breed and who work to rescue, rehabilitate and re-home needy Brittanys, whether abandoned, lost, stray, or surrendered to rescue for placement. As volunteers united in a common cause, we are committed to the care of these dogs in foster homes, and providing for their physical and emotional needs. We are committed to help with all available resources. We pledge to maintain a community of volunteers who treat each other, and the dogs they rescue, with respect, courtesy, kindness and love. We will seek always to lend encouragement and to support one another, and to facilitate friendly collaboration and cooperation between our volunteers. We believe that by building a supportive, dog-centered organization founded on respect, honesty and integrity, we will always remain focused on the welfare of the Brittanys entrusted to our care and hold their interests uppermost in our hearts and minds. Our mission is to place these dogs in safe, loving and permanent homes with approved applicants, and to provide a supportive network for our volunteers.					
Community Counseling Center	http://www.cccofsn.org	(702) 369-8700	EIN 94-3119458	714 E Sahara Ave Ste 101	Las Vegas	NV	89104	USA	Counseling, Mental Health	To promote the healthy functioning of individuals, families, and communities through affordable, sensitive, and professional behavioral health services in a safe environment.				Substance abuse - more than half of the clients served are admitted under the substance abuse program. This program provides individual and group counseling services, including intensive outpatient alcohol and drug treatment. The substance abuse program also provides support for adolescents who are struggling with addiction or are affected by substance abuse in their homes.   community health program - approximately 475 individuals and their families receive services under the community health program annually, which assists individuals infected with or affected by hiv or hepatitis. Individuals receiving services in the community health program receive support and referrals to develop coping skills and to enhance overall physical and emotional wellness.   the mental health program - the program encompasses a vast array of behavioral health needs including: individuals diagnosed with depression, anxiety, or post-traumatic stress disorder; specialized services for individuals who were sexually assaulted or abused; individuals needing help with anger management or impulse control; and couples and families seeking therapy.   the co-occurring disorders program - the program assists individuals who are battling severe mental illness as well as addiction. Community counseling center provides assistance to individuals with these complex issues at our main offices and also within southern nevada adult mental health clinics located in four locations in the las vegas valley.	
Carson City High School Football Booster Club Inc	http://		EIN 88-0341447	Po Box 1362	Carson City	NV	89702	USA	Sports						
Toastmasters International, Inc.	http://www.toastmasters.org		EIN 51-0194950	5904 Concert Dr	Las Vegas	NV	89107	USA	Community Service Clubs	The mission of a Toastmasters Club is to provide a mutually supportive and positive learning environment in which every member has the opportunity to develop communication and leadership skills, which in turn foster self-confidence and personal growth.					
Nevada Outdoor School	http://www.NevadaOutdoorSchool.org	775-623-5656	EIN 90-0087367	655 Anderson St	Winnemucca	NV	89445	USA	Education, Educational Services, Environment, Environmental Education	Nevada Outdoor School inspires exploration of the natural world, responsible stewardship of our habitat and dedication to community. a non-profit 501 (c) (3) organization			Northern Nevada		
Sierra Interfaith Action For Peace	http://		EIN 94-3101196	1840 Brenda Way	Washoe Valley	NV	89704	USA							
BABYS BOUNTY	http://www.babysbounty.org	(702) 485-2229	EIN 26-2678979	840 Rancho Dr Ste 4-556 Room/suite 4-556	Las Vegas	NV	89106	USA	Family Services for Adolescent Parents	To provide essential clothing and supplies to babies born into disadvantaged families.				Provide essential clothing and gear to babies born into families living in poverty. Items provided include, but are not limited to, portable cribs, car seats, newborn clothing, receiving blankets, bottles, strollers, diaper bags, bathtubs, bouncers, bassinets, infant swings, etc.	
PAL Humane Society	http://www.palhumanesociety.org	(702) 629-6351	EIN 95-4516403	4175 N Rancho Drive Suite 110	Las Vegas	NV	89130	USA	Animal Protection & Welfare, Animal Training, Animals, Food, Food Banks & Pantries	PAL Animal Sanctuary (dba PAL Humane Society) was formed in October 1993 by a small group of people who were concerned about the well being of the unwanted animals of the Victor Valley.  On February 4, 1994 the State of Califonia and the Federal Government granted PAL their non-profit status.  PAL provides care, refuge and new homes for abandoned, abused and owner relinquished animals, works with the senior community by providing pet food each month for over 374 senior's pets and with grants provides medical care for indigent seniors pets. PAL has an extensive humane education program (schools, libraries, prisons) and welcomes school age children as volunteers to enrich their lives through animals. PAL has a Humane Officer on staff (one of two in San Bernardino County) for cruelty investigations. Our short term goal is to develop a spay/neuter program using vouchers, and to continue our work with the seniors of our community by offering more services.				Community Pet Program helps low-income families, senior citizens and military veterans care for their dogs and cats by providing pet food (canned and dry) and cat litter each month free of charge.  Service Dog Program matches dogs to disabled veterans and citizens to improve the persons quality of life, independence, and the sense of being unconditionally loved, respected and protected by a service dog companion.  Education Program brings animal care expertise to the classroom teaching kindness, responsible pet ownership, the importance of spay/neuter, bite prevention and much more, to children 5 years to 12 years.	As of 9/1/15 PAL is helping 18 veterans and 103 seniors.
South Valley Area Of Narcotics Anonymous Inc	http://		EIN 26-1930157	Po Box 531423	Henderson	NV	89053	USA	Recreational Clubs, Sports						
United States Wolf Refuge and Adoption Center	http://		EIN 86-0686177	PO Box 2756	Sparks	NV	89432	USA	Animal Protection & Welfare, Animal Services, Animals, Wildlife Preservation & Protection, Wildlife Sanctuaries						
Gospel Truth Ministries	http://		EIN 88-0165912	3800 S Decatur Blvd Spc 300	Las Vegas	NV	89103	USA							
Nevada Partnership For Homeless Youth	http://www.nphy.org	(702) 383-1332	EIN 88-0476452	Po Box 20135	Las Vegas	NV	89112	USA	Children & Youth, Children & Youth Services, Emergency Assistance, Homeless & Housing, Homeless Centers, Homeless Shelters	The organization provides wraparound services to meet homeless youths' immediate, emergency needs and help them transition to long-term self- sufficiency. The organization's support comes primarily from government grants and corporate donations. Nevada partnership for homeless youth receives donations primarily from donors in the southern nevada region and provides services to those residing in the southern nevada region.				Nevada's only full-time drop-in center for homeless youth, the william fry drop-in center (wfdic) provides homeless teenagers ages 12 - 18 with respite care, immediate needs services, and supportive services to guide youth to self-sufficiency. From the entry point of the wfdic, many clients transition to further nphy and/or community programs. The wfdic facility, which houses a handicap-accessible shower, food pantry, washer and dryer, hygiene and clothing closet, computer lab, classroom, and respite room, is available to any homeless youth 45 hours a week and is utilized extensively by clients in all of nphy's programs.   nphy's independent living program is a transitional living program for unaccompanied homeless youth. The objective of the program is to not only move youth out of homelessness by providing clients with housing, transportation, food, and clothing, but also to help each youth construct a road-map that will lead to long-term independence and success. Each program participant is required to enroll in school or work full-time, make daily contact with their case manager, and attend weekly counseling sessions and life skills classes. The youth in this program live in confidentially- located, scattered-site condos owned by nphy. Nphy coordinates each youth's exit from the housing program and offers six months of aftercare services, so that all clients successfully transition to self-sufficiency.   the safe place program and mobile crisis intervention program provides round-the-clock mobile crisis intervention services to any youth in crisis and an entry point to nphy's full continuum of care at virtually every street corner in clark county. Nphy partners with terrible herbst convenience stores, rtc buses, and city of las vegas fire stations to provide safe spaces for youth to ask for and receive help; within thirty minutes of a safe place call, an nphy crisis responder arrives to the site, conducts an assessment, and transports the youth in need to an appropriate location to receive services.   nphy conducts aggressive and multi-pronged outreach to prevent youth homelessness, provide life-sustaining supplies and information to youth currently living on the streets, educate the community-at-large about teen homelessness, and advocate on behalf of homeless youth at the local and state levels. Nphy's street outreach team goes directly to the streets to provide street youth with food, hygiene supplies, information, and build trust.	
Coalition For Senior Citizens	http://	(775) 423-1088	EIN 88-0273791	310 Court St	Fallon	NV	89406	USA	Unknown	Provide nutrtious meals to the senior citizens of churchill county				Senior citizen nutrition (congregate & homebound meals)  other programs for senior citizens including advocacy and homemaker programs.	
Elko Park Foundation Inc	http://	(775) 753-8240	EIN 26-0685946	Po Box 501	Elko	NV	89803	USA	Environment, Parks & Playgrounds	We are dedicated to the conservation of natural resources by working in conjunction with city, county and other municipal groups to develop& construct parks & recreation trails & provide ed resources				The peace wheel was erected 100% under the gazebo-the only item	
Oasis Baptist Church	http://		EIN 88-0144682	1620 W Sunset Rd # 100	Henderson	NV	89014	USA							
A Second Chance For W I N G S	http://		EIN 71-0964107	4221 Totano Dr	N Las Vegas	NV	89032	USA	Centers to Support the Independence of Specific Populations, Emergency Assistance, Homeless & Housing, Homeless Centers, Human Service Organizations						
Nobearhuntnv Org	http://		EIN 45-1301988	Po Box 394-9800	Zephyr Cove	NV	89448	USA	Animal Protection & Welfare, Animals						
Great Basin College Foundation	http://	(775) 753-2246	EIN 94-2861434	Po Box 2056	Elko	NV	89803	USA	Education	Great basin college foundation cultivates, stewards and manages resources from our communitites for the benefit of the students and programs of great basin college.				Funds disbursed to great basin college for scholarships for students attending great basin college. Funds from temporary and endowed funds restricted for scholarships.   miscellaneous support to great basin college for various college related programs and projects.	
Foundation To Assist Young Musicians (FAYM)	http://www.theFAYM.org	(702) 255-1831	EIN 26-1472871	9513 Coral Way	Las Vegas	NV	89117	USA	Alliances & Advocacy, Arts & Culture, Fund Raising & Fund Distribution, Music, Philanthropy, Private Independent Foundations	The mission of the Foundation to Assist Young Musicians ("FAYM") is to encourage and support gifted young musicians in (1) early training, (2) advanced study, and (3) professional career development, specifically those who are in need of financial and/or mentoring support up to the age of 26.	Designed to serve youngsters in low income communities in Las Vegas, FAYM's "Violins for Kids" project (est. in 2009) provides instruments, materials, two class lessons each week, concert experiences, and a 2-week summer camp at no cost.  Enrollment has grown from 11 to 150 youngsters from 51 schools in greater Las Vegas.  View Video at https://www.youtube.com/watch?v=YRUtfpQUrXA     Your help is needed to expand this program to serve more "at possibility" youngsters!       FAYM's programs have won recognition from the Clark County School District's Board of Trustees & Partnership Program, the Clark County Board of Supervisors, and such celebrities as singer, Josh Groban, world famous solo bassist Gary Karr, Teller (of Penn & Teller), and Jamie Bernstein, daughter of renowned conductor/composer Leonard Bernstein.	FAYM gives youngsters from low income families the opportunity to learn a musical instrument at an early age.	The East Las Vegas Community Center & the Pearson Community Center in Las Vegas.	"Violins for Kids" Music Classes for youngsters beginning in 3rd grade/ Tuitio-free Summer Camp for V4K kids / High School String Orchestra Summer Camp / Mariachi Summer Camp / Scholarship Assistance for HS and College age Music Students / Career assistance for young professional musicians.	200 students from 61 schools in greater Las Vegas.
The Shade Tree Incorporated	http://www.theshadetree.org	702-385-0072	EIN 88-0253276	PO Box 669	Las Vegas	NV	89125	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing, Homeless Centers, Homeless Shelters, Human Services	To provide safe shelter to homeless and abused women and children in crisis and to offer life-changing services promoting stability, dignity, and self-reliance.	In 2015, we sheltered 6,502 total clients, 2056 of those were children.  We sheltered 148 pets.  Our total bed nights was 100,661.  152 Women secured employment, 503 accessed our free clinic and we served 165,068 meals.  All these numbers were significantly increase from 2014.	Women, Children and pets who are victims of sexual abuse, assault, human trafficking.	We are the largest facility of our kind in Nevada	Emergency Shelter, Transitional Shelter, Survivor's Service Center, Workplace Readiness Program, Life Skills, housing assistance, Children's Activity Center, Stallman Touro Clinic, and Noah's Animal House.	6,500 Women and Children
Inter Faith Ministry	http://		EIN 93-0836662	Non Profit Accounting Services	Las Vegas	NV	89107	USA							
Family Promise Of Reno-Sparks, Inc.	http://www.familypromisereno.com		EIN 88-0441139	P.O. Box 20988	Reno	NV	89515	USA	Homeless & Housing, Homeless Centers, Homeless Shelters, Housing Support	Family Promise of Reno/Sparks is a community-wide program that assists families on their journey to a stable future.					
Ageless Foundation Inc	http://	(702) 448-1222	EIN 06-1285283	9030 West Sahara Avenue No 137	Las Vegas	NV	89117	USA	Human Services						
Association Of State And Territorial Dental Directors	http://astdd.org	(775) 626-5008	EIN 74-2095782	3858 Cashill Blvd	Reno	NV	89509	USA		To provide leadership to promote a governmental oral health presence in each state and territory, to formulate and promote sound oral health policy, to increase awareness of oral health issues, and to assist in the development of initiatives for prevention and control of oral diseases.				Cooperative agreement provides funding to the association to establish and expand communication systems and liaison activity, standardize an annual summary describing state dental programs; conduct and particpate in on-site program reviews & provide technical assistance to states; assume responsibility for the key elements and coordination of the national oral health conference; & design & implement a national oral health surveillance system. Annual conference provides a forum for members of industry to share ideas for the development of the oral health industry and to educate members on new developments in the industry.	
Washoe Ability Resource Center	http://warcnv.org	(775) 829-7400	EIN 88-0089002	555 Reactor Way Reno Nv	Reno	NV	89502	USA	Developmentally Disabled Centers, Disabilities, Human Service Organizations, Human Services, Job Training	We research, develop and deliver learning systems for people with disabilities and those that support them.				Promotion of vocational habilitation and supportive living assistance for people with disabilities through training and employment opportunities.	
Southern Nevada Beagle Rescue Foundation	http://www.southernnevadabeaglerescue.com	(702) 493-9779	EIN 45-2576479	285 Irvin Ave	Las Vegas	NV	89183	USA	Animal Protection & Welfare, Animals	Rescue dogs				Found shelter and safed 15 dogs, by promoting education of responsible animal ownership.	
Our Savior Lutheran Church	http://		EIN 23-7085364	59 Lynn Ln	Henderson	NV	89015	USA							
ISchool	http://www.ischools.us	775-831-2423	EIN 27-4323244	889 Alder Avenue Suite 105	Incline Village	NV	89451	USA	Adult Education, Education, Secondary & High Schools, Special Education, Vocational & Technical Schools	ISchool's mission is to provide motivated learners of all ages with advanced educational opportunities, both onsite and online, in an atmosphere conducive to learning, mentoring and socialization.	Over 300 students have taken more than 400 semesters of mastery-based, accredited courses.	students of all ages locally and remotely across several time zones	Incline Village and Reno, Nevada	challenging, accredited middle-school and high-school courses in a blended learning environment, involving online and face-to-face instruction, and a variety of AP, Honors and Core courses as well as fun electives.	
Caliente Senior Citizens Inc	http://		EIN 94-3015900	Po Box 322	Caliente	NV	89008	USA	Human Services, Senior Centers, Seniors						
James M Langille Scholorship Fund	http://		EIN 04-3180012	5156 Cantina Ln	N Las Vegas	NV	89031	USA	Education, Scholarships, Scholarships & Student Financial Aid						
The Churchill Foundation	http://www.thechurchillfoundation.org	7029704823	EIN 46-3652699		Las Vegas	NV	89104	USA	Animal Protection & Welfare, Animals	We INSPIRE others to think past stereotypes and misinformation about shelter dogs and breed labels. We ADVOCATE for saving every life by dedicating our time to major medical and behavioral cases, because all lives deserve a chance. We EDUCATE those looking for a new pet on important lifestyle matches to ensure for-life placements. We are The Churchill Foundation	As of October 2016 we have rescued 94 animals!	Homeless pets	Southern Nevada	We rescue severe medical and behavioral cases from our county shelter. We also have Luka's Angels a pet loss support group offering subsidized euthanasia and aftercare.	In our first 3 years we have rescue just shy of 100 animals.
Elko Bighorn Sheep Unlimited	http://	(775) 738-7508	EIN 94-2943970	Po Box 2233	Elko	NV	89803	USA		To promote the procurement and release of big game species and the improvement of wildlife habitat				Contribution for the capture of diseased big horn sheep	
Tahoe-Pyramid Bikeway Inc	http://tpbikeway.org	(775) 825-9868	EIN 55-0895667	4790 Caughlin Pkwy 138	Reno	NV	89519	USA	Environment, Parks & Playgrounds	Creation of a public recreational facility				Evaluation & creation of a bike trail from lake tahoe to pyramid lake.   promote bike to work day & share the road	
Peter Marich Golf Scholarships	http://		EIN 88-0057022	Po Box 2186	Reno	NV	89505	USA							
Pei Family Foundation	http://		EIN 91-2163497	5921 Spring Ranch Pkwy	Las Vegas	NV	89118	USA	Education, Scholarships, Scholarships & Student Financial Aid, Unknown						
Renown Transitional Care Services	http://www.renown.org	(775) 982-4780	EIN 88-0231828	1155 Mill St	Reno	NV	89502	USA	Health, Reproductive Health Care, Reproductive Rights	Renown health makes a genuine difference in the health and well-being of the people and communities we serve.				See schedule orenown network services operates the pregnancy center and renown health x-ray and imaging. Renown regional medical center is the birthplace of two-thirds of all babies born in the area. Through the pregnancy center no patient is denied service based on inability to make payment. The pregnancy center has demonstrated that accessible, prenatal care where high-risk pregnancies are monitored and treated improves outcomes and reduces costs for the community. The pregnancy center gives expectant moms a program that includes prenatal visits with a physician or nurse practitioner, laboratory testing and other required services, the baby's birth at renown regional medical center and a newborn visit at the hospital from the baby's pediatrician. Renown health x-ray and imaging is northern nevada's leading provider of diagnostic imaging services, offering nine locations throughout the region. With excellent customer service and some of the area's most advanced diagnostic and treatment imaging technology, renown health x-ray and imaging supports well informed treatment decisions and improves patient outcomes. Renown has the only bi-plane angiography technology which allows radiologists to see three-dimensional images of the brain and provide minimally invasive treatment for stroke victims and a breast ultrasound screening that allows women with dense breast tissue to get a much more comprehensive examination than from mammography alone. Renown imaging staff are present at many of the community health fairs, providing educational information to patients about imaging services available to them right here in northern nevada. For the fiscal year ending june 30, 2014, renown network services, along with its parent, renown health and its subsidiaries, provided nearly $94 million in benefit to the community (using community benefit numbers gathered by the nevada hospital association using state-approved criteria to ensure consistency). For a full report on the benefit renown health provided to our community, as well as our community needs assessment and community benefit plan, go to www. Renown. Org/communitybenefit.	
West Star Ranch	http://		EIN 72-1579578	780 Manse Rd	Pahrump	NV	89048	USA	Thrift Shops						
Austin Historic Mining District Historical Society	http://		EIN 94-3210921	180 Main Street	Austin	NV	89310	USA	Arts & Culture, Museums						
