name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Crown Point Road Association Inc	http://		EIN 23-7131275	52 West St	Proctor	VT	05765	USA							
Pawsitive Pantry	http://		EIN 27-0297464	55 Carlyle Rd	Warren	VT	05674	USA	Animals						
New Beginnings	http://		EIN 03-0310211	1 Morning Glory Ln	White River Jct	VT	05001	USA							
VERMONT WORKS FOR WOMEN INC	http://www.vtworksforwomen.org	802-655-8900	EIN 22-2894557	32A Malletts Bay Avenue	Winooski	VT	05404	USA		To help women and girls explore, pursue and excel in nontraditional careers that pay a livable wage.		600+	Vermont	Vww works to address the needs of women in vermont to earn a livable wage and to succeed despite numerous personal, educational and economic barriers to employment. Vww works to educate women and girls about the wide array of nontraditional career opportunities available to them, many of which may have never occurred to them to pursue.	
GREEN MOUNTAIN HABITAT FOR HUMANITY	http://www.VermontHabitat.org	(802) 872-8726	EIN 22-2558923	300 Cornerstone Drive Suite 335	Williston	VT	05495	USA	Christianity, Homeless & Housing, Housing Development, Construction & Management, Religion	Build low-cost houses for low - middle income families	low-income working families	65 families	Chittenden County, Vermont	building simple, decent and perpetually affordable homes for families to purchase at cost, with no down-payment and a 0% mortgage.	
Lanpher Memorial Library Town Of Hyde Park	http://		EIN 03-0308674	PO Box 196	Hyde Park	VT	05655	USA	Education, Libraries						
Vermont Theater Festival Inc	http://		EIN 03-0275808	501 Blachly Rd	Marshfield	VT	05658	USA							
OTTAUQUECHEE HEALTH FOUNDATION	http://www.ohfvt.org	802-457-4188	EIN 03-0197766	P.O. Box 784	Woodstock	VT	05091	USA	Health, Health Care	The mission of the Ottauquechee Health is to promote and support programs that identify and help meet the health care needs in the towns of Barnard, Bridgewater, Hartland, Killington, Plymouth, Pomfret, Quechee, Reading, and Woodstock.	promote and support access to health care.	more than 2,000 people through our grants programs.	Woodstock, Vermont	Individual Good Neighbor Grants for financial help with prescriptions, counseling, medical equipment, physical therapy, oral health care, and other health care needs.  We also provide support to organizations who support our communities with through programs that support and promote health. We have granted more than $2.5 million dollars since 1996.	Over 2.5 million dollars through grants in the past 10 years.
Sun Of Justice Trust	http://		EIN 03-6015935	Local	Benson	VT	05731	USA							
Paramount Center Inc	http://	(802) 775-0570	EIN 22-2528303	30 Center St	Rutland	VT	05701	USA		Operated a community based performing arts center through production of a wide variety of theatrical performances and provided the theatre facility for use by other community organizations to provide education and increased exposure to the performing arts.				Operated a community based performing arts center through production of a wide variety of theatrical performances and provided the theatre facility for use by other community organizations to provide education and increased exposure to the performing arts.	
Hilltop Montessori School Inc	http://hilltopmontessori.org	(802) 257-0500	EIN 03-0229430	120 Summit Cir	Brattleboro	VT	05301	USA	Education, Preschools	Hilltop montessori school, inc. 's mission is for students to attain responsible independence. Students will come to an awareness of their unique task in and responsibility to the care of self, community, and the earth. Students will come to realize the fullness of their intrinsic academic and creative potential. Students will come to maturity and integrity according to their individual rhythm, pace and style.				Hilltop montessori school, inc. Is an independent, non-profit, educational institution for children toddler through middle school. It provides an authentic montessori education to up to 130 economically diverse students on 43 acres in brattleboro, vermont.	
Williamstown Lutheran Church	http://		EIN 03-0340498	134 Scenic View Dr	Northfield	VT	05663	USA							
Woodridge Inc	http://		EIN 22-2547189	PO Box 547	Barre	VT	05641	USA	Health, Nursing Facilities, Seniors						
Puffer Child Care Center	http://		EIN 03-0332963	Po Box 537	Morrisville	VT	05661	USA		Affordable Child Care					
Holistic Artistry, Inc.	http://		EIN 03-0267948	1634 North Ave.	Burlington	VT	05401	USA							
Maple Corner Community Center Inc	http://		EIN 03-0297766	Po Box 38	Calais	VT	05648	USA							
Central Vermont Hospital Auxiliary Inc	http://	(802) 229-0422	EIN 03-0264240	Po Box 547	Barre	VT	05641	USA						Scholarships paid directly to educational institutions for students pursuing careers in the medical and health professions  project awards for various educational and community related projects to enhance central vermont medical center services. Examples: woodridge nursing home - blanket warmer cvmc educational programs - reach out and read, cpr training manikins music library, yarn, hip kits and crossword books. Cvmc medical group & rehabilitation - terrace project, bio merieux mini vidas, gmta bus cards/passes, mr4 super pulse laser.	
Thetford Historical Society Inc	http://www.thetfordhistoricalsociety.org	(802) 785-2068	EIN 03-6012814	Po Box 33	Thetford	VT	05074	USA		The organization's purpose is to collect, preserve and display information and artifacts connected with the history of the town of thetford, vermont and the surrounding area and to educate the public about this history.				The society ran its library year-round. The library is open to the public 6 hours weekly and staffed 12 hours weekly.   the society ran its barn museum for 4 sundays in july and 1 sunday in august. The museum had 100 attendees at programs designed to educate the public about the history of life in thetford and its implications on today's town environment. The museum is a historic building with a collection of artifacts on display. The society also hosts special events and speakers at the museum.   this year the society sponsored an old fashioned barn dance on july 2, 2014. It had approximately 100 attendees.   the society sponsored an organ recital on august 10,2014 to introduce the restored vintage organs housed in the museum. Prior to the rectial there was a talk about the restoration process and history of the organs. About 70 people attended this event.	
Yestermorrow Design/Build School	http://www.yestermorrow.org	802-496-5545	EIN 03-0278594	189 Vermont Route 100	Warren	VT	05674	USA	Arts & Culture, Arts Education, Education, Performing Arts Schools, Vocational & Technical Schools	Yestermorrow Design/Build School was founded in 1980 on the belief that the best built environments result from true collaborations between designers, builders and owners. Yestermorrows approach combines yesterdays dedication to craft, beauty and durability with todays technologies to create a sustainable world. Yestermorrows courses empower people and unleash their creative spirit. This synthesis is enhanced through the design/build method and the connection between hand and mind that unfolds in that process.				Yestermorrow design/build school teaches over 150 hands-on courses a year in design, construction, woodworking, and architectural craft and offers a variety of courses concentrating in sustainable design. Our workshops, certificate programs and semester programs are taught by top architects, builders, and craftspeople from across the country. For people of all ages and experience levels, from novice to professional.	
Burlington-Yaroslavl Sister City Program	http://		EIN 03-0322090	235 College St	Burlington	VT	05401	USA	International, International Cultural Exchange, International Exchange						
Vernon Historians Inc	http://		EIN 23-7003281	567 Governor Hunt Rd	Vernon	VT	05354	USA							
Friends Of The West Rutland Town Hall Inc	http://	(802) 438-5771	EIN 03-0320842	Po Box 591	West Rutland	VT	05777	USA	Unknown	To provide funds to assist in the renovation of the west rutland town hall				Accumulation funds for general improvements to town hall	
The Dorset Equine Rescue Inc	http://		EIN 46-3192988	Po Box 724	East Dorset	VT	05253	USA	Animal Protection & Welfare, Animals						
Angkor Hospital For Children Inc	http://angkorhospital.org/		EIN 99-0384215	139 Plowden Rd	Putney	VT	05346	USA	Philanthropy, Public Foundations	Raise awareness in the U.S. of health and welfare of poor children in Cambodia, and raise money to fund healthare and healthcare initiatives, including but not limited to the Angkor Hospital for Children, Siem Reap, Cambodia.					
Meals On Wheels Of Lamoille County Inc	http://		EIN 22-3240238	Po Box 1427	Morrisville	VT	05661	USA	Community Service Clubs						
Renew Building Materials & Salvage, Inc.	http://www.renewsalvage.org	(802) 246-2400	EIN 76-0799202	16 Town Crier Drive	Brattleboro	VT	05301	USA	Environment, Home Improvement & Repairs, Homeless & Housing, Job Training, Recycling	The organization uses all revenues to promote, educate and provide services that bring awareness of and the accessibility to reusable building materials in order to preserve and renew the earth's natural resources and at the same time assist low income families by providing more affordable materials for the building, remodeling, and repairing of their homes.				The organization provided deconstruction services that allow for the reuse of building materials  the organization operates a recycled and "green" building materials store  the organization continues to educate the general public, homeowners and builders about reuse alternatives	
Wuqu' Kawoq - Maya Health Alliance	http://www.wuqukawoq.org	617-447-3034	EIN 20-8741625	PO Box 91	Bethel	VT	05032	USA	Community Health Systems, Health, Human Services	The NGO Wuqu' Kawoq is committed to facilitating excellence and linguistic competence in medical care delivery in the indigenous highlands of Guatemala. There are currently few medical programs in Guatemala that provide care or educational in indigenous Mayan languages. We believe that the provision of first language services is the first step toward excellent care.  We cultivate partnerships and fund targeted projects at the intersection of indigenous language rights, literacy, and the provision of medical care. Such projects include: primary care systems development, support for indigenous community health workers, dissemination of written medical resources in indigenous Mayan languages, and literacy and continuing-education training for community health practioners.	Kaqchikel and K'ichee' speaking indigenous communities in Guatemala.	15,000	Guatemala	Child Nutrition Clean Water Diabetes Language Revitalization Rural Health Services Women's Health Prenatal Care Publishing	We have especially developed expertise in the areas of child malnutrition treatment and prevention, maternal-child health programs, diabetes and chronic disease management,
Windham County Mothers Center Inc C/O Anita Dunlap-Childs	http://		EIN 03-0335112	RR No 1 Box 297	Brattleboro	VT	05301	USA							
Vermont Mozart Festival	http://www.vtmozart.org	802-862-7352	EIN 03-0263394	3 Main Street, Suite 217	Burlington	VT	05401	USA	Arts & Culture, Music, Symphony Orchestras	In 1974, the festivals founders recognized an underserved niche in Vermonts cultural landscape. Struck by the similarity of Vermonts beauty to that of Mozarts Austria, they were inspired to create a music festival in the European model: a series of interrelated classical events in a variety of gorgeous settings.Since its first season, the Vermont Mozart Festival has been dedicated to enriching peoples lives through beautiful music in special Vermont places. The festival hosts approximately 20 concerts in more than ten scenic and historic locations each year.			Vermont		
East Middlebury Historical Society	http://		EIN 03-0355294	Po Box 694	E Middlebury	VT	05740	USA	Arts & Culture, Museums						
First Night Burlington Inc	http://www.firstnightburlington.com	(802) 863-6005	EIN 03-0287099	100 Main St Ste 3	Burlington	VT	05401	USA	Arts & Culture	Production of a substance free community arts event.				Production of a substance free community arts event.	
Gilbert Hart Library Association	http://		EIN 03-0189143	Po Box 69	Wallingford	VT	05773	USA							
Denny Family Foundation	http://www.landmark.edu	(802) 387-6700	EIN 04-3380697	19 River Rd S	Putney	VT	05346	USA	Education, Scholarships, Scholarships & Student Financial Aid	To provide scholarship assistance to students attending landmark college				To provide scholarship assistance to students attending landmark college  none  none	
Wallingford Rescue Inc	http://		EIN 03-0275796	Po Box 246	Wallingford	VT	05773	USA							
National Gardening Association, Inc.	http://www.kidsgardening.org	(802) 863-5251	EIN 23-7346417	237 Commerce St Suite 101	Williston	VT	05495	USA	Children & Youth, Education, Environment, Garden Clubs, Youth Development	NGA's mission is to empower every generation to lead healthier lives, build stronger communities, and encourage environmental stewardship through educational gardening programs.	educate children through gardening		all parts of the United States	school and community garden grants, free resources, lesson plans.	We have helped over 1.6 million youth and given over 10,000 grants
Champlain Senior Center Inc	http://www.champsenior.org		EIN 23-7056383	241 N Winooski Ave	Burlington	VT	05401	USA		To assist, empower and encourage elders, our senior citizens, to live in dignity and independence in settings of their own choice and to provide meals, transport, and health-focused activity for low-income seniors				Organization provides low-cost and no-cost meals, recreational and social facilities, health and civic information, and tranportation for senior citizens, most of whom are low income	
International Sled Dog Veterinary Medical Associates Inc	http://		EIN 52-1863503	1716 Thomas Hill Rd	Brattleboro	VT	05301	USA	Amateur Sports Competitions, Sports						
National Huguenot Society	http://		EIN 14-6050831	160 Bellevue Ave	Rutland	VT	05701	USA							
Pure Water for The World, Inc.	http://www.purewaterfortheworld.org	802 747 0778	EIN 03-0362954	P. O. Box  55	Rutland	VT	05702	USA	International, International Development	Pure Water for the World is a 501(c)(3) non-profit organization with a mission to improve the health and livelihood of children and families in the developing world by partnering with communities to establish safe water solutions.	children and their families living in rural, underserved areas of Central America and the Caribbean	1,702 community members with clean water, 451 homeowners with latrines, and 21 schools, benefiting more than 10,000 people	Haiti and Honduras	clean, safe drinking water, hygiene education and sanitation.	Pure Water works in rural and underserved communities in Haiti and Honduras by providing safe drinking water, hygiene education and sanitation to families. Our complete WASH projects include the installation of water filtration systems homes and schools, the building of latrines and sanitation and hygiene education. Community workshops and training programs are also a major part of our projects as they increase the sustainability of our work and engage and empower the communities where we are working.    We have partnered with over 200 communities, reaching more than 750,000 people in Haiti and Central America with life-changing, sustainable safe water, hygiene and sanitation solutions.
Windham County Humane Society	http://wchs4pets.org	(802) 254-2232	EIN 03-6016140	916 W River Rd	Brattleboro	VT	05301	USA	Animal Protection & Welfare, Animals	The windham county humane society is dedicated to ensuring the safety and well being of animals, as well as enhancing the relationship between individuals and pets through adoption, education, advocacy, compassion and promotion of animal welfare.				Shelter of stray animals and adoption of animals. Rabies and spay/nuter clinics to help control animal population	
BIRDS OF VERMONT MUSEUM INC	http://www.birdsofvermont.org	802-434-2167	EIN 03-0277302	900 Sherman Hollow Rd	Huntington	VT	05462	USA	Animals, Art Museums, Arts & Culture, Bird Sanctuaries, Natural History & Natural Science Museums	to provide education, to nurture an appreciation of the environment, and to study birds and their habitats using woodcarvings and other museum resources.	everyone learn about birds, bird conservation, and wood carving	hundreds of elementary students by hosting bird-related field trips; libraries and patrons; dozens of younger kids with bird-focused art, craft, and outdoor activities; and uncounted birds by protecting their habitat.	Vermont (especially Chittenden county)	a museum and mixed-habitat property to explore, guided birding for all experience levels, classes and workshops, and on- and off-site programs in science and art for and about birds.	Hundreds of potential birders, naturalists, and ornithologists  introduced to birds through art and science, in both formal school-like sessions and informal explorations.  Provide temporary exhibits for libraries and tourist/rest areas; Offer and lead weekly, biweekly, and occasional children's programs on birds and carvings onsite and at local events.
Camp Billings Inc	http://www.campbillings.org	(717) 627-3951	EIN 03-6006792	Po Box 3539	Stowe	VT	05672	USA	Camps, Human Services, Physical Fitness & Community Recreational Facilities, Sports, Young Mens or Womens Associations	Conduct a summer camp for children for eight weeks.				Conducted summer camp for children for eight weeks, serving 550 different campers.	
Parents Families And Friends Of Lesbians And Gays, Inc.	http://www.pflag.org/		EIN 04-3257830	399 Dewey St	Bennington	VT	05201	USA	Civil Rights, Counseling, Lesbian & Gay Rights, LGBTQ, Mental Health	Our Vision: We, the parents, families and friends of lesbian, gay, bisexual and transgendered persons, celebrate diversity and envision a society that embraces everyone, including those of diverse sexual orientations and gender identities. Only with respect, dignity and equality for all will we reach our full potential as human beings, individually and collectively. PFLAG welcomes the participation and support of all who share in, and hope to realize, this vision.					
Burlington Meals On Wheels	http://	(802) 862-6253	EIN 03-0229883	3 Cathedral Square	Burlington	VT	05401	USA		To provide meals for adults age 60 and over as part of the older americans act.				Burlington meals on wheels provides meals 365 days per year in accordance with its mission. In 2014 it provided approximately 77,660 meals to about 385 adults age 60 and over.	
Northshore Christian Academy	http://		EIN 04-3378827	PO Box 58	Manchester	VT	05254	USA	Education, Elementary & Secondary Schools, Literacy						
Ernest W Gibson Memorial Foundation Inc	http://		EIN 23-7063932	PO Drawer D	Montpelier	VT	05601	USA							
Child Dimensions Insurance Company	http://	(330) 543-8171	EIN 03-0317160	100 Bank St Ste 610	Burlington	VT	05401	USA	Insurance Providers	Child dimensions insurance company (cdic) transacts business as a captive insurance company. Child dimensions insurance company (cdic) provides hospital, professional, general and excess liability coverage to children's hospital medical center of akron and its subsidiaries.				Child dimensions insurance company is a pure captive insurance company providing professional liability (medical malpractice), general, and excess liability insurance to children's hospital medical center of akron and its subsidiaries.	
Kenya Self-Help Project	http://www.KenyaSelfHelp.org	8028635948	EIN 45-0554312	32 Thibault Parkway	Burlington	VT	05401	USA	Children & Youth, Education, Primary & Elementary Schools, Scholarships, Scholarships & Student Financial Aid, Youth Development	OUR MISSION is to improve the social and economic future of Kendu Bay children through school-based programs that promote gender equity and advance education opportunity.  	12,000 children at 23 partner primary schools	12,000 students	Nyakongo zone, Homa Bay County, Kenya	SPONSOR-A-STUDENT scholarships to high-achieving impoverished students.  GIRLS EMPOWERMENT promoting gender equity and school retention for 3,400 girls, grades 4-8 through Girls Club education, 'Dignity Kit' supplies and gender-sensitive latrines.   PRIMARY SCHOOL RESOURCES providing core subject textbooks to partner schools.	SCHOLARSHIP PROGRAM:     More than 200 Kendu Bay students received high school scholarships since 2006.    90% of sponsored students earn university scholarships.    5,000 hrs. community service volunteered to local schools, hospitals and social services.  GIRLS EMPOWERMENT PROGRAM:     School dropout reduced 98% , from 230/yr to 4 girls.   Pregnancy eliminated from 29 to ZERO in 23 schools.   Absenteeism reduced up to 70% in 23 schools.   Girls' high school eligibility reached 100%, up from 43%.   Girls hold position #1 in 75% of all grade 1-8 classes.  PRIMARY SCHOOL RESOURCES:     KCPE performance scores improved 26-50% in 23 partner schools.   School enrollment increased 60-86% at 23 partner schools.
Humane Society Of Chittenden County	http://www.chittendenhumane.org	(802) 862-0135	EIN 03-0193150	142 Kindness Ct	S Burlington	VT	05403	USA	Animal Protection & Welfare, Animals	To foster compassionate treatment of animals and prevent animal suffering through sheltering homeless and unwanted pets, timely efforts to place each animal in a responsible and caring home, animal cruelty investigation, feral cat colony management and humane education.				In 2014 hscc cared for 1,060 companion animals and found responsible and caring homes for 908. We have continued our effort at community and educational outreach by providing camp paw paw humane education to 150 campers, and two best friends university sessions to over 200 community members. We continued our trap/neuter/release program for feral cats. We continue to partner with the chittenden emergency food shelf by providing free donated pet food and supplies.	
Isle Lamotte Pta	http://		EIN 03-0335856	167 Woods Rd	Isle La Motte	VT	05463	USA							
Northeast Access Committee	http://		EIN 03-0337798	Po Box 710	Newport	VT	05855	USA	Arts & Culture, Media & Communications						
Pawlett Historical Society	http://		EIN 23-7314323	Po Box 113	Pawlet	VT	05761	USA							
Monteverdi Music School Inc	http://	(802) 229-9000	EIN 03-0343546	Po Box 1062	Montpelier	VT	05601	USA	Education	Music lessons and instructions				Music lessons to central vermont residents, adult and children.	
Cabot Emergency Ambulance Service Inc	http://	(802) 563-2030	EIN 23-7085937	Po Box 32	Cabot	VT	05647	USA	Emergency Medical Services & Transport, Health	Community ambulance service				Provide ambulance service to three rural communities & backup to other towns by community volunteers	
Four Corner School House Assoc	http://		EIN 03-0328750	Po Box 63	E Montpelier	VT	05651	USA							
Little League Baseball Inc	http://www.littleleague.org/		EIN 23-7050261	42 Farrington Pkwy	Burlington	VT	05408	USA	Amateur Sports Competitions, Baseball & Softball, Recreation & Sports, Sports	To provide healthy activity for children using the ball field as a classroom to instill discipline, team work, sportsmanship and fair play, and to establish a set of values to guide them into adulthood.					
Rutland County Community Services Inc	http://	(802) 775-8224	EIN 22-2795961	Po Box 222	Rutland	VT	05702	USA		Community services				Community services	
Alliance Community Fellowship	http://		EIN 23-7313325	1 Scale Ave Ste 101	Rutland	VT	05701	USA							
VOLUNTEERS IN MEDICINE (national office)	http://www.volunteersinmedicine.org	(802) 651-0112	EIN 31-1467440	162 St. Paul Street	Burlington	VT	05401	USA	Ambulatory & Primary Health Care, Community Health Systems, Health, Human Service Organizations	To promote and guide the development of a national network of free clinics emphasizing the use of retired medical and community volunteers within a Culture of Caring to improve access to health care for America's uninsured.			Volunteers in Medicine will provides assistance to community across the country.	Volunteers in Medicine is the only national nonprofit dedicated to the development of free health care clinics for the uninsured.  VIM clinics depend on local leadership, community organization and sound planning for sustainability. Experienced VIM staff provide assistance and resource materials through each step of the clinic development process. A site visit is required to assess leadership potential, trouble shoot and further guide the planning process.Each local organizing committee is required to complete a feasibility study to assess the needs and resources of the community to determine the viability of a VIM clinic VIM clinics emphasize the Culture of Caring treating each person who enters the clinic with dignity and respect.  Within this culture, volunteer medical professionals are able to practice pure medicine without the business of medicine and patients are treated as friends and neighbors not a diseases or numbers.	There are currently 96 VIM clinics located in 29 states, providing over 400,000 patient visits to uninsured members of their communities.  Over 11,500 medical and non-medical volunteers help staff the clinics and deliver the care.  The national VIM office provides support services to open clinics while continuing to assist in the development of additional clinics across the country.
Alpha Gamma Rho Alumni Association Inc	http://	(802) 877-1509	EIN 23-7387955	C/o Kevin T Rooney 499 Plank Rd	Vergennes	VT	05491	USA		Provide collegiate fraternity housing for approximately 20 students and provide educational opportunities for undergraduate members.				Provided fraternity housing to 20 collegiate members and leadership opportunities for 30 undergraduate members	
United States Pony Clubs Inc	http://		EIN 03-0327070	PO Box 479	Moretown	VT	05660	USA							
WAR LEGACIES PROJECT INC	http://www.warlegacies.org	(917) 991-4850	EIN 26-1947398	144 Lower Bartonsville Rd	Chester	VT	05143	USA	Adult Education, Education, International, International Peace & Security, International Relief		provide comprehensive support to families impacted by war.	17 families in Quang Nam, Vietnam built new homes; 40 families in Quang Nam, Vietnam purchased cows; 90 families in A Luoi, Vietnam planted rattan seedlings; 7 children in Nam Dong, Vietnam attended early intervention programs,	Southeast Asia	income generation; early intervention for children with disabilities, scholarships, rehabilitation services, wheelchairs and other adaptive equipment, and environmental remediation in defoliated areas.	
Rockingham Memorial Hospital	http://		EIN 03-6010846	Hospital Ct	Bellows Falls	VT	05101	USA							
Crystal Lake Falls Historical Association	http://		EIN 22-2641955	Po Box 303	Barton	VT	05822	USA							
Northern Counties Health Care Inc	http://www.nchcvt.org	(802) 748-9405	EIN 51-0199559	165 Sherman Dr	St Johnsbury	VT	05819	USA		We believe that quality health care is a basic human right which must be accesible and affordable. We believe that programs must be coordinated with other human services and planned so that care is continuous throughout the system of health care and is provided in the most cost-effective way possible. In carrying out our beliefs, we will provide preventive, primary care, home-based, and hospice services. It is our intention to treat people at all times with respect and dignity, and primary emphasis placed on communication, education, and confidentiality.				To provide primary care, dental care, behavioral health and community health services to residents in the northeast kingdom region.   to provide home health, hospice and homemaker services to residents in the northeast kingdom region.	
Bristol Friends Of The Arts Inc	http://	(802) 453-4032	EIN 03-0326386	25 Main Street	Bristol	VT	05443	USA	Arts & Culture	Promotion of arts community				Art on main-cooperative vermont artists' gallery  bristol friends of the arts - promote and support vibrant local arts community  bristol historical society-promote history of town of bristol	
Funeral Consumers Alliance Inc	http://		EIN 52-1095109	33 Patchen Rd	Soburlington	VT	05403	USA	Consumer Protection	Education					
Bennington Project Independence Inc	http://www.bpiads.org	(802) 442-8136	EIN 03-0270346	614 Harwood Hill Road	Bennington	VT	05201	USA	Human Services, Residential Care & Adult Day Programs	Mission:to provide safe, caring and exceptional adult day care and health rehabilitation services. These services will offer meaningful, individually tailored programs and care designed to enhance the dignity, independence, joy and quality of life of older persons, younger adults with disabilities, provide support and respite for their families and caregivers and serve as an informational resource for our communitiesvision:to provide care options for individuals and families facing the challenges of aging and or disability				Services: building we continue to raise funds to address the lower level of the building to create a larger activity area for our participants and allow the entire building to be utilized in the event of a local emergency. The dr. Richard a. Sleeman center is pleased to be designated as a red cross shelter for bennington county adult day service personnelhaving the right staff is critical to the success of our adult day program. Families entrust the care of their loved ones to bennington project independence every day. Our staff tend to become an extension of family for many of our participants and their family caregivers. Bpi's staff includes and executive director who is qualified as an activity consultant; certified and masters level expressive arts therapist; an administrative coordinator who is also our webmaster, a membership coordinator, a licensed marriage and family counselor and certified art therapist; an activity coordinator who is a certified activity director and personal trainer; activity assistants, licensed nursing assistants, licensed practical nurses, a registered nurse, van drivers, a nutrition manager and cook, a part-time facilities manager, a part-time housekeeper and part-time development specialist. Our staff is supplemented by assistance from a consulting bookkeeper, a certified public accountant, a music therapist and a yoga therapist. In 2012-2013, bpi had over 319 volunteers who donated countless hours of service to our participants and our program. Bpi takes pride in its excellent staff-to-participant ratio and the personalization of all aspects of care and service. With our new, expanded adult day care and day health rehabilitation facility, bpi's staffing needs have also increased. This has created more jobs for the local economy. We knew that with the facility expansion our personnel budget would need to increase also. Bpi has historically had an excellent history of long term staff retention. Multiple staff members have been with bpi 20 years or more. Staff are not just hired, they are added to our "bpi family" it generally takes about a year to truly learn the intricacies of the job and the philosophic operation of our organization. All of our staff members are extremely caring, dedicated professionals who are cross trained to provide the utmost in flexibility and service provision for our participants and their families. With the new building as a substantial resource and with its professional and compassionate staff, bennington project independence continues its proud tradition of helping families share the care.   health services: kitchensin designing our new adult day center, the provision of fresh, high quality meals for our participants was paramount. Many of our participants are no longer able to prepare their own meals and have nutritional issues that can affect their health. The food we serve for lunch at bpi may be the only well-balanced meal some of our participants have each day. Bpi has a full-featured, modern commercial kitchen. We received design recommendations from several accomplished local chefs and restauranteurs. The result is an efficient and modern kitchen capable of feeding not only our participants but of serving several hundreds of people should our facility ever need to be used as an emergency shelter for our community. Bpi has an amazing nutrition manager who understands the unique dietary needs of older persons and younger adults with disabilities. She is committed to making well balanced, nutritious, home-cooked meals and healthy snacks. She works closely with our activity program to ensure that our meals dovetail with the activity themes of the day. They complement each other beautifully and provide a flavorful addition. Besides the full commercial kitchen, bpi included a full residential-style kitchen that is completely handicapped accessible. The counters and sink can accommodate participants in wheelchairs. An induction cooktop was included to ensure the utmost in participant and staff safety in cooking. The country kitchen was designed to promote independence and safety. Our participants enjoy relearning or polishing up their cooking skills. Our homey country kitchen is a delightful place for our participants to relish the joys of home cooking and a place to share family memories and recipes. Having our own kitchen has been an incredibly positive addition to the services and comprehensive care that we are able to provide for our participants. Bpi is a congregate meals site where the public can make a reservation to enjoy lunch at the richard a. Sleeman center. Exercise the exercise program at bennington project independence is part of a larger initiative to ensure that bennington project independence is a resource for the entire community. This can be seen in the strength and balance class that is a free fitness class for the community conducted weekly at the dr. Richard a. Sleeman center. Though the original focus was for persons with parkinson's disease, it has evolved into a popular option and enhancement to bone builders classes for adults in the community.   transportation:a major factor in the success of bpi's adult day program is the ability to provide our own personalized door-through-door transportation for our participants and families utilizing our own handicapped accessible vehicles. Our small fleet of three lift-equipped vehicles allows our expert transportation staff to be flexibly responsive to ever-changing participant, family caregiver and in-home service provider needs and schedules. Our highly trained drivers are sensitive to the needs of older and/or disabled persons. They are trained in passenger assistance, cpr and first aid. They provide a vital, personal connection between family caregivers and bpi. Our vehicles provide service for participants and families in the greater bennington and southshire area. We work with the local public transit provider, the green mountain express (gmc), to facilitate transportation for participants and families in the northshire area. This collaboration provides a hybrid of public and private service to ensure that everyone has access to safe and reliable transportation to and from our adult day program.	
Association For Computing Machinery	http://www.acm.org/		EIN 22-3012310	Box 2183 Winooski Park	Colchester	VT	05439	USA	Engineering & Technology, Science & Technology, Technology	Founded in 1947, ACM is the world's first educational and scientific computing society. Today, our members  over 80,000 computing professionals and students world-wide  and the public turn to ACM for authoritative publications, pioneering conferences, and visionary leadership for the new millennium.					
Barre Vocational Tech Enterprises, Inc.	http://		EIN 23-7143921	Spaulding High School, 155 Ayers ST	Barre	VT	05641	USA	Education, Vocational & Technical Schools						
Brattleboro Museum And Art Center Inc	http://www.brattleboromuseum.org	(802) 257-0124	EIN 03-6016116	10 Vernon St	Brattleboro	VT	05301	USA	Art Museums, Arts & Culture, Arts Education, Children's Museums	The brattleboro museum & art center is a nonprofit organization founded in 1972, with a mission to present art and ideas in ways that inspire, educate, and engage people of all ages.				Presented 15 contemporary art exhibits and approximately 50 cultural events, attended by approximately 15,000 visitors. Carried out arts education programs in collaboration with area schools. Served as a venue for numerous public and private gatherings.	
Peacham Historical Association	http://www.peachamhistorical.org	(802) 592-3051	EIN 04-3389268	Po Box 101	Peacham	VT	05862	USA	Arts & Culture, History Museums	Preserve, document and present peacham's heritage,				Historical collections: peacham historical association collects and preserves documents, images and artifacts from peacham's past and presents them within a rich interpretive context via changing themed exhibits at the historical house via our research room. Special projects anchored by the collection have resulted in several publications.   historical sites: peacham historical association preserves, maintains, and provides access to the early 19th century historic house, the 1820 goodenough blacksmith shop, and the mid-19th century peacham hollow schoolhouse to provide solid physical links to a vanished past and the very different environment in which vermonters then lived.   education: peacham historical association offers permanent and rotating exhibits at its historical house museum, blacksmithing demonstrations at the 1820 goodenough shop, twice-yearly conversations with "ghosts" at their gravesites in peacham's cemetery, an annual meeting speaker, self-guided walks and a selection of local publications.	
Friends In Adoption Foundation Trust	http://	(800) 982-3678	EIN 20-1405732	Po Box 238	Poultney	VT	05764	USA	Adoption, Children & Youth	To solicit funds to be used to support the purpose of friends in adoption, inc. A 501(c)(3) adoption agency as well as other organizations and groups that support the adoption process.				The organization was able to provide rental of their property to friends in adoption, inc. Per their mission	
Arts Council Of Windham County Inc	http://	(802) 254-1059	EIN 51-0188173	Po Box 6093	Brattleboro	VT	05302	USA		Promote arts in windham county, vermont				Arts council of windham county helped get funding for art projects in brattleboro, vt celebration of arts, music and dance in brattleboro  art in the neighborhood held 60 art classes serving 120 economically disadvantaged children  free is art sponsered free music and art education for 65 people  see attached statement	
