name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Geographic areas served	Programs	Results	Target demographics	Direct beneficiaries per year
Westwood Boys Club Incorporated	http://		EIN 61-0650316	2224 Main St W	Ashland	KY	41102	USA							
National Walking Horse Association	http://www.nwha.com		EIN 56-2114680	4059 Iron Works Parkway, Suite 4	Lexington	KY	40511	USA	Animal Services, Animals	Promoting the naturally-gaited walking horse and its humane treatment.					
Christian Life Center Of Harrodsburg Inc	http://	(859) 734-5001	EIN 31-1108644	108 S Main St	Harrodsburg	KY	40330	USA		To help the less fortunate		Helped the less fortunate			
Children of the Americas (COTA)	http://www.childrenoftheamericas.org	(859) 422-4278	EIN 61-1196577	P.O. Box 282  838 E. High St.	Lexington	KY	40502	USA	International, International Development, International Relief	COTA enhances the health and wellbeing of underserved women and children in developing countries through international collaboration.	rural Guatemala	donated medical/surgical/dental and orthopedic services		Mayan women and children	
Northern Kentucky University Foundation Inc	http://foundation.nku.edu	(859) 572-5126	EIN 23-7116528	Lucas Administrative Center Suite 2	Highland Heights	KY	41099	USA	Education	The northern kentucky university foundation is an independent, non-profit, tax-exempt public charity incorporated in kentucky under kentucky revised statute 273 and section 501(c)(3) of the internal revenue code that exists solely to receive and manage private gifts for the advancement and benefit of northern kentucky university.		Student financial aid  instruction  public service			
Boys & Girls Clubs of Kentuckiana	http://www.bgckyana.org	502-585-5437	EIN 61-0568789	PO Box 4989	Louisville	KY	40204	USA		To inspire and enable all young people, especially those most in need of our services, to realize and develop their full potential as productive, responsible and caring citizens.		We encourage the development of the whole child by focusing on 5 key areas: Character and Leadership Development; Education and Career Development; Health and Life Skills; The Arts and Sports, Fitness and Recreation.	In 2012 we served over 3,000 youth and provided nearly 40,000 healthy, nutritious meals!	Youth in the Kentuckiana area between 6 - 18 years old.	
Charity Tabernacle Church Of Newport Kentucky Inc	http://		EIN 31-0888984	1058 Grand Ave	Newport	KY	41071	USA							
Disabled Veterans Life Memorial Foundation Inc	http://www.dvlmf.org	(800) 331-7590	EIN 52-2098855	3725 Alexandria Pike	Cold Spring	KY	41076	USA	Arts & Culture, Civil Rights, Fund Raising & Fund Distribution, Military & Veterans Organizations, Philanthropy, Public Foundations, Veterans	To promote the interests of the american veterans disabled for life memorial in washington, dc, and to accomplish all other purposes authorized by law.		Expenses incurred for establishment of a national memorial on federal lands in the district of columbia to honor disabled veterans. The dedication ceremony was held on october 5, 2014.			
Civil Air Patrol	http://www.capnhq.gov/		EIN 91-1874723	118 Fern Lea Cir	Bardstown	KY	40004	USA	Disaster Aid, Disaster Preparedness & Relief Services, Human Service Organizations, Human Services	For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.		For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.			
GILDAS CLUB LOUISVILLE	http://www.gildasclublouisville.org	(502) 583-0075	EIN 20-1635170	633 Baxter Ave	Louisville	KY	40204	USA		To ensure that all people impacted by cancer are empowered by knowledge, strengthened by action, and sustained by community.  Gilda's Club Louisville provides a place where men, women, teens and children with all types of  cancer (and their families and friends) join with others to build social and emotional support as a supplement to medical care. Free of charge and non-profit, Gilda's Club offers support and networking groups, lectures, workshops and social events in a home-like setting. Gildas Club Louisville serves members from Jefferson, Oldham, Bullitt, Spencer, Shelby, Hardin, and Nelson counties in Kentucky, as well as Clark and Floyd counties in Indiana	Kentucky and Indiana	support and networking groups, educational and lifestyle workshops and social events, and specialized childrens and teen programs.	Through free programs that include more than 100 program events each month, Gilda's Club brings education, camaraderie and laughter to its nearly 1,000 members.	men, women, teens and children with all types of cancer (and their families and friends)	our nearly 1,000 members through more than 100 program events each month.
Toastmasters International, Inc.	http://www.toastmasters.org		EIN 61-6041747	2322 Forest Ave	Ashland	KY	41101	USA	Community Service Clubs	The mission of a Toastmasters Club is to provide a mutually supportive and positive learning environment in which every member has the opportunity to develop communication and leadership skills, which in turn foster self-confidence and personal growth.					
Association For Medical Research To Imporve Patient Care, Inc.	http://		EIN 61-1141464	PO Box 565 8	Lexington	KY	40536	USA	Health, Medical Research						
Baker-Hunt Foundation Inc	http://www.bakerhunt.com	(859) 431-0020	EIN 61-0445824	620 Greenup St	Covington	KY	41011	USA		Art education & appreciation		Art education and appreciation			
Pros For Americas Youth Inc	http://		EIN 55-0684907	714 14th St Apt 2	Ashland	KY	41101	USA							
Roby Animal Sanctuary & Cat Rescue	http://		EIN 26-2819093	PO Box 355	Owensboro	KY	42302	USA	Animal Protection & Welfare, Animals						
Christian Social Services Inc	http://	(606) 784-5329	EIN 61-1125445	Po Box 147	Morehead	KY	40351	USA	Emergency Assistance, Human Services	Help families become self-suffi		Families in rowan county kentucky were provided emergency food clothing and shelter			
Arts Alive Ky Inc	http://		EIN 20-1720724	824 Parkland Way	Bowling Green	KY	42101	USA	Arts & Culture, Performing Arts						
The Madison Ann Cundiff Memorial Foundation, Inc.	http://madisonanncundiff.org	270-763-6723	EIN 27-0438454	337 Helm Street	Elizabethtown	KY	42701	USA		It is the MISSION of The Madison Ann Cundiff Memorial Foundation, Inc. to assist families of murdered children with the funeral expenses of the child and/or educational expenses of the victims remaining sibling. It is first and foremost the most traumatic life-changing challenge for a family to face the loss of a child but the burden of not being able to properly bury that child is unbearable. Because of added expenditures on the victims family, it is also impossible at times to send remaining children to college to further their education. Our true MISSION is to remove a small part of the tragedy and to let the victims know that they are important!	USA			Children 0 - 18, Murdered Child Victims, etc..	
Armed Services YMCA of Fort Campbell, KY	http://www.ftckyasymca.com	270-798-7422	EIN 	3068 Reed Street	Fort Campbell	KY	42223	USA		The Fort Campbell Armed Services YMCA is committed to provide free programs and support to the Soldiers and families of Fort Campbell.  The mission of Armed Services YMCA of the USA, on behalf of the National Council of the Young Mens Christian Associations, is to put Christian principles into practice through educational, recreational, social and religious programs and services for military personnel, both single and married and their family members. The mission is carried out in cooperation with the military.					
Bellevue Independent School District Foundation Inc	http://		EIN 61-1119072	215 Center St	Bellevue	KY	41073	USA	Education, Parent & Teacher Groups						
Nazareth House Apostolate	http://www.nazarethhouseap.org/outreach/		EIN 26-0481542	185 Captains Cove Dr.	Taylorsville	KY	40071	USA	Christianity, Emergency Assistance, Human Services, Religion	The Mission of Nazareth House Apostolate is ongoing prayer. Living the life of prayer in community at St. Simeon Skete. We believe that this benefits the world and brings peace at levels that round tables and politics cannot reach.  Blossoming from this prayer is the physical work of Nazareth House in which we save lives and provide for the poor, regardless of religion, race, ethnic background, etc. in areas of the world that are in turmoil from war or acts of nature.	Sierra Leone: Kabala and area villages	education - we run a school serving 300 students; healthcare.  We provide medical clinics and individuals with the tools they need to survive;  using local workers to stimulate the economy - i.e. local seamstresses to make our school uniforms, we buy from local sources whenever possible,  Our Sustenance Program  provides food, rice & supplies to the families in upcountry villages, whatever the need - we are small but we do our best to be there with a helping hand.	Education for upwards of 300 students in our NHA School in Kabala, Thousands of people fed, medical assistance to those who otherwise would have to do without, companionship - a family atmosphere - we don't dump off humanitarian aid and leave - we become family - growing, learning, loving as years pass by.	villagers, especially children	
Isaiah House	http://www.isaiah-house.org	(859) 375-9200	EIN 26-2961334	P.O. Box 188	Willisburg	KY	40078	USA	Substance Abuse Treatment	Our mission is to provide the best possible addiction treatment care for our students and families regardless of means. We exist to help men and women with life controlling issues. IHS strategy is to be a ministry for all people thru the Body of Christ to be a real answer to addiction.	Mostly all of Kentucky and much of the United States	Of the 221 men and 30 women admitted to the program in 2014, 31% graduated the entire program. Of the 77 graduates, approximately 50% have maintained sobriety and 90% have not cycled through the justice system during the first year. Numerous clients were able to complete alcohol education classes and obtain a valid drivers license, complete ged requirements, obtain and maintain full time employment, and 4 graduates enrolled in college.		Men and women overcome addiction	
United Way Of South Central Ky	http://		EIN 23-7169364	Po Box 861	Somerset	KY	42502	USA	Federated Giving Programs, Philanthropy	United way of south central kentucky provided support to numerous non profit organizations, enabling these organizations to fulfill their goals of meeting needs in the surrounding area.		Redistribution of donations received by united way of south central kentucky provided financial support to numerous member agencies and non member designated agencies throughout south central kentucky.			
Church Of Our Saviour	http://		EIN 23-7414500	11400 Blue Lick Rd	Louisville	KY	40229	USA							
Pure In Heart Ministries The Church Without Walls	http://		EIN 61-1308966	Po Box 9185	Louisville	KY	40209	USA	Christianity, Religion						
St. Vincent de Paul | Louisville	http://svdplou.org	502-584-2480	EIN 61-0727110	1015-C South Preston Street	Louisville	KY	40203	USA	Emergency Assistance, Homeless & Housing, Homeless Centers, Homeless Shelters, Human Services, Mental Health, Substance Abuse Treatment		Louisville, KY and Southern Indiana		Our Open Hand Kitchen will serve more than 140,000 free meals to people in need this year.300 people, including 60 children, are provided a safe home on the St. Vincent de Paul campus while they work toward independence and a brighter future.   Our programs help the people we serve become independent. Currently, 87% of our emergency shelter clients have secured employment or are working on their education; and 63% have now established a savings account.   More than $0.82 of every dollar donated to St. Vincent de Paul goes directly toward providing food and shelter to those in need in Louisville and Southern Indiana.	the poor and homeless	more than 140,000 with free, hot meals daily in our Open Hand Kitchen, and provided nightly shelter and housing to more than 300 formerly homeless families and individuals.
Storehouse Ministries Inc	http://		EIN 61-1089900	226 Pike St	Covington	KY	41011	USA							
Kentucky Junior Rodeo Association Inc	http://		EIN 61-1206588	6226 State Route 947	Morganfield	KY	42437	USA	Recreation & Sports, Sports						
Usa Equestrian Trust Inc	http://www.trusthorses.org	(415) 717-2635	EIN 13-1764840	Po Box 13321	Lexington	KY	40583	USA	Equestrian, Sports	EXCLUSIVELY CHARITABLE, EDUCATIONAL & DEDICATED TO THE FOSTERING OF NATIONAL OR INTERNATIONAL AMATEUR EQUESTRIAN SPORTS COMPETITION UNDER SEC 501 (C) (3).					
Terf Inc	http://		EIN 01-0958730	117 Elm St	Mt Sterling	KY	40353	USA	Children & Youth, Children & Youth Services						
Bettie Carter Morgan Womans Club	http://		EIN 23-7088100	46 Orphanage Rd	Fort Mitchell	KY	41017	USA							
Equine Land Conservation Resource	http://www.elcr.org	859.455.8383	EIN 52-2139677	4037 Iron Works Parkway, Suite 120	Lexington	KY	40511	USA	Animals, Environment, Land Resources Conservation, Sports	Advancing the conservation of land for horse-related activities.	National	Access to and conservation of land for equine use.			
Children, Inc.	http://www.childreninc.org	859-431-2075	EIN 31-0910787	333 Madison Avenue	Covington	KY	41011	USA	Child Day Care, Children & Youth, Education, Preschools	We advance the success of young children by partnering with families, professionals and the community through exemplary services, training, research and advocacy. We accomplish our mission within a culture of innovation, collaboration and shared leadership.	Northern Kentucky and Cincinnati	Childcare, preschool, Kindergarten, extended kindergarten services, Montessori and traditional classrooms, service learning programs, before and after school programs, Summer camp, teacher training, Montessori teacher training, social emotional training, DECA training in partnership with Devereux Center for Resilient Children, family child care	We serve more than 3,300 NKY and Cincinnati children at 187 locations (family child care, in-school preschools, early childhood development centers, before and after school programs, extended educational care programs, family teen centers, etc.) each year.  We engage nearly 25,000 NKY and Cincinnati students in service learning projects each year. -  Last school year, these students raised and gave away $162,466 to support local, national and international causes.  Last year, 917 volunteers gave time to various projects for Children, Inc. children and centers.  Our outcomes: 	89% of children met or exceeded age appropriate fine motor skills like writing and manipulating small objects 	97% of children met or exceeded age appropriate gross motor skills like moving large objects 	90% of children met or exceeded age appropriate cognitive skills like matching and counting 	87% of children met or exceeded age appropriate language skills like reading comprehension and naming objects 	96% of children were able to exercise age appropriate self-control 	97% of children demonstrated age appropriate initiative 	94% of children were securely attached to an adult in their lives		
New Pathways For Children Inc	http://www.npfc.net	(270) 674-6061	EIN 61-1297776	Po Box 10	Melber	KY	42069	USA	Human Services, Residential Care & Adult Day Programs	Children's residential treatment services		The organization provides, food, clothing, shelter, medical care, counseling and supervision for at-risk children.			
Catholic Charities Of Louisville Inc	http://www.catholiccharitieslouisville.org	(502) 637-9786	EIN 61-1239600	2911 S 4th St	Louisville	KY	40208	USA	Children & Youth, Children & Youth Services, Civil Rights, Civil Rights, Social Action & Advocacy, Human Services, International, International Migration & Refugee Issues	Catholic charities of louisville, inc. , as members of catholic charities usa and an apostolate in the archdiocese of louisville provides services to people in need, advocates for justice in social structures and calls the entire church and others of good will to do the same.		Refugee programs: catholic charities coordinates statewide refugee reception and resettlement network, providing direct cash and medical assistance as kentucky recipient of federal wilson-fish grant funds. Approximately 2,100 arrivals were served in fiscal year.   case management services: catholic charities provides direct cash and material assistance and case management to residents of one of louisville's most economically distressed areas.   language and immigration legal services: catholic charities provides translation services, legal services, placement and resettlement services to refugees in the louisville area as an affiliate of the u. S. Conference of catholic bishops' migration and refugee services.   local charitable and social services: eldercare services, adoption and women's services, parish social and ministry and other services to the poor and vulnerable.			
Eden Shale Group Ministry Inc	http://		EIN 23-7363692	Po Box 472	Owenton	KY	40359	USA							
Frankfort Rockets	http://		EIN 81-1456757	102 Sprigg St	Frankfort	KY	40601	USA	Basketball, Sports						
Project Camp, Inc. dba The Center for Courageous Kids	http://www.courageouskids.org	(270) 618-2900	EIN 20-1789905	1501 Burnley Rd	Scottsville	KY	42164	USA	Camps, Health, Patient & Family Support, Pediatrics, Sports	To uplift children who have life threatening illnesses by creating experiences year-round that are memorable, exciting, fun, build self-esteem, are physically safe and medically sound.		We are a unique medical camping facility where children battling the most serious illnesses can attend, free of charge. We run two types of programs. In the summer, the ill child (ages 7-15) attends a week long session with other children suffering from the same illness. During the school year, we hold family weekends wherein the child attends with his/her family. It is a fabulous opportunity for the ill child to come out of the shadows of their everyday lives and step into the spotlight with other children coping with the same challenges.			
Love for the Nations Inc	http://www.love4thenations.com	502-424-2020	EIN 73-1701302	9431 Westport Road	Louisville	KY	40241	USA	Homeless & Housing, International, International Relief, Philanthropy, Philanthropy, Charity & Voluntarism Promotion	To provide for the spiritual and natural needs of the women and children of Haiti through of community evangelism efforts such as establishing schools, providing for orphans and offering medical help.	Haiti, Dominican Republic				
Children's Home of Northern Kentucky	http://www.chnk.org	859.261.8768	EIN 23-7068704	200 Home Road, Devou Park	Covington	KY	41011	USA	Mental Health, Mental Health Disorders, Residential Mental Health Treatment, Substance Abuse Dependency, Prevention & Treatment	The mission of Childrens Home of Northern Kentucky is to be a community leader providing children and families with opportunity and hope for better lives.    Our vision is for every child to be safe, healthy, and loved in a supportive, nurturing environment.	the state of Kentucky	school-based behavioral health services, outpatient services, intensive outpatient services, and residential treatment; we also offer substance use disorder services for adolescents		abused, neglected, and at-risk youth	over 700 youth and families in crisis
Buckland Equine Rescue Inc	http://		EIN 26-0817265	8099 Maysville Rd	Carlisle	KY	40311	USA	Animal Protection & Welfare, Animals						
Neighbors Helping Neighbors Inc	http://	(606) 325-1810	EIN 61-1450110	Po Box 1703	Ashland	KY	41105	USA	Emergency Assistance, Human Service Organizations, Human Services, Neighborhood Centers	Repair, restore, and maintain a building for use by charitable organizations.		Repair, restore, and maintain a building for use by charitable organizations.			
Wholeness Network Inc	http://		EIN 61-1206033	337 Stonegate Way	Lexington	KY	40503	USA	Employment Preparation & Procurement, Job Training						
Studio 70 Inc	http://		EIN 31-0896520	70 Hawthorn Avenue	Ft. Thomas	KY	41075	USA	Arts & Culture, Arts Education						
University Of Kentucky Varsity	http://	(859) 266-5757	EIN 23-7220532	Po Box 22255	Lexington	KY	40522	USA				Aid and assist the university of kentucky in raising funds to further the education, religious, charitable, and athletic programs at the university and other campus activities			
Meredith-Dunn Learning Center Inc	http://	(502) 456-5819	EIN 23-7339248	3023 Melbourne Ave	Louisville	KY	40220	USA		Learning center for children with learning disabilities		Learning programs special school, 202 students  evaluations, 73 students  summer program, 70 students  after school, 35 students tutoring 41 students			
Wilderness Trace Family Ymca Inc	http://www.wildernesstraceymca.org	(859) 734-9622	EIN 61-1024933	130 N College St	Harrodsburg	KY	40330	USA		Provide youth and adult sports, recreation, fitness & personal development programs to area residents. Provide day camps & after school child care services for local youth.		Provide youth and adult sports, recreation, fitness & personal development programs to area residents. Provide day camps & after school child care for local youth.			
Meade Association For Remarkable Citizens Inc	http://		EIN 61-6034787	Po Box 611	Brandenburg	KY	40108	USA	Developmentally Disabled Centers, Disabilities, Human Service Organizations, Human Services, Job Training	To provide an environment where mentaly retarded adults can live and develop normal life skills.		Adult workshop and group home for mentally retarded adults.			
Primate Rescue Center	http://www.primaterescue.org	859-858-4866	EIN 61-1325369	2515 Bethel Rd	Nicholasville	KY	40356	USA	Animals, Protection of Endangered Species, Wildlife Sanctuaries	The mission of the Primate Rescue Center is to alleviate the suffering of primates wherever it occurs by: Providing sanctuary or referral to appropriate facilities; Working to end the trade in pet primates in the U.S. and abroad; Educating the public about the plight of primates caught in the breeder/dealer cycle; Assisting researchers and zoo personnel in finding appropriate placement for their surplus primates; Encouraging compliance with applicable local, state and federal laws and animal welfare statutes.	National & International	Provide shelter, food, medical care, and a socially enriched environment for primates otherwise scheduled for destruction.   encourage compliance with applicable local, state, & federal laws and animal welfare statutes.   locate appropriate housing for primates that are scheduled for destruction.   educate the public about the plight of primates caught in the breeder/dealer cycle.	We've been around for over 25 years, and are planning for the next 50. Our youngest chimpanzee will easily live that long!		More than 50 monkeys and apes for whom we provide high-quality lifetime care.
Woodland Christian Church	http://		EIN 61-0458400	530 E High St	Lexington	KY	40502	USA							
Louisville Revival Centers Inc	http://		EIN 61-9900036	4962 Brenda Drive	Louisville	KY	40219	USA							
Accounting & Financial Womens Alliance	http://		EIN 72-1345835	2365 Harrodsburg Rd Ste A325	Lexington	KY	40504	USA							
Kentucky Council Of Churches Inc	http://www.kycouncilofchurches.org		EIN 61-0500820	Po Box 23171	Lexington	KY	40523	USA	Christianity, Civil Rights, Interfaith Coalitions, Intergroup & Race Relations, Race, Religion	In covenant with one another, we commit ourselves to continue to work for the visible unity of the Church of Jesus Christ, to proclaim reconciliation, justice, peace, and the integrity of creation under the leading of the Holy Spirit, to engage in common witness and ministry together.					
Presbyterian Community Center	http://www.pcclouisville.com	(502) 584-0201	EIN 61-0444792	701 South Hancock Street	Louisville	KY	40203	USA	Centers to Support the Independence of Specific Populations, Human Services	The presbyterian community center (pcc), founded in 1898, serves as the comprehensive neighborhood center for smoketown, shelby park, phoenix hill and surrounding areas. Pcc is known for its work throughout the community as a leader in community engagement and development, strengthening families with tools leading to economic improvement and creating working partnerships that build upon a shared vision for the community. The very core of our work links residents to health and wellness, economic empowerment, youth development, leadership training, early child development, asset building, and housing and community support services.		Help youth ages 6-18 learn and build leadership skills by participating in various programs and activities, including sports and recreation, the arts and creative expression, dance, social events, and workshops. The educational enhancement programs are designed to monitor the progress of youth and their educational needs. 376 unduplicated youth attended ydd programming, and 189 were regular enrolled participants (average attendance of at least 3 times per week).   provides affordable, quality childcare that stimulates healthy social, emotional, cognitive, spiritual and physical development so that children enter school with skills needed to succeed. Our child development center has a 3 out of 4 star rating. Programming was provided for 65 children ages 6 weeks to 6 years, monday-friday.   addresses multi-faceted needs of families through short-term emergency assistance by providing food, financial assistance for utilities or rent, counseling and referrals, opportunities for employment, housing, financial and educational strategies. 1860 clients received emergency food assistance, 767 clients received tax assistance through the vita (volunteer income tax assistance) program and 40 clients received case management.   other program services			
Christian Appalachian Project, Inc.	http://www.christianapp.org/	(606) 789-9791	EIN 61-0661137	2610 Palumbo Drive	Lexington	KY	40509	USA	Disaster Aid, Disaster Preparedness & Relief Services, Home Improvement & Repairs, Homeless & Housing, Human Service Organizations, Human Services	The Christian Appalachian Project is an interdenominational, non-profit Christian organization committed to serving people in need in Appalachia by providing physical, spiritual and emotional support through a wide variety of programs and services.		Distributed over $100 Million in donated gifts-in-kind, including food, clothing and necessities.			
Kappa Kappa Kappa Inc	http://		EIN 23-7246152	3613 S Griffith Ave	Owensboro	KY	42301	USA							
Spalding University	http://www.spalding.edu	(502) 585-9911	EIN 61-0444780	845 S 3rd St	Louisville	KY	40203	USA	Education, Undergraduate Colleges	Spalding university is a diverse community of learners dedicated to meeting the needs of the times in the tradition of the sisters of charity of nazareth through quality undergraduate and graduate liberal and professional studies, grounded in spiritual values, with emphasis on service and the promotion of peace and justice.		Instruction for students: as a doctoral level institution with 2,367 students, the university offers degree programs in humanities, social science, health and natural science, education, business and communication. These include psychology, creative writing, nursing, occupational therapy, social work and advanced teacher education, among others. Academic support: organized activities related to educational departments aim to bolster the academic success of students by meeting their individual needs. These include the library, research, and the academic resource center (tutoring and advising programs, the university math lab and the university writing center, as well as programs for as english-language learners (ell) and first-generation college students). Student services: a comprehensive support system for students from initial inquiry to graduation. These include the offices of admission, financial aid, registrar, bursar, campus development and student life (including the student government association and student-run clubs), athletics and on-campus extracurricular and cultural events.			
Missions of Love Inc	http://missionsoflove.org		EIN 61-1244810	PO Box 292	Hartford	KY	42347	USA	International, International Relief	To hold Jesus Christ as the head of its mission and His Word as the ultimate guide for all of its effort, and that those efforts shall be to call the people of Haiti to salvation through the acceptance of Jesus Christ as their personal savior, and to ministre to the spiritual, physical, emotional, and educational needs of the people of Haiti or any other areas where there is a need of service.					
Answers In Genesis Inc	http://www.answersingenesis.org	(859) 727-2222	EIN 33-0596423	2800 Bullittsburg Church Rd	Petersburg	KY	41080	USA	Arts & Culture, Christianity, Natural History & Natural Science Museums, Protestant, Religion, Science & Technology Museums	We proclaim the absolute truth and authority of the bible with boldness. We relate the relevance of a literal genesis to the church and the world today with creativity. We obey god's call to deliver the message of the gospel, individually and collectively.		Creation museum - the creation museum, located in the greater cincinnati/northern kentucky area, completed its seventh year of operations in may 2014. Attendance for the fiscal year ending june 30, 2014 was over 281,000 guests.   resource distribution - books, videos, cds, dvds, and other material specific to the ministry purpose are made available through phone, mail, internet and dragon hall (a bookstore within the creation museum). Over 96,000 orders shipped to customers during the fiscal year ending june 30, 2014.   resource distribution - (magazines) - answers magazine is a quarterly, creation-based worldview publication, primarily for distribution to subscribers in the usa and the united kingdom, but also to a limited number of subscribers in other countries, including canada, australia, and other locations. Answers magazine had a worldwide distribution of over 300,000 copies during the fiscal year ending june 30 , 2014. Ministry outreach (internet) - the answers in genesis website is used to provide creation resources to the general public. During fiscal year 2014, nearly 18. 5 million visits were made to our websites resulting in over 43. 1 million pageviews. Answers in genesis is also very active in social media through facebook, twitter, and speaker blogs. Ministry outreach (missions) - the organization supports mission-related activities on the home and foreign fields by providing funds, resource materials, and speakers. In the fiscal year ending june 30, 2014, we expanded our international outreach to 40 events in eight different countries. Ministry outreach (radio) - the 60-second radio program includes a wide range of topics related to a literal interpretation of the bible and is broadcast daily on over 850 radio outlets worldwide.   ministry outreach (seminars) - seminars and other speaking engagements are designed to educate the public/church about scientific, moral and social issues regarding a literal interpretation of the bible. 131 seminars were conducted during fiscal year 2014 with a total attendance of 118,577.			
Barren County Cattlemens Association	http://		EIN 61-1385219	1463 W Main St	Glasgow	KY	42141	USA	Animal Husbandry, Food	SCHOLARSHIPS					
Constance Christian Church	http://		EIN 61-0705761	4113 River Rd	Hebron	KY	41048	USA							
The Louisville Orchestra Inc	http://www.louisvilleorchestra.org	(502) 587-8681	EIN 61-6000384	323 West Broadway	Louisville	KY	40202	USA	Arts & Culture, Symphony Orchestras	We entertain, educate and enrich our community through a broad outreach of diverse programs built on the traditions of live orchestral music with passionate dedication to artistic excellence.		To maintain a symphony orchestra and to encourage and promote artist and educational musical opportunities.			
Glen Eden Youth Center Inc	http://	859-745-*1390	EIN 	2150 MIna Station Road Office Address	Winchester	KY	40391	USA		Glen Eden provides free annual summer youth camp, for youth at risk, in Appalachia region of Kentucky. We also provide facilities for missions, workgroups in this area. Operating on private donations , send a child to camp.	Kentucky	Summer Youth Camps , Outreach		Youth,Youth at-Risk	
Rock Of Ages Independent Church Of God	http://		EIN 61-1097976	2233 Knox Blvd	Vine Grove	KY	40175	USA							
Speak Up For Horses Inc	http://www.speakupforhorses.org	(859) 472-0021	EIN 22-3934818	5850 Highway 17 N	Demossville	KY	41033	USA	Animal Protection & Welfare, Animals	Speak up for horses saves horses from neglect, abuse and from going to slaughter. The organization rehabilitates the horses and places them in responsible lifelong homes through adoptions. Additionally the organization educates the public and local government entities regarding abuse, neglect and horse slaughter and assists counties with addressing and solving horse neglect and abuse.		Educates the public about abuse, neglect and slaughter of us horses. Advocates for the welfare and protection of horses. Provides rescue services, housing and rehabilitation services for horses.			
NORTH HARDIN H O P E INC	http://	(270) 351-4673	EIN 61-1018274	620 S Wilson Rd	Radcliff	KY	40160	USA	Human Services	FINANCIAL ASSISTANCE TO INDIVIDUALS SEEKING AID WITH SHELTER, UTILITIES, MEDICAL EXPENSES, FOOD, CLOTHING AND HOUSEHOLD GOODS	see mission				
Orphan Care Alliance	http://www.orphancarealliance.org	(502) 498-4765	EIN 26-4549276	115 N. Watterson Trail  Suite 201	Louisville	KY	40243	USA	Adoption, Children & Youth	OCA's mission is to equip Christians and connect them to opportunities to care for the fatherless. OCA's vision is for the Body of Christ to lead the efforts of caring for the fatherless in Kentucky and Southern Indiana.	Kentucky and Southern Indiana	Safe Families for Children, Family Support for adoptive and foster families, Life Coaching for foster youth, and Orphan Care Awareness and pre-adoptive support		Fatherless Children and Families in Crisis	559 adoptive families through the Family Support ministry, 9529 items were given through the Kids' Care Closet,  400 people took steps toward adoption, 40 churches were equipped to start active orphan care ministries, 50 youth found community through life coaches, 31 children were adopted through the financial help of the OCA adoption grant/loan,  14 children received a safe family
Outreach Christian Fellowship	http://		EIN 61-1249224	Po Box 6586	Louisville	KY	40206	USA							
Ars Femina Corporation	http://		EIN 61-1165165	5308 Barkwood Dr	Lagrange	KY	40031	USA	Arts & Culture, Music						
Little League Baseball Inc	http://www.littleleague.org/		EIN 61-1130064	Po Box 882	Ashland	KY	41105	USA	Amateur Sports Competitions, Baseball & Softball, Recreation & Sports, Sports	Little league baseball		To provide a league where children can play organized baseball as a part of a team			
Family & Children's Place	http://www.familyandchildrensplace.org	(502) 893-3900	EIN 61-0549561	2303 River Road, Suite 200	Louisville	KY	40206	USA	Family Counseling, Family Services, Mental Health, Mental Health & Crisis Intervention, Public & Societal Benefit	To strengthen our community throughresearch-basedservices that heal the trauma of abuse, violence and neglect and promote safe, healthy, and stable families.		Services to prevent or treat the trauma of family violence and child abuse.			
Jefferson Community And Technical College Foundation Inc	http://	(502) 584-0181	EIN 23-7035648	109 East Broadway No 302a	Louisville	KY	40202	USA	Education, Two-Year Colleges	The mission of the jefferson community & technical college foundation, inc. Is to develop strategic alliances with private and public resources and to pursue external funding sources that benefit jefferson community & technical college.		Providing occupancy for the student service functions and administrative staff of jefferson community & technical college.   grant funded project to help disadvantaged youth in targeted inner city neighborhoods overcome obstacles to allow them to successfully complete degrees at jefferson community & technical college.   projects to support the operations at jefferson community & technical college.			
Phi Upsilon Omicron Inc	http://		EIN 61-6054767	3441 Montavesta Rd	Lexington	KY	40502	USA							
Kentucky Easter Seal Society, Inc.	http://		EIN 61-1308168	1505 Carter Ave Ste 1	Ashland	KY	41101	USA		Today, millions of Easter Seals clients, children and adults with disabilities and their families, lead improved lives because of one or more Easter Seals services they have received. Services are individualized to meet each client's needs. Easter Seals addresses each client's needs by providing individualized service and by finding ways to help them succeed in their lives.					
