name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Programs	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	 	
Knights Of Columbus	http://		EIN 80-0216636	600 Garth Brooks Blvd	Yukon	OK	73099	USA									
Oklahoma Humane Society	http://		EIN 20-8446621	9300 N May Avenue Suite 400-281	Oklahoma City	OK	73120	USA	Animal Protection & Welfare, Animals								
Crisis Pregnancy Outreach Inc	http://www.crisispregnancyoutreach.org	(918) 296-9992	EIN 73-1209114	11323 S Vine St	Jenks	OK	74037	USA	Health, Reproductive Health Care, Reproductive Rights	Provide physical and emotional support to women facing unplanned pregnancies, including aiding in parenting or adoption plans.	Remaining program services to provide support and care of pregnant women and their babies regardless of their decision to parent or place their babies for adoption.   counseling services for pregnant women and their families with unplanned pregnancy issues.   house rental expenses to provide temporary housing for pregnant women during and after their pregnancies.						
Steve Roll Restoration Ministries Inc	http://	(918) 459-9088	EIN 73-1458204	10026-a South Mingo Road 298	Tulsa	OK	74133	USA	Christianity, Religion	Restoration ministries exists to restore individuals to health and service in the christian church.	Restoration of people to health and service in the christian church						
National Society Of The Daughters Of The American Revolution	http://www.dar.org		EIN 23-7442616	308 Sw 5th St	Antlers	OK	74523	USA	Arts & Culture, Education, Historical Organizations, History Museums, Libraries	The objectives of the National Society Daughters of the American Revolution are historic preservation, promotion of education and patriotic endeavor.							
Priority Place, Inc.	http://		EIN 73-1172856	Rte 1 Box 490	Nowata	OK	74048	USA									
Heartland Lab Rescue Inc	http://www.heartlandlabrescue.com		EIN 03-0584476	Po Box 30691	Edmond	OK	73003	USA	Animal Protection & Welfare, Animals	Dog rescue	Rescue and placement of labrador						
Thoroughbred Athletes Inc.	http://www.thoroughbred-athletes.com/	405-802-1312	EIN 90-0827464	2851 S Midwest Blvd	Guthrie	OK	73044	USA	Animal Protection & Welfare, Animal Training, Animals	The Mission of Thoroughbred Athletes, Inc. is to rescue, rehabilitate, retrain, and re-home off track thoroughbred horses; and afford community youth the opportunity to experience the process.   Promoting growth and learning in both horses and youth; instill a solid work ethic, with emphasis on teamwork, responsibility, confidence, and service to others, providing the horses with a solid training foundation for a second career, and youth with lifelong skills.   We are the first and only all Thoroughbred retraining program in the state. Our mission began in an effort to help retired racehorses find new careers and prevent them from situations that may lead to neglect, starvation or slaughter while engaging our community youth in the world of horses.  It is our goal to rehabilitate, retrain and re-home off-track Thoroughbreds. By teaching our horses a new skill set, we are able to provide them with a future after their work on the track is complete.	Serving our community by involving youth in the process of rehabilitation, retraining, and re-homing of retired race horses, providing them with the opportunity and skills needed to start and maintain a new career after their racing career is over, and teaching our young people valuable life lessons such as responsibility, commitment and communication.	We have been extremely fortunate to have been able to assist with over 200 adoptions since our inception. As we gain recognition, we increase our adoption rate. We currently have been able to adopt approximately 3 horses per month, which is phenomenal!	Thoroughbred race horses and community youth	35 horses find new homes, and afforded 54 the opportunity at a new life and career	Oklahoma		
Kerr Lake Community Church Sallisaw	http://		EIN 73-1166400	Po Box 55	Stigler	OK	74462	USA									
Tenaciously Teal	http://		EIN 46-5034403	720 W Wilshire Blvd Ste 101k	Oklahoma City	OK	73116	USA	Cancer								
Northeast Oklahoma Association Of Homeschools	http://		EIN 73-1539539	6528 E 101 St Pmb 379	Tulsa	OK	74133	USA	Children & Youth, Youth Development Programs								
Cleveland Softball Baseball Organization	http://		EIN 73-1569802	PO Box 211	Cleveland	OK	74020	USA	Baseball & Softball, Sports								
Mounds P H Church	http://		EIN 58-1789608	PO Box 277	Mounds	OK	74047	USA									
Purcell Lighthouse Worship Center Incorporated	http://		EIN 73-1497882	Po Box 796	Purcell	OK	73080	USA									
Hospice Foundation Of Oklahoma Inc	http://		EIN 73-1475892	1900 Nw Expressway Ste 600	Oklahoma City	OK	73118	USA	Health, Medical Research								
Miami Public Schools Enrichment Foundation	http://www.mpsef.com	(918) 542-8455	EIN 73-1316520	26 N Main St	Miami	OK	74354	USA	Education, Elementary & Secondary Schools, Literacy	Foster enhanced educational opportunities for the youth of the miami public school system through grants and scholarships.	Providing grants and scholarships to students of the miami, oklahoma public school system.						
THE CENTER FOR INDIVIDUALS WITH PHYSICAL CHALLENGES LTD	http://www.tulsacenter.org	918-584-8607	EIN 73-6070545	815 S Utica Ave	Tulsa	OK	74104	USA		Provide opportunites for persons with physical disabilities to enhance the quality of their lives.	Rehabilitative Fitness, Adaptive Recreation, Community Reintegration, Transition Services, Junior Wheelchair Sports Program, Support Groups		individuals with physical challenges	1000+	Tulsa		
Kerr Middle School Ptsa	http://		EIN 23-7158180	2300 Linda Ln	Del City	OK	73115	USA	Education, Parent & Teacher Groups								
Toastmasters International, Inc.	http://www.toastmasters.org		EIN 94-2986296	PO Box 543	Fort Cobb	OK	73038	USA	Community Service Clubs	The mission of a Toastmasters Club is to provide a mutually supportive and positive learning environment in which every member has the opportunity to develop communication and leadership skills, which in turn foster self-confidence and personal growth.							
Mary K Oxley Nature Center Association Inc	http://		EIN 23-7429560	Po Box 35812	Tulsa	OK	74153	USA	Animals, Environment, Environmental Education, Wildlife Sanctuaries	To protect the natural resources placed under our stewardship, to use those resources to provide inviting leisure opportunities to the visitor, and to use those opportunities to provide the highest quality interpretive services which allow the visitor to increase their awareness, appreciation and knowledge of our natural and cultural history.							
Phoenix Gate Inc	http://phoenixgateok.org	918-423-9400	EIN 73-1605282	32 E Cherokee Suite 104	McAlester	OK	74501	USA	Addictive Disorders, Counseling, Mental Health, Mental Health & Crisis Intervention, Substance Abuse Dependency, Prevention & Treatment	Our purpose is to identify areas of need in at-risk, indigent, or otherwise disadvantaged populations and to provide mental and behavioral healthcare services to remedy problems in such areas as substance abuse, criminality, domestic violence and unemployment. Our goal is to improve levels of functioning for individuals, thus benefiting the recipient communities and therby enhancing stability and fostering growth for society as a whole.	Thinking For a Change, Substance Abuse, Group Therapy, Stress Management, Anger Management, Parenting and Family Values, Domestic Violence, Social Relations-Marriage, Job Readiness, Aftercare Relapse-Prevention, Life Without a Crutch, Work, Helping Women Recover (Womens Group)		Men, Women and Children in southeastern Oklahoma who may be in need of help for the services we provide				
Walter O Mason Jr Educational Foundation Inc	http://		EIN 73-1324067	6420 Se 15th St	Midwest City	OK	73110	USA									
Shawnee Educational Foundation	http://		EIN 73-1344552	Po Box 3521	Shawnee	OK	74802	USA	Education	The Shawnee Educational Foundation was formed and activated in 1989 because our community believes that the quality of life in Shawnee is directly related to the quality of the education system.  However, the community also believes that it is not realistic to anticipate that the State of Oklahoma will be able to provide all the funds necessary to undergird a strong and vital instructional program.  The Foundation is dedicated to provide, through membership and endowment, a reliable and perpetual source of needed supplemental funds.  These funds will be used to enable excellence in educational programming and instructional techniques.							
Oklahoma Arts Institute at Quartz Mountain	http://www.oaiquartz.org	(405) 605-7500	EIN 73-1021165	111 NW 9th Street	Oklahoma City	OK	73102	USA	Arts & Culture, Arts Education	To provide exceptional multidisciplinary arts experiences that develop individual talent and inspire a lifelong passion for the arts.	The Oklahoma Summer Arts Institute (OSAI) for high school students and the Oklahoma Fall Arts Institute (OFAI) for adult artists and educators			570	Oklahoma		
Red River Cowboy Church	http://		EIN 73-1166091	Po Box 177	Mangum	OK	73554	USA									
Christ Center Of Divine Philosophy Inc	http://		EIN 23-7394400	1421 Reding Dr	Oklahoma City	OK	73119	USA									
Lab Rescue Ok Inc	http://	(918) 902-3800	EIN 73-1623428	2608 W Kenosha St	Broken Arrow	OK	74012	USA	Animal Protection & Welfare, Animals	Provided community benefit in rescuing abandoned labrador dogs from city kill shelters. Our efforts lessen the burden of city county animal care, reduction in overpopulation. Citizen education creates a well pet community.	Provided community benefit in rescuing abandoned labrador dogs from city kill shelters. Our efforts lessen the burden of city county resources, animal care, reduction in overpopulation. Citizen education creates a well pet community.						
Cherokee Strip Regional Heritage Center Inc	http://www.csrhc.org	(580) 237-1907	EIN 20-4391260	507 S 4TH St	Enid	OK	73701	USA	Arts & Culture, Museums	To tell the extraordinary stories of settling the Cherokee Strip and share the inspiring lessons of leadership with future generations.	Mission:to tell the extraordinary stories of settling the cherokee strip & further development of northwest oklahoma & sharing the inspiring lessons of leadership with future generations. Values:mission/vision - all operations are planned and carried out to fulfill our mission and vision. Service:we consider the needs and interests of all groups in our region in our decision making. Integrity:we maintain the highest ethical standards insisting on authenticity, intellectual integrity, transparency and balance in programs, operations and the stewardship of collections. Excellence:we demand excellence in all efforts through quality exhibits, programs and decision making. Creativity:we exercise creativity and imagination as we address new opportunities and challenges while repecting and building on our accomplishments. Fiscally sound:we live within our means while developing a support base for our future. Leadership:we promote the development of individual leadership while serving as a national leader in the museum field.   turkey creek school - area 4th grade classes participate in a day of living history held in the authentic one room school house. Students participate in the typical daily studies as children in 1910 taught by the villiage schoolmarm. The curriculum taught meets the oklahoma core standards for 4th grade students.   pioneer life- area 3rd grade classes participate in a day of living history learning about the process of settling land during the 1893 land run and participating in the daily chores of homesteading in the cherokee outlet. The curriculum taught meets the oklahoma core standards for 3rd grade students.	Grand Opening was April 1, 2011	All ages - Southwestern United States		Northwest Oklahoma, the State of Oklahoma and surrounding states.		
Byars Phc	http://		EIN 58-1784784	Po Box 252	Byers	OK	74831	USA									
Agape Felowship	http://		EIN 73-1142988	Po Box 123	Miami	OK	74355	USA									
ALCOTT MINISTRIES INC	http://www.alcottministries.org		EIN 73-1559789	Po Box 3400	Broken Arrow	OK	74013	USA	Religion, Religion-Related	Preaching the gospel of jesus christ	During 2014 the ministry radio broadcast word of power was aired daily with a combined potential coverage of approx 7 million people in ok mo oh and va other media is used  the quarterly word of power publication was mailed to approx 800 partners4 times per year 1343 cds of the radio broadcast were distrib & we ministered via the website  donations to missionaries and other 501c3 organizations to help further their exempt purpose						
Love Without Boundaries Foundation	http://www.lovewithoutboundaries.com	405-216-5837	EIN 06-1710161	3600 NW 138th St, Suite 102	Oklahoma City	OK	73134	USA	Children & Youth, Health, Health Support, Human Services, International, International Relief, Youth Development	To transform the lives of orphaned and impoverished children by providing hope and healing.	LWB has four main focus areas:  healing, education, foster care and nutrition.	Some of our recent accomplishments include:  * LWB opened another healing homes this year, in addition to the two provincial healing homes in Anhui province for medically fragile children.  The Loving ARMs (Anal Rectal Malformation) Healing Home opened in September.  Our healing homes provide medical care to fragile abandoned babies.  * We continue to pursue new opportunities for foster care.  These programs served over 300 children in 2014.  LWB has local managers on site in every foster care community who check on the progress of the children in their foster homes every month.  * LWB held another special education teacher training in June 2015, this year on site at its Believe in Me schools.  All Believe In Me teachers and managers, as well as team members from partner organizations, were invited to attend.  The on-site training allowed direct evaluation of the children and suggestions for accommodations to support and enhance learning.  *  We provide educational assistance to orphaned and impoverished children in China. We continued our orphanage school programs in Jinjiang, Huainan, Changzhi, and Shaoguan and two new schools in Gansu.  Our Believe in Me schools, located inside social welfare institutions in China, teach math, art, music, Chinese, English, and science through a Montessori based method. In 2015, we continued to include a nutritional component as well, providing a healthy daily snack to all the orphaned children in our schools, and a safe dental program (Lifetime of Smiles).  * LWBs medical program continues to provide surgeries to babies abandoned with conditions such as cleft lip, spinal tumors, anal atresia, congenital heart defects, and more. The majority of our surgeries are performed at Fudan University in Shanghai and Anhui Childrens Hospital in Hefei. Our program for impoverished children provides heart surgeries, and we are expanding services in other locations across China. Additionally, our Cleft Initiative continues to bring educational materials and bottles to families of cleft-affected children throughout China by partnering with maternity hospitals.  In the spring of 2015, LWB held a cleft medical exchange, a partnership between western and Chinese surgeons in pursuit of the development of best practices.   * Our nutrition program is helping to provide much needed formula, cereal and nutritious snacks to children of all ages in LWB programs. We help provide specialized baby formula to children with issues such as prematurity and milk allergies.	Orphaned and impoverished children	Hundreds of children through our programs located throughout mainland China.	China		
GEORGE MIKSCH SUTTON AVIAN RESEARCH CENTER INC	http://www.suttoncenter.org/	918 - 336-7778	EIN 73-1023595	PO Box 2007	Bartlesville	OK	74005	USA	Animals, Wildlife Preservation & Protection	The George Miksch Sutton Avian Research Center (Sutton Center) was founded in 1983 with the mission of finding cooperative conservation solutions for birds and the natural world through science and education. The Sutton Center is a private, nonprofit organization located near Bartlesville, Oklahoma, and has been affiliated with the Oklahoma Biological Survey in the College of Arts and Sciences at the University of Oklahoma since 1997.  The Sutton Center has become a leader in avian research and conservation and has conducted intensive, conservation-oriented, ecological field research on declining grassland birds, developed and applied techniques for the reintroduction and monitoring of Southern Bald Eagles, managed the successful captive breeding of endangered species and performed bird surveys across the world. In addition, the Sutton Center boasts several educational outreach programs using live birds and interactive, internet technology that reach tens of thousands of students and adults each year.	Promote conservation, education, and research of endangered, rare, and under studied birds.	Between 1984 and 1992 the Sutton Center raised and released 275 Southern Bald Eagles in the southeastern U.S. Bald Eagle eggs were removed from nests in Florida and transported to our captive breeding facility in Bartlesville, Oklahoma.  Once at our captive breeding facility, the eggs were incubated, hatched, and the resulting eaglets were raised and released in high quality habitat in five southeastern states. In many cases, the captively-raised Bald Eagles have returned to their release sites to establish territories and nests.  Each year we conduct aerial and ground surveys in the vicinity of Oklahoma release sites to determine nest occupancy rates and productivity. Since 1990, the number of Bald Eagle nests in Oklahoma has increased almost annually to a record 55 nests in 2005. We believe these increases are a direct result of our restoration program, as adult eagles are now returning to breed in the areas where they were released.  In addition, eagles released by the Sutton Center have been observed nesting in Kansas, Texas, Georgia, Alabama, and Mississippi. As fledglings from these nests reach adulthood, we expect the number of nests to continue to increase.  Partially as a result of our efforts here at the Sutton Avian Research Center, the Bald Eagle population in most areas of the U.S. had increased sufficiently for the U. S. Fish and Wildlife Service to remove the Bald Eagle from the Endangered Species List in June of 2007!  To see all of our work that has been done over the years, please follow this link: http://www.suttoncenter.org/pages/researchconservation   There is a side-bar on the left side of the page that lists all of our work.					
Mid-Del Youth And Family Center Inc	http://	(405) 733-7770	EIN 73-1351512	2801 Parklawn Dr Ste 201	Midwest City	OK	73110	USA	Children & Youth, Crime & Law, Youth Violence Prevention	Youth shelter & youth counsel	Community outreach and treatment services  community shelter  community prevention and education						
Marlow Public Schools Foundation Inc	http://		EIN 73-1395036	PO Box 281	Marlon	OK	73055	USA	Community Foundations, Philanthropy								
Kickapoo Friends Center	http://		EIN 73-1472496	Po Box 570	Mcloud	OK	74851	USA									
Peoples Chapel Church Inc	http://		EIN 23-7076916	304 S 197th East Ave	Tulsa	OK	74108	USA									
Bridges International Development Inc	http://www.bridgesid.org		EIN 91-2199286	Po Box 3795	Broken Arrow	OK	74013	USA	Christianity, Economic Development, Education, Food, Food, Agriculture & Nutrition, International, International Economic Development, Microfinance, Religion, Special Education	Winning the Heart of Africa for Jesus Christ.	Bridges is training 38 pastors for two years, and training 60 women for two years, feeding 185 street children, is training 18 women in tailoring, is using goats in economic development and helps support about 20 children.						
Isa-Greater Oklahoma Section	http://		EIN 73-1335708	4700 Nw 75th St	Oklahoma City	OK	73132	USA	Chambers of Commerce & Business Leagues								
YOUTH SERVICES FOR OKLAHOMA COUNTY INC	http://www.ysoc.org/	405-235-7537	EIN 73-0940217	201 NE 50TH St	Oklahoma City	OK	73105	USA	Children & Youth, Children & Youth Services	Youth Services for Oklahoma County is "Changing Young Lives."  We are a nonprofit community organization that advocates, educates, intervenes, and counsels youth and families to make a positive difference in their lives.							
JENKS SPORTS INC	http://eteamz.com/jenksyouthbaseball	(918) 637-7941	EIN 73-1009778	PO Box 385	Jenks	OK	74037	USA	Recreation & Sports, Sports	To impract, develop and ensure safety of the youth base ball programs and facilites located at Park West baseball facility in Jenes, Oklahoma	Organized and provided facilities for baseball league play for multiple youth age groups  organize and provide facilities for multiple youth baseball tournaments						
Friends Chapel	http://		EIN 73-1131648	12212 S Redlands Rd	Coyle	OK	73027	USA									
Partners For Christian Education International Inc	http://www.pfce.us/	(405) 996-0291	EIN 74-2189940	Po Box 130	Luther	OK	73054	USA	Christianity, Religion	Support for christian schoolsprovide charitable assistance to qualified organizations and individuals	Make grants to christian education organizations foroperation of training institute and other educationalpurposes. Provide grants and counseling for religious organizations and individuals based on a case-by-caseevaluation.						
Camp Lu-Jo Kismif Inc	http://lujo.org		EIN 73-1119766	Po Box 2232	Lawton	OK	73502	USA	Camps, Christianity, Philanthropy, Philanthropy, Voluntarism & Grantmaking Foundations, Religion, Sports	Provide a christian camp for approximately 600 young kids from the third grade through seniors in high school	We served about 600 young people with in excess of 150 volunteers by providing a good clean atmosphere for bible learning and christian funeach year we provide a scholarship of 2500 per semester to two low income students that attend oklahoma christian university on a full time basis. These two students must maintain a high grade average to receive the scholarship the next semester.						
Oklahoma Neurological Survery Institute And Allied Sciences	http://		EIN 23-7160412	Post Office Box 205	Oklahoma City	OK	73101	USA	Health, Neurology & Neuroscience								
Tulsa Daniel Webster High School Alumni Foundation	http://		EIN 73-1336476	1919 W 40th St	Tulsa	OK	74107	USA	Alumni Associations, Education	School service	Provide scholarships and provide school help						
Rose State College Foundation Inc	http://www.rose.edu	(405) 736-0315	EIN 73-1345128	6420 Se 15th St	Midwest City	OK	73110	USA		To raise funds, invest resources, and direct expenditures to reflect its dedication to rose state college's ability to fulfill its mission to provide avenues for successful lifelong learning through programs and services for a diverse community.	The rose state college foundation is organized to raise funds, invest resources, and direct expenditures to reflect its dedication to rose state college's mission. Over 200 scholarships are provided annually to all who qualify.						
Linn D Pauahty Foundation	http://		EIN 73-1460876	5832 Nw 82ND St	Oklahoma City	OK	73132	USA	Arts & Culture, Arts, Culture & Humanities								
Marshall County Ems District	http://	(580) 795-7541	EIN 73-1166904	Po Box 707	Madill	OK	73446	USA	Emergency Medical Services & Transport, Health	Operate a full-service ambulance service that provides emergency medical care to the community of marshall county in southern oklahoma	Operation of an ambulance service for southern oklahoma which provided approximately 1,976 ambulance runs during the fiscal year july 1, 2014 to june 30, 2015						
Tulsa Red Castle Gun Club Inc	http://	(918) 582-3922	EIN 73-0770151	Po Box 4302	Tulsa	OK	74159	USA		Gun safety, training and shooting	Gun safety training and shooting ranges						
Meals on Wheels	http://www.mealsonwheelsnorman.com	(405) 321-7272	EIN 73-0931924	Po Box 1371	Norman	OK	73070	USA	Congregate Meals, Food, Meals on Wheels, Nutrition	To help improve nutrition by providing meal services to elderly, ill or disabled residents unable to prepare their own meals. To improve the mental health of the isolated recipients by providing visitation.	Meals on wheels provided nutritrous meals to elderly, ill or disabled as well as coordinated with other social organizations.						
Oklahoma Hemophilia Foundation	http://		EIN 31-1566840	450 S Coltrane Rd	Edmond	OK	73034	USA	Birth Defects & Genetic Diseases Research, Health								
Dennis Byrd Foundation, Inc.	http://		EIN 52-1880208	19122 East Knights Bridge	Owasso	OK	74055	USA	Human Services								
Iron Gate Trust	http://		EIN 73-6302986	501 S Cincinnati Ave	Tulsa	OK	74103	USA	Human Service Organizations, Human Services	Iron Gate's mission is to provide food in a friendly environment every day for the homeless and hungry of Tulsa.							
Ok Mozart Inc	http://www.okmozart.com		EIN 73-1340172	Po Box 2344	Bartlesville	OK	74005	USA	Arts & Culture, Music	Production of ok mozart international festival	Presentation of high quality multi-day festival with professional musicians and concert artists along with related cultural activities for the benefit of the citizens of the community.						
1040 Initiative	http://		EIN 27-0659329	Po Box 721765	Norman	OK	73070	USA	Human Service Organizations								
Great Plains Medical Foundation	http://		EIN 73-1457016	5300 N Independence Ave Ste 130	Oklahoma City	OK	73112	USA	Community Health Systems, Health								
Broken Arrow Rotary Club Foundation Inc	http://		EIN 73-1404972	100 N Main	Broken Arrow	OK	74012	USA									
Oklahoma Eye Foundation	http://		EIN 73-1396476	608 Stanton L Young Blvd	Oklahoma City	OK	73104	USA									
National Huguenot Society	http://		EIN 52-1861632	4315 E 32nd Pl	Tulsa	OK	74135	USA									
Church Of God National Campmeeting Association	http://		EIN 73-1397016	8997 W 61st S South	Tulsa	OK	74131	USA									
Freedom Development Center Inc	http://		EIN 58-2378833	Po Box 140516	Broken Arrow	OK	74014	USA	Christianity, Religion								
Gathering Hearts For Honduras	http://		EIN 35-2343264	2220 W Oakridge St	Broken Arrow	OK	74012	USA	International, International Relief	To present the gospel of jesus christ to as many people as possible. As a vehicle for presentation we offer healthcare, basic daily provisions, and classes designed to teach marketable skills, where attending daily bible study is a requirement.	Ministering to honduran nationals by facilitating short term missions trip opportunities for non-profit organizations and churches to provide medical care, basic daily provisions, and spiritual benefit to the honduran nationals.						
Oklahoma Garden Clubs	http://		EIN 73-1359408	728 Crescent Cir	Midwest City	OK	73110	USA									
First Christian Church	http://		EIN 73-1332432	411 W Matthews Ave	Stillwater	OK	74075	USA									
American Trauma Society	http://		EIN 36-3093180	6161 S Yale Ave	Tulsa	OK	74136	USA									
Voice of the Martyrs Inc	http://www.persecution.com	(877) 337-0302	EIN 73-1395057	P.O. Box 443	Bartlesville	OK	74005-0443	USA	Christianity, Religion, Religious Printing & Publishing	The Voice of the Martyrs is a non-profit, interdenominational organization with a vision for aiding Christians around the world who are being persecuted for their faith in Christ, fulfilling the Great Commission, and educating the world about the ongoing persecution of Christians.  VOM Five Main Purposes Based on Hebrews 13:3.   1. To encourage and empower Christians to fulfill the Great Commission in areas of the world where they are persecuted for their involvement in propagating the gospel of Jesus Christ. We accomplish this by providing Bibles, literature, radio broadcasts, medical assistance, and other forms of aid.  2. To give relief to the families of Christian martyrs in these areas of the world.  3. To equip local Christians to win to Christ those persecutors who are opposed to the gospel in countries where believers are actively persecuted for their Christian witness.  4. To undertake projects of encouragement, helping believers rebuild their lives and Christian witness in countries that have formerly suffered Communist oppression.  5. To emphasize the fellowship of all believers by informing the world of atrocities committed against Christians and by remembering their courage and faith.	Education and Information - services and literature sent around the world to promote Christianity.Missionary outreach - support, Bibles and other literature are provided to organizations to promote Christianity in restricted and hostile nations around the world.				Hostile and Restricted nations		
Occupy Inc	http://	(405) 650-5565	EIN 26-1880027	7725 Nw 192nd St	Edmond	OK	73012	USA	Christianity, Religion	To provide efficient and effective ministerial consultation for the encouragement and enrichment of local cities, communities, and states. These are achieved through prayer gathering, church leader advisement, and networking with other religious forums. We want every community to prosper with the assistance of ministry and leadership.	To provide efficient and effective ministerial consultation for the encouragement and enrichment of local cities, communities, and states. These are achieved through prayer gathering, church leader advisement, and networking with other religious forums. We want every community to prosper with the assistance of ministry and leadership.						
Resurrection And Life Christian Ministries Incorporated	http://		EIN 73-1354668	4615 N Martin Luther King Jr Blvd	Tulsa	OK	74126	USA	Christianity, Religion								
Santas Cause Inc	http://		EIN 73-1333154	128 Deer Creek Rd	Edmond	OK	73012	USA	Christianity, Religion								
Ronald Mcdonald House Charities Of Tulsa Inc	http://rmhtulsa.org	(918) 496-2727	EIN 73-1313892	6102 S Hudson Ave	Tulsa	OK	74136	USA	Homeless & Housing, Human Services	Ronald mcdonald house charities of tulsa, inc. ("rmhc") supports the well-being of children by (a)providing temporary lodging for seriously ill children and their families while receiving treatment in or visiting a hospital or similar treatment facility and (b) making grants to organizations organized and operated exclusively for charitable, scientific, or educational purposes and which engage in whole or in part in (i) educating children or (ii) carrying on research as to physical and mental diseases and other disorders, or the diagnosis, prevention, and treatment thereof.	Ronald mcdonald house charities of tulsa, inc. ("rmrc") owns and operates the ronald mcdonald house located in tulsa. The 24 bedroom facility provides temporary lodging to families of serious ill children who must leave their own community to seek medical care for their child. The house is available to serve children receiving treatment at all tulsa area hospitals. Rmhc holds an annual fundraiser, and also solicits funds through the annual newsletter. In-kind donations are also received, including paper goods, copier paper, food items and linens. A core group of volunteers helps support the staff and guests of the house by providing office assistance, meal preparation, transportation to the hospital and fundraising assistance.   rmhc's mission is to lift children and families to a better tomorrow. The ronald mcdonald house is the cornerstone program of rmhc, but currently can only help 24 families at a time. To meet the broader mission of the organization, rmhc gave 25% of the receipts from its donation boxes to rmhc global for general support and grants to nonprofit organizations.						
Stephens County Humane Society	http://		EIN 73-1202082	Po Box 669	Duncan	OK	73534	USA	Animal Protection & Welfare, Animals	HUMANE TREATMENT OF ANIMALS THROUGH ADOPTION, CARE AND EDUCATION							
Mental Health Association In Tulsa Inc	http://www.mhaok.org	(918) 585-1213	EIN 73-0657931	1870 S Boulder Ave	Tulsa	OK	74119	USA	Counseling, Human Services, Mental Health, Mental Health Associations	Mental health association oklahoma is dedicated to promoting mental health, preventing mental disorders and achieving victory over mental illness through advocacy, education, research, service and housing. Our vision is a just, humane and healthy society in which all people are accorded respect, dignity and the opportunity to achieve their full potential, free from stigma and prejudice. As such, we advocate for the rights of others, monitor legislation, distribute educational materials, provide training opportunities, make referrals for services, provide adults with mental illness opportunities for socialization, vocational and life skills training, assist in development of self-empowerment skills, develop improved access to and coordination among existing legal services for low income, disability-impacted individuals, leverage pro bono legal services or represent individuals with mental illness and other disabilities as they negotiate the legal system and provide a range of appropriat	Understanding and securing mental health services can be a very difficult process. Our recovery services programs work with individuals with high-level needs based on their mental illness and co-occurring disorders to identify needs and provide case management, peer socialization, and connection with appropriate services. Our programs employ peer-to-peer employees, who are uniquely qualified based on their own personal experience with mental illness to connect with and serve program participants. Peer employees work with participants through our drop-in-centers, peer outreach services, and creating connections programs to identify their specific needs and then walk side-by-side with the participant to secure services. Mental health association oklahoma owns and manages 23 affordable housing properties in 15 neighborhoods across the city of tulsa. On any given night our portfolio provides safe, decent and affordable housing to more than 1200 people. This includes providing housing for hundreds of formerly homeless individuals who have overcome poverty, mental illness, substance abuse and physical disabilities who have successfully reintegrated back into the community, once again living as productive and contributing citizens. Our approach to the development of affordable housing has created many job opportunities that have helped people learn new skills and re-enter the workforce while at the same time providing access to much needed services. The large scale impact of our debt-free housing development model provides access to housing for those impacted by mental illness and homelessness, prevents additional individuals and families from becoming homeless and preserves the affordable housing stock in the community, stabilizing neighborhoods in the process. The resulting reduction in chronic homelessness saves the taxpayers in oklahoma millions of dollars each year and improves the quality of life for everyone. Our outreach and prevention services collaborates with oklahoma youth to promote wellness, empower safety, and prevent suicide and other violent behavior. Programs include school- and community-based mental health information, education, screening and referral programs focused on reducing the impact of mental illness, addiction, suicide, violence and trauma on families and communities. Our programs give adolescents and their families a place to turn when dealing with violence toward self or others, eating disorders, depression, stress and family issues. Our teenscreen is a free and voluntary adolescent screening tool that assesses physical and emotional well-being. It is a proactive step designed to ensure our students safety and get them help when they need it. Our pro bono counseling program, sunbridge, assists oklahomans in need of counseling services, but may be uninsured, underinsured or unable to afford their insurance co-pay. Sunbridge provides screening and a limited number of counseling sessions at no charge to qualified low-income recipients. We assist people with mental health needs and transitional or adjustment difficulties, such as grief. It is not designed to serve people living with severe mental illness or in need of crisis intervention.   zarrow symposiumthe zarrow mental health symposium is an annual educational forum designed to provide state-of-the-art research and best practice information about current issues related to mental health. The forum addresses the critical issues of housing, recovery and community supports for people living with mental illness.						
Prophetic Voice Ministries	http://		EIN 73-1339692	27331 E 25th St	Catoosa	OK	74015	USA									
Deer Creek Food Pantry Foundation	http://		EIN 61-1692062	108065 Jackson Rd	Deer Creek	OK	74636	USA	Food, Food Banks & Pantries								
American Choral Directors	http://acda.org	(405) 232-8161	EIN 62-0695676	545 Couch Dr	Oklahoma City	OK	73102	USA	Arts & Culture, Professional Societies & Associations		Professional choral musician association  publication of choral journal						
Holocaust Resource Center Of Oklahoma Inc	http://		EIN 73-1530756	6408 B N Santa Fe	Oklahoma City	OK	73116	USA	Arts & Culture, Historical Organizations								
Heart Coalition Inc	http://		EIN 27-1680885	Po Box 1953	Claremore	OK	74018	USA	AIDS, Health								
Young Mens Christian Association Of Greater Tulsa	http://www.ymcatulsa.org	(918) 747-9622	EIN 73-0579269	420 S Main St Apt 200	Tulsa	OK	74103	USA	Human Services, Physical Fitness & Community Recreational Facilities, Sports, Young Mens or Womens Associations		Ymca membership and health enhancement - please see schedule o for a more detailed description  ymca childcare - please see schedule o for a more detailed description  ymca camping - please see schedule o for a more detailed description  sports and recreation						
