name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Wind Over Wings Inc	http://www.windoverwings.com	(207) 809-9168	EIN 06-1310098	Po Box 289	Dresden	ME	04342	USA		Rescue and rehabilitate wildlife with the primary purpose of releasing the wildlife back into the wild, which is their natural environment. We also provide environmental education programs with birds unable to survive in the wild.				Rescue and rehabilitate wildlife with the primary purpose of releasing the wildlife back into the wild, which is their natural environment. We also provide environmental education programs with birds unable to survive in the wild.	
SeedMoney	http://seedmoney.org	(207) 956-0606	EIN 56-2389230	3 Powderhorn Drive	Scarborough	ME	04074	USA	Agricultural Programs, Food, Food Programs	SeedMoney helps people and communities grow their own good food by helping food garden projects grow their own funding.	vulnerable people and disadvantaged communities wishing to grow their own healthy food	400 food garden projects reaching 120,000 people and growing 200 tons of food for people in need	nationally and internationally	We partner with schools, churches, food pantries, retirement homes, homeless shelters, community gardens libraries, prisons and other nonprofit causes to help them start and sustain food garden projects serving people in need in their communities. We do this through a technologically-advanced funding portal whereby our partners can set up their own crowdfunding pages to raise funds for their work and compete for challenge grants from us.	 720 grants awarded   $585,000 in funds raised for food garden projects    360,000 people reached   Over 300 tons of healthy food grown
Shalom Apartments Inc	http://		EIN 04-9035818	P.O. Box 560	Portland	ME	04112	USA	Homeless & Housing, Low-Income & Subsidized Rental Housing						
Sovereignty International Inc	http://		EIN 01-0511666	6 Heather Rd	Bangor	ME	04401	USA	Civil Liberties, Civil Rights						
4r Animal Shelter	http://www.4ranimalshelter.org		EIN 45-0952253	202 Thomas Hill	Lee	ME	04455	USA			Horses and other livestock in trouble and their owners as needed	5 families, 10 equines, 2 geese, 2 goats	Maine	Taking in animals needing rehabilitation, retraining and rescuing to enable them to be safely rehomed, for families we provide short term emergency feed, hay, farrier or vet care.	
Boothbay Region Ambulance Service	http://	(207) 633-7711	EIN 01-0345660	Po Box 280	Boothbay	ME	04537	USA	Emergency Medical Services & Transport, Health	To provide community ambulance services to the boothbay harbor region of maine.				Provided ambulance services, staffed by qualified paramedics and emt personnel to residents of and vistors to the boothbay harbor region of maine. There were 1,462 runs in fiscal 2015. Ambulance services are provided regardless of the patients' ability to pay for such services. As the sole provider of such emergency services in the area, the organization is serving the public good and meeting the community's need.	
Blessed Hope Advent Christian Church	http://		EIN 01-6014772	Po Box 473	Waterville	ME	04903	USA							
Augusta Players Inc Dba Gaslight Theater	http://		EIN 01-6019390	Po Box 345	Hallowell	ME	04347	USA							
Friends of Midcoast Maine	http://www.friendsmidcoast.org		EIN 01-0543406	5 Free Street	Camden	ME	04843	USA	Community Improvement & Capacity Building, Economic Development, Environment	To preserve the Mid-Coast regions quality of life, the social and economic vitality, the small-town character and the historic assets of the midcoast by promoting a regional smart growth approach to land-use and transportation planning, decision-making and resource management.	build strong communities through public engagement and smart growth tools	dozens of communities in the midcoast.	midcoast Maine	City, town & regional planning, facilitating meetings & workshops, conducting visioning sessions, providing place-making & walkability audits and enhancing public engagement.	
Deering High School Band Boosters	http://		EIN 01-0514090	1575 Washington Ave	Portland	ME	04103	USA	Philanthropy, Public Foundations						
House In The Woods Military And Family Retreat	http://houseinthewoods.org	(207) 738-4421	EIN 27-0183317	217 Skunk Hill Rd.	Lee	ME	04455	USA	Counseling, Mental Health	To create a therapeutic, recreational, and educational retreat for our nation's us armed forces and their families by using outdoor wilderness activities in maine to create comfortable and relaxing milieu for veterans, active duty military, and their families to come together to share their common challenges which come from the service and sacrifice of protecting our nation's freedom and cherished democratic ideals. Activities will be led by licensed maine guides and staffed with caring volunteers and assistance from the local va center and health professionals from the community upon request. We offer an outdoor retreat program that honors their sacrifice and assists our veterans in the journey towards healing the mental and physical pain of loss.				Guided fishing/hunting trips are provided free with donations/fundraising for veterans and their families	
Family Institute Of Maine Foundation	http://		EIN 22-3278795	38 Deering St	Portland	ME	04101	USA	Job Training						
WASHBURN NORLANDS FOUNDATION INC	http://www.norlands.org	207-897-4366	EIN 23-7324567	290 Norlands Rd	Livermore	ME	04253	USA	Arts & Culture, History Museums	To preserve the heritage and traditions of rural life in Maine's past, to celebrate the achievements of Livermore's Washburn family, and to use living history methods to make values, activities and issues of the past relevant to present and future generations.	All ages.	Several thousand.		Meal Laugh and Learn; Journey into History; Live-In 1870; Maine FiberArts Weekend; Rally for Norlands Civil War Encampment; workshops such as timber framing and horse-powered farming, Quilting Bee, and seasonal events.	We offer educational programs for Maine schoolchildren and scholars, a weekend Civil War Encampment open the the public, seasonal living history events like ice harvesting and maple sugaring, and exhibits demonstrating 19th century life styles.
Caribou Congregate Housing Development Corporation Inc	http://		EIN 22-2557798	Po Box 1288	Presque Isle	ME	04769	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors						
Coastal Trans Inc	http://	(207) 596-6605	EIN 22-2571406	46 Summer St	Rockland	ME	04841	USA		Provide transportation services to the elderly, people with disabilities, low-income individuals and others needing transportation.				Connecting seniors, individuals with disabilities, low-income families and others in knox, lincoln, sagadahoc and cumberland counties in the state of maine with affordable trnsportation options. Coastal trans provided 703 individuals with 28,116 rides and approximately 217,278 passenger miles of transportation.	
Learning Land Inc	http://		EIN 23-7063127	Po Box 322	Brunswick	ME	04011	USA							
Bangor-Brewer Y W C A Foundation	http://		EIN 22-2559526	17 2ND St	Bangor	ME	04401	USA	Human Services, Young Mens or Womens Associations						
Safe Passage | Camino Seguro	http://www.safepassage.org	(207) 846-1188	EIN 01-0532835	81 Bridge Street, Suite 104	Yarmouth	ME	04096	USA	Centers to Support the Independence of Specific Populations, Children & Youth, Children & Youth Services, International, International Relief	Safe Passage empowers the poorest, at-risk children, of families working in the community of the Guatemala City garbage dump, by creating opportunities and fostering dignity through the power of education.	foster hope, education and opportunity	over 550 children, ranging in age from 2 to 21 years, and 100 mothers, coming from nearly 300 families in the surrounding neighborhoods	Guatemala City	education, health services, English, adult literacy, creative expression, arts, social entrepreneurship and more for the children and families living and working in extreme poverty around the Guatemala City garbage dump.   Our administrative staff, led by our Executive Director, is comprised of accomplished professionals from Guatemala and around the world. Guatemalan teachers and staff are assisted by caring volunteers who come from countries all over the map and from within Guatemala.   Our Board of Directors has Guatemalan and North American representation and meets several times annually, including twice each year in Guatemala. Also central to Safe Passage's community are the hundreds of sponsors and visitors and the thousands of supporters whose dedication to our children and families keeps us thriving.	
Gingerbread House, Inc.	http://		EIN 01-0370056	PO Box 1331	Sanford	ME	04073	USA	Education, Preschools						
Hope House, Inc.	http://		EIN 01-0332544	C/O Acadia Hospital P.O. Box 442	Bangor	ME	04401	USA	Mental Health, Substance Abuse Treatment						
Community Church Of Willimantic	http://		EIN 51-0182627	2371 Elliottsville Rd	Willimantic	ME	04443	USA							
Good Shepherd Food-Bank	http://www.gsfb.org	(207) 782-3554	EIN 22-2986809	Po Box 1807	Auburn	ME	04211	USA	Food, Food Banks & Pantries, Food Programs	The mission of the good shepherd food-bank is to provide food for those at risk of hunger by soliciting surplus food and distributing it to non-profit programs throughout northern new england.				Gsfb distributes food to over 600 nonprofit agencies in northern new england. Food is received from 275 donors (maine firms and national brands). Gsfb also purchases all types of food to distribute at wholesale or below cost to help agencies provide more nourishing healthy foods to those in need.	
Chewonki Foundation Inc	http://www.chewonki.org	207-882-7323	EIN 01-0269460	485 Chewonki Neck Rd	Wiscasset	ME	04578	USA	Education, Educational Services, Elementary & Secondary Schools, Environment, Environmental Education, Literacy, Natural Resources Conservation & Protection	Chewonki inspires transformative growth, teaches appreciation and stewardship of the natural world, and challenges people to build thriving, sustainable communities throughout their lives.  Chewonki serves people of all ages throughout the year. The living is simple and our communities are always small. We teach and learn in settings that take advantage of indoor and outdoor classrooms, the woods and water of Maine and beyond, as well as the land and buildings of our 400 acre campus.	Students from K-12, adults, families, active senior citizens.	20,000 young people have an educational experience that taught them about the natural world.	Maine, New England, United States, Abroad	a semester school for high school juniors, summer camp programs for boys and girls, wilderness trips for teenagers, outdoor classroom programs for school groups, traveling natural history programs.	
Road Runners Club Of America	http://		EIN 01-0488784	Po Box 63	Brewer	ME	04412	USA							
Maine Coast Heritage Trust	http://www.mcht.org	(207) 729-7366	EIN 23-7099105	1 Bowdoin Mill Is Ste 201	Topsham	ME	04086	USA	Environment, Farmland Preservation, Food, Land Resources Conservation, Natural Resources Conservation & Protection	Maine coast heritage trust conserves and stewards maine's coastal lands and islands for their renowned scenic beauty, ecological value, outdoor recreational opportunities and contribution to community well-being. Mcht provides statewide conservation leadership through its work with land trusts, coastal communities and other partners.				Land protection program - assistance given to land owners interested in voluntarily conserving key features of their property  land conservation fund - provides for land conservation through purchase and stewardship  farm operations - a working farm and educational center, helping visitors deepen their appreciation for land conservation and sustainable agriculture, located in rockport, maine.   communications - provides a communications network to link all program services together	
Rockend Inc	http://	(207) 276-3928	EIN 04-3380854	Po Box 296	Ne Harbor	ME	04662	USA	Children & Youth, Youth Development Programs	Exploring the arts with children regardless of ability.				Developing childrens' self esteem by working in the arts. The program covers all the expenses including project materials, programs and teaching assistants.	
Institute for Humane Education	http://www.humaneeducation.org	207.667.1025	EIN 01-0530866	P.O. Box 260	Surry	ME	04684	USA	Animals, Civil Rights, Civil Rights, Social Action & Advocacy, Education, Intergroup & Race Relations, Race	The Institute for Humane Education envisions a world in which people live humanely, sustainably, and peaceably. To create this change, IHE trains people to be humane educators, advances the field of humane education, and provides tools and inspiration for living an examined, meaningful life.	IHE works with changemakers of all ages to help create a better world for all, from teachers and activists to students and concerned citizens.			The organization provides graduate, certificate, and other educational programs for people interested in becoming humane educators.   the organization provides information, tools, and resourcesfor living an examined and meaningful life through speakingengagements and workshops.   the organization is developing a model solutionary education cirriculum for world-wide distribution and a model school for implementing the cirriculum and for replication.   the organization explored the development of a solutionary congress and a hancock county teacher training initiative.	Since 1996, IHE has trained more than 2,500 humane educators, who have reached many thousands of students and others. In 1997 we launched the first Humane Education Certificate Program, and in 2000 we launched our Master of Education in Humane Education.   We also offer month-long distance learning programs, as well as in-person Sowing Seeds and MOGO Workshops, and we have a variety of useful resources and tools to help those wanting to help create a humane world for people, animals and the planet.
Almost Home Rescue of Maine / New England	http://almosthomerescue.net		EIN 20-3897977	PO Box 9421	South Portland	ME	04116	USA	Animal Protection & Welfare, Animals	Almost Home Rescue is an all-breed canine rescue group.  This 501c3 non-profit organization is dedicated to saving lives and finding forever homes for stray,  abandoned and surrendered dogs in high kill shelters, as well as locally surrendered dogs.  We are an all volunteer run organization. All the dogs listed are either still waiting in Arkansas Shelters, or in New England Foster Homes waiting to be adopted.  We do not have a physical shelter as we are strictly a Dog Rescue organization.  All of our dogs arrive with a current Health Certificate, are up to  date with vaccinations and are transported on an U.S.D.A.  approved transport. We are permitted importers for Maine and New Hampshire.				Extensive Foster Home Program.	Since 2005, we have saved approximately 2500 dogs from being euthanized for lack of space in our partner shelters.
CAMBODIAN ARTS AND SCHOLARSHIP FOUNDATION	http://www.cambodianscholarship.org	(207) 829-6063	EIN 01-0544749	Po Box 18186	Portland	ME	04112	USA		The Cambodian Arts & Scholarship Foundation is committed to improving the lives of children through education, and focuses on poor, at-risk Cambodian girls who, for a number of reasons, are denied equal access to schooling. CASF works closely with local communities to identify potential students; provides the financial (direct cash scholarships), emotional and medical support necessary for them to attend school; and sustains this support for as long as the child wants to learn.	Girls from rural, impoverished communities		Cambodia	The Cambodian Arts and Scholarship Foundation supports approximately 55 poor and at-risk female students in three provincial programs throughout Cambodia.	
Maine Maritime Museum	http://MaineMaritimeMuseum.org	(207) 443-1316	EIN 01-0271477	243 Washington Street	Bath	ME	04530	USA	Arts & Culture, Children & Youth, Education, Historical Organizations, History Museums, Libraries, Youth Development	To educate the community and a worldwide audience about the important role of Maine in historic and current regional and global maritime activities.	Anyone interested in learning about Maine's maritime heritage in a historical context as well as its cultural and economic relevance today. Approximately 50,000 visitors annually, 80% from across the U.S. and other countries.		Maine Maritime Museum's exhibits and programs represent all of Maine's coast and inland waterways -- the full Maine maritime story.	20-acre museum campus located on the Kennebec River in Bath on the site of the historic Percy & Small shipyard.   Collections and Exhibits - all items relating to maritime history primarily in Maine. Paintings and other artwork, rigged models, half hulls, tools used in historic shipbuilding, navigating equipment, ship artifacts and watercraft on display. Exhibits include hands-on Lobstering & the Maine Coast, historic Percy & Small shipyard buildings, the blacksmith shop, and period displays of maritime life, especially of the late 1800's.   The highlight of the Percy & Small Shipyard is a full-scale interpretive sculpture of the 6-masted schooner Wyoming, the largest wooden sailing vessel ever built in North America. The enormous Wyoming, spanning 440 feet with masts that soar 120 feet into the air, is the largest sculpture in New England.    Coming in June 2017:  "Into the Lantern: A Lighthouse Experience" -- a permanent exhibit featuring a full-scale replica of the lantern room at the top of the Cape Elizabeth Light, and featuring the original second-order Fresnel lens from that light as well as a 180-degree multi-media projection of the actual views from the Cape E Light, showing the active panorama of the Gulf of Maine.  Research Library and Archives - the library and archives house thousands of books, maritime manuscripts, business records, photographs, maps, charts, and ship plans. Archival work includes purchasing, maintaining, storing, and restoring these items. The library is available for general and scholarly use.   Education & Public Programs lecture series, symposia, adult and youth programs, school programs, narrated tour boat cruises on the Kennebec River and into Merrymeeting Bay, summer shipyard activities, volunteer support programs, family programs, museum tours, summer camps, trolly and river tours of Bath Iron Works.   Boat Shop, historic buildings, moorings, piers for visiting yachts and small tour ships, visiting yachtsmen building, children's pirate ship, and Long Reach Hall -- our beautiful banquet facility overlooking the river is available for rent for weddings and other special events.	
Midcoast Conservancy	http://www.sheepscot.org	(207) 586-5616	EIN 22-2658964	36 Water St	Wiscasset	ME	04578	USA	Environment, Land Resources Conservation, Water, Water Resources, Wetlands Conservation & Management	To conserve the natural and historic heritage of the sheepscot watershed through land protection, habitat restoration, advocacy, education and supoort for compatible land uses.				Land protection acquired a gift of 78 acres within our ben brook focus area from ann marie maguire on heath road in whitefield, lincoln county, maine. Acquired the exclusive option to purchase the fee interest in 87 acres adjacent to svcas trout brook preserve on route 218 and west alna rd. In alna, lincoln county, maine. Several other significant properties within the sheepscot river watershed are under discussion for potential acquisition including a 1,000-acre parcel in the ben brook focus area.   stewardship & restoration completed easement monitoring on all 34 existing easements in 2014; no violations were found. Conducted routine maintenance of existing trails (approximately 10 miles) on our portfolio of 7 public preserves. Launched effort to engage the towns of alna and whitefield to explore the possibility to improve fish passage at their town-owned dams at head tide and alna, respectively.   outreach & education held a series of citizen science education programs designed to engage interested members in regional and national projects that rely on data from citizens. Continued flash walks programs, announced by e-mail and on the web a day or two in advance of happening. Held two migratory fish day events at coopers mills and head tide dams. Held numerous walks open to the public and 2 river paddles  water quality monitoring completed 20th year of water quality monitoring in the sheepscot river. Participated in the first year of the maine coastal observing alliance salt water monitoring program that included the sheepscot river estuary. Other began serious exploration of merger with four other land and water conservation organizations.	
Dover-Foxcroft Kiwanis Charities	http://		EIN 22-3497412	Po Box 615	Dovr Foxcroft	ME	04426	USA	Community Service Clubs						
Silent Sidekicks	http://www.silentsidekicks.org		EIN 46-1672498	P.O. Box 487	Lincoln	ME	04457	USA	Animal-Related, Animals	To enrich people's lives and promote health and happiness through positive experiences with animals.			Maine	Animal Assisted Therapy, Activities and Educational Programs.	
Capital Apple Mac Performa User Group	http://		EIN 01-0487656	30 Erskine Rd	Windsor	ME	04363	USA	Education						
Georges River Land Trust	http://www.grlt.org	207-594-5166	EIN 01-0424837	8 N Main St Ste 200	Rockland	ME	04841	USA	Environment, Land Resources Conservation	We conserve the ecosystems and traditional heritage of the Georges River watershed region through permanent land protection, stewardship, education, and outdoor recreation.	Residents of and visitors to the mid-coast of Maine	We have 830 members.	Mid-coast Maine	The land protection program serves the membership of grlt and participating landowners by working to protect high value conservation lands throughout the st george river watershed. Grlt has a community-based approach to land protection, which is guided by strategic planning and operated in compliance with land trust alliance standards and practices. Grlt focuses its land conservation efforts in the highest value areas of the watershed as determined through a conservation planning process. The land protection program collaborates with the stewardship program on community and landowner outreach, stewardship budgets, baseline data for protected lands, easement amendments and landowner visits. Grlt participates in a variety of forums, including meetings with landowners and their advisors, partnerships with organizations and agencies, communications with the grlt board of directors, committee members and donors, and public speaking opportunities at regional and statewide venues. The land protection program serves the membership of grlt and participating landowners by working to protect high value conservation lands throughout the st george river watershed. Grlt has a community-based approach to land protection, which is guided by strategic planning and operated in compliance with land trust alliance standards and practices. Grlt focuses its land conservation efforts in the highest value areas of the watershed as determined through a conservation planning process. The land protection program collaborates with the stewardship program on community and landowner outreach, stewardship budgets, baseline data for protected lands, easement amendments and landowner visits. Grlt participates in a variety of forums, including meetings with landowners and their advisors, partnerships with organizations and agencies, communications with the grlt board of directors, committee members and donors, and public speaking opportunities at regional and statewide venues.   the stewardship program is responsible for the management of fee-owned preserves and conservation easements. Grlt has a community-based approach to the land stewardship program, which is guided by strategic planning and operated in compliance with land trust alliance standards & practices. Grlt works to accomplish established goals and collaborates with the land protection program on cummunity and landowner outreach, baseline data for preserves, annual monitoring of easements and preserves, easement amendments and landowner visits.   grlt uses education and outreach programs to engage local residents and families in outdoor exploration of special places in the watershed. Watershed quests have been developed in partnership with local schools to encourage students and families to explore and use places in a way that inspires learning and interest about the natural world and its history. In addition, grlt hosted a series of walks and talks during 2014, encouraging members and the general public to explore the st. George river watershed and learn about many diverse topics such as wildlife habitats, preservation of farmland, logging and recreational fishing.   the trails program is responsible for the design, construction and maintenance of trails within the land trust's service region, including the trails on grlt's preserves and easements, the georges highland path, and other freestanding conservation footpaths. The trails program works directly with the stewardship program and the stewardship & trails committee to provide access to areas of conservation interest throughout the watershed.	Since 1987, we have permanently conserved 2,683 acres in 14 preserves and 38 easements. We have created over 40 miles of conservation trails throughout the watershed.
Fryeburg Historical Society	http://		EIN 01-0346187	83 Portland St	Fryeburg	ME	04037	USA							
Nonesuch Oar & Paddle Club	http://		EIN 23-7301928	499 Black Point Rd	Scarborough	ME	04074	USA							
Abundant Life Assembly Of God	http://		EIN 16-0119760	Po Box 510	Van Buren	ME	04785	USA							
Foundation 51	http://www.foundation51.org	(207) 829-5175	EIN 01-0517536	Po Box 545	Cumberland	ME	04021	USA	Education, Student Services	Support of public education				Provided grants to maine school administration district 51 to enrich educational opportunities.   reading challenge program for middle and elementary schools.	
Gertrude M Jordan Memorial Trust	http://		EIN 01-6074242	501 Route 3	Palermo	ME	04354	USA							
Wellspring Health Ministries	http://		EIN 22-2770558	4 Wellspring Rd	Biddeford	ME	04005	USA							
Maine National Guard Foundation Fund	http://	(207) 626-4410	EIN 01-0450803	Camp Keyes State House Station 33	Augusta	ME	04333	USA		To provide emergency assistance				Provide direct grants to military families for emergency assistance to pay heat, repairs, food, etc.   maintain revolving fund for loans to military families to pay emergency expenses for food and shelter  provide family and youth recreational outings to military families	
Beau Jest Moving Theatre Corporation	http://		EIN 22-2773906	40 Seeley Ave	Portland	ME	04103	USA	Arts & Culture, Theater						
Maine Golf House Inc	http://www.thefirstteeofmaine.com	(207) 809-9030	EIN 26-2355154	58 Val Halla Rd	Cumberland	ME	04021	USA	Golf, Sports	The organization's mission is to honor, sustain, and grow the game of golf in maine and to promote the values of honesty, integrity, and perserverance that the game teaches. The organization provides educational opportunities to the public regarding the rules and etiquette of the game, offers life skills programs that build character in youth through the game of golf, and runs outreach programs that introduce golf to partner organizations such as boys and girls clubs and volunteers of america.				The organization's mission is to honor, sustain, and grow the game of golf in maine and to promote the values of honesty, integrity, and perserverance that the game teaches. The organization provides educational opportunities to the public regarding the rules and etiquette of the game, offers life skills programs that build character in youth through the game of golf, and runs outreach programs that introduce golf to partner organizations such as boys and girls clubs and volunteers of america.	
FEARLESS NATION PTSD SUPPORT INC	http://		EIN 38-3815278	PO Box 446	W Boothby Hbr	ME	04575	USA	Mental Health, Mental Health Disorders						
Atlantic Firemans Education Association	http://	(207) 967-1357	EIN 01-6018670	Po Box 7686	Cape Porpoise	ME	04014	USA	Community Service Clubs	The organization operates a free library to the surrounding community				Community library - the organization operates a free library open 48 hrs a month  atlantic hall - meeting place for various community groups in addition to providing a rental facility for others	
Maine Cancer Foundation	http://www.mainecancer.org	(207) 773-2533	EIN 01-0351077	170 US Route 1	Falmouth	ME	04101	USA	Cancer, Cancer Research, Health	Maine Cancer Foundation is a non-profit 501c(3) organization dedicated to improving the health and well being of Maine people by funding cancer research, education and patient support programs. 100% of the funds raised remain in Maine.	the fight against cancer	the people of Maine by distributing more than $1,268,000 in grants to fight cancer!	Maine	grant funding for cancer research, education and patient support programs.	Since our formation in 1976, Maine Cancer Foundation has distributed millions of dollars to hundreds of organizations state-wide. A complete catalog of our grant recipients can be found here: http://mainecancer.org/all-grants
United Way Of Kennebec Valley	http://www.unitedwaykennebecvalley.org	(207) 626-3400	EIN 01-6004404	121 Commercial Street	Augusta	ME	04330	USA	Federated Giving Programs, Philanthropy	To serve the community by identifying human care needs, raising and allocating funds to meet those needs and encouraging volunteers to participate in community service.				To assist the kennebec valley community in planning human services; access human needs programs; seek solutions to human problems; and to assist in the development of new, or the expansion of existing, human services programs. Amounts raised through the annual campaign support these visions by allocations and other distributions to health and human care services agencies.	
Ten Bucks Theatre Company Inc	http://		EIN 82-0562036	300 French St	Bangor	ME	04401	USA	Arts & Culture, Arts Education						
New England Institute Of Alcohol Studies Inc	http://www.neias.org	(207) 621-2549	EIN 23-7267235	6 E Chestnut St Ste 101	Augusta	ME	04330	USA		The mission of the new england institute is to advance society's understanding of addiction and to enhance the effectiveness of professionals/voluneteers working to prevent, intervene, and treat the impact of addiction. Neias works to help individuals achieve and maintain long-term recovery.				Summer school program - a four day program for students focusing on prevention, education, intervention and treatment of addictions.   best practices school - a four day advanced clinical studies program for certified alcohol and drug counselors and other clinical professionals.   addiction training center and amc	
International Fellowship Of Ministries	http://		EIN 01-0472931	32 Garcelon St	Lewiston	ME	04240	USA							
MY PLACE TEEN CENTER INC	http://myplaceteencenter.org/	207) 854-2800	EIN 01-0509578	755 Main St	Westbrook	ME	04092	USA	Children & Youth, Youth Centers & Clubs	-	My Place Teen Center (MPTC) is a year round, free, out-of-school time program(five hours/day) for youth, ages 10-18. Serving all youth, but specializing in youth most at risk including disabled, homeless, food insecure, cognitively-delayed, low-income, immigrant, and refugee teens, MPTC offers a multi-purpose, academically enriching, life-skills enhancing, hunger relieving, youth development program that has been the focal point of greater Portlands teen activities since its inception in 1998.	567 Kids	Southern Maine	We provide a structured, supervised curriculum focusing on 21st century skill building and positive youth development including daily homework assistance, Science, Technology, Engineering, and Math (STEM) programming, service learning, financial literacy, mentoring, physical fitness, the arts, cooking and nutrition, social and life skills training, leadership skills, higher education/job acquisition support, and mental health first aid.	
Maine Solar Energy Association	http://		EIN 22-2704116	Po Box 184	Harrington	ME	04643	USA							
New Years By The Bay	http://		EIN 01-0512664	Po Box 313	Belfast	ME	04915	USA	Arts & Culture, Arts, Culture & Humanities						
J B Johnston Club	http://		EIN 38-2414412	Po Box 197	New Harbor	ME	04554	USA							
Boothbay Region Community Resource Council	http://	(207) 633-6272	EIN 46-4822598	Po Box 43	Boothbay Hbr	ME	04538	USA	Public & Societal Benefit	The primary purpose of this organization is to bring heating, food, monetary and housing assistance to low income individuals and families. Providing a community navigator to help guide these families to other available assistance and helping with the neccessary paperwork. The community navigator also provides guidance toward self-sufficiency.				Providing help to low income individuals and families with finding available housing, heat, food etc. Assistancehelping fill out application for said assistance	
Little League Baseball Inc	http://www.littleleague.org/		EIN 22-2605102	50 Arbutus Ave	S Portland	ME	04106	USA	Amateur Sports Competitions, Baseball & Softball, Recreation & Sports, Sports	To provide healthy activity for children using the ball field as a classroom to instill discipline, team work, sportsmanship and fair play, and to establish a set of values to guide them into adulthood.					
Kennebunkport Emergency Medical Ser Incorporated	http://kennebunkportme.gov	(207) 967-9704	EIN 01-0363624	Po Box 1761	Kennebunkport	ME	04046	USA	Emergency Medical Services & Transport, Health	To provide training for emergency medical personnel, emergency first aid, medical assistance, and transportation for the general public in the town of kennebunkport, maine.				Organize and train personnel in the care and transportation of the ill and injured. Render emergency first aid, medical assistance, and transportation to an emergency medical facility in the event of an accident, illness, or civil emergency, to inhabitants of, and visitors to, the town of kennebunkport, maine, including those who may just be passing through the kems service area. Provide mutual aid as requests from neighboring municipalities on the basis of reciprocity.	
Vicky E Morgan Foundation	http://		EIN 01-0545593	Po Box 164	Searsmont	ME	04973	USA	International, International Development						
Pastoral Resources For Youth Ministry Encouragement	http://		EIN 77-0381503	192 N Main St	Rockland	ME	04841	USA	Environment						
Maine Independent Living Center Inc	http://		EIN 01-0373392	424 Western Ave.	Augusta	ME	04330	USA	Centers to Support the Independence of Specific Populations, Human Services						
Society For The Prevention Of Cruelty To Animals Of Hancock Cty	http://www.spcahancockcounty.org	(207) 667-8088	EIN 01-6018214	141 Bar Harbor Rd	Trenton	ME	04605	USA	Animal Protection & Welfare, Animals	Dedicated to the promotion of animal welfare through community education, advocacy, and placement of companion animals into responsible, loving homes.				Provided temporary homes for homeless and unwanted pets and placed companion animals in forever homes.	
The Telling Room	http://www.tellingroom.org	207-774-6064	EIN 74-3136956	225 Commercial St Ste 201	Portland	ME	04101	USA	Arts & Culture, Arts Education, Children & Youth, Printing & Publishing, Youth Development Programs	The Telling Room is a nonprofit writing center in Portland, Maine dedicated to students ages 6 to 18. With the help of local writers, teachers, schools, and community organizations, we offer free creative writing and arts programs that give young writers confidence, strengthen their literacy skills, and create real audiences for their work.	We serve a diverse group of students aged 6-18 in the Greater Portland area that includes: children and young adults who are a part of Maines growing community of immigrants and refugees, students with emotional and behavioral challenges, students in alternative education programs, homeschoolers enthusiastic to join a creative community, and passionate young writers who want additional support and guidance.	1,200		Since 2004, The Telling Room has offered programs designed to improve students literacy skills and powers of expression, which are vital to their future success. All of our programs give students a chance to work one-on-one with adult writers, educators, and artists. At our writing center in downtown Portland, we hold fun, innovative workshops, offer afterschool tutoring, and host storytelling field trips for school groups from all over Maine. We also lead workshops, at local schools and community organizations; bring acclaimed writers to Maine to give public readings and work in small groups with student and adult writers; publish bestselling anthologies of student work; and carry out community-wide storytelling projects.   Research indicates that students who participate in arts programs like The Telling Rooms     Are four times more likely to be recognized for academic achievement     Can raise their grades by one letter in the course of a school year      Strengthen their problem-solving and critical thinking skills     Are two times less likely to engage in risky behaviors	
Long Creek Youth Development Center Benefit Fund	http://		EIN 01-6090036	675 Westbrook St	S Portland	ME	04106	USA							
Morris Farm Trust	http://		EIN 01-0494687	Po Box 136	Wiscasset	ME	04578	USA	Education	The morris farm trust seeks to promote and preserve healthy and natural agriculture through stewardship of the farm's land, teaching environmental awareness and the values of sustainable living				Community events and outreach: bringing members of the community together at the morris farm for events meets it's mission of promoting sustainable agriculture and stewardship of the earth through education demonstration and community involvement  education: educational activities at the morris farm consisted of hosting school field trips, a school garden, a summer day camp for children ages 5-11, and an adult education series called backyard farmer.	
Bangor Humane Society	http://www.bangorhumane.org	(207) 942-8902	EIN 01-0215910	693 Mount Hope Ave	Bangor	ME	04401	USA	Animal Protection & Welfare, Animals	To provide shelter and adoption services for unwanted animals.				Adoption, care and donation services for homeless and unwanted animals in the greater bangor area communities.	
COASTAL MOUNTAINS LAND TRUST	http://www.coastalmountains.org	207-236-7091	EIN 22-2795691	101 Mount Battie St	Camden	ME	04843	USA	Environment, Land Resources Conservation	We permanently conserve land to benefit the natural and human communities of western Penobscot Bay.			western Penobscot Bay region, Maine	The land trust acquired land and received conservation easements to permanently protect and preserve biological diversity, scenic landscapes, and forest and water resources, and to provide the public with outdoor recreational opportunities.   the land trust continued to act as a steward over the land and easements for which it is responsible.   the land trust published newsletters, maintained a website, and gave educational presentations to increase public awareness of the importance of land conservation. `	Since 1986, we have permanently protected almost 8,000 acres of land in this rapidly developing part of coastal Maine.
